wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;26;0;7;0;t0;6;0;0;0;13;0
dolnoœl¹skie;4284924;187;1547856;27;t02;1794095;13;16595;0;926378;147
kujawsko-pomorskie;2903234;109;1046587;14;t04;1216784;12;11890;0;627973;83
lubelskie;2470081;14;911180;3;t06;1052162;2;13276;0;493463;9
lubuskie;1494076;13;535757;2;t08;643342;0;5308;0;309669;11
³ódzkie;3496672;191;1283993;59;t10;1462425;25;18442;0;731812;107
ma³opolskie;4467903;306;1651690;51;t12;1893992;20;13867;8;908354;227
mazowieckie;8495548;528;3086395;119;t14;3543258;46;39714;7;1826181;356
opolskie;1250168;0;461501;0;t16;528224;0;4954;0;255489;0
podkarpackie;2198387;18;830485;2;t18;967062;0;8285;0;392555;16
podlaskie;1502731;6;562137;0;t20;649000;0;5963;0;285631;6
pomorskie;3552300;244;1290851;80;t22;1487029;18;14642;1;759778;145
œl¹skie;6318528;274;2295519;102;t24;2649777;27;20178;0;1353054;145
œwiêtokrzyskie;1522486;38;558272;35;t26;648523;2;6296;0;309395;1
warmiñsko-mazurskie;1865070;44;679184;5;t28;783957;3;10405;0;391524;36
wielkopolskie;5190066;201;1907042;64;t30;2163770;16;19867;0;1099387;121
zachodniopomorskie;2495261;55;893111;7;t32;1056527;14;10459;1;535164;33
ca³y kraj;53507461;2228;19541567;570;t00;22539933;198;220141;17;11205820;1443
