wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;74579;0;33725;0;t0201
dolnoœl¹skie;dzier¿oniowski;70578;9;33097;0;t0202
dolnoœl¹skie;g³ogowski;66446;0;30264;0;t0203
dolnoœl¹skie;górowski;27148;0;12329;0;t0204
dolnoœl¹skie;jaworski;39835;0;18038;0;t0205
dolnoœl¹skie;jeleniogórski;52079;0;24177;0;t0206
dolnoœl¹skie;kamiennogórski;32612;0;15303;0;t0207
dolnoœl¹skie;k³odzki;131214;8;61566;0;t0208
dolnoœl¹skie;legnicki;44761;0;19984;0;t0209
dolnoœl¹skie;lubañski;30667;0;12954;0;t0210
dolnoœl¹skie;lubiñski;126615;0;60761;0;t0211
dolnoœl¹skie;lwówecki;42821;0;19909;0;t0212
dolnoœl¹skie;milicki;35046;0;16619;0;t0213
dolnoœl¹skie;oleœnicki;101969;75;46511;13;t0214
dolnoœl¹skie;o³awski;45754;0;21741;0;t0215
dolnoœl¹skie;polkowicki;42589;0;18640;0;t0216
dolnoœl¹skie;strzeliñski;37981;0;17767;0;t0217
dolnoœl¹skie;œredzki;22542;0;10673;0;t0218
dolnoœl¹skie;œwidnicki;104991;0;48193;0;t0219
dolnoœl¹skie;trzebnicki;60883;0;29379;0;t0220
dolnoœl¹skie;wa³brzyski;31919;0;15265;0;t0221
dolnoœl¹skie;wo³owski;43357;13;19356;6;t0222
dolnoœl¹skie;wroc³awski;105062;0;50160;0;t0223
dolnoœl¹skie;z¹bkowicki;56879;0;26524;0;t0224
dolnoœl¹skie;zgorzelecki;61174;11;27823;1;t0225
dolnoœl¹skie;z³otoryjski;35722;0;16144;0;t0226
dolnoœl¹skie;Jelenia Góra;91991;0;44279;0;t0261
dolnoœl¹skie;Legnica;92168;0;43345;0;t0262
dolnoœl¹skie;Wroc³aw;1069311;306;502534;56;t0264
dolnoœl¹skie;Wa³brzych;213422;0;99868;0;t0265
kujawsko-pomorskie;aleksandrowski;132858;0;63759;0;t0401
kujawsko-pomorskie;brodnicki;73931;0;34730;0;t0402
kujawsko-pomorskie;bydgoski;78649;0;37286;0;t0403
kujawsko-pomorskie;che³miñski;42746;0;20062;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;36616;0;17085;0;t0405
kujawsko-pomorskie;grudzi¹dzki;27144;0;12320;0;t0406
kujawsko-pomorskie;inowroc³awski;106495;0;50685;0;t0407
kujawsko-pomorskie;lipnowski;54805;0;25239;0;t0408
kujawsko-pomorskie;mogileñski;33897;0;15872;0;t0409
kujawsko-pomorskie;nakielski;87100;14;38906;5;t0410
kujawsko-pomorskie;radziejowski;45236;0;21213;0;t0411
kujawsko-pomorskie;rypiñski;36843;0;17293;0;t0412
kujawsko-pomorskie;sêpoleñski;49377;0;22746;0;t0413
kujawsko-pomorskie;œwiecki;80485;0;36947;0;t0414
kujawsko-pomorskie;toruñski;73337;0;32324;0;t0415
kujawsko-pomorskie;tucholski;40214;0;18493;0;t0416
kujawsko-pomorskie;w¹brzeski;29038;0;13224;0;t0417
kujawsko-pomorskie;w³oc³awski;66644;0;31823;0;t0418
kujawsko-pomorskie;¿niñski;53673;0;25593;0;t0419
kujawsko-pomorskie;Bydgoszcz;443976;11;207013;2;t0461
kujawsko-pomorskie;Grudzi¹dz;126637;10;58541;0;t0462
kujawsko-pomorskie;Toruñ;199260;0;92010;0;t0463
kujawsko-pomorskie;W³oc³awek;97148;0;43814;0;t0464
lubelskie;bialski;63063;0;28914;0;t0601
lubelskie;bi³gorajski;55647;17;26451;2;t0602
lubelskie;che³mski;36930;5;17454;0;t0603
lubelskie;hrubieszowski;46167;0;21227;0;t0604
lubelskie;janowski;32010;0;14972;0;t0605
lubelskie;krasnostawski;42289;0;19508;0;t0606
lubelskie;kraœnicki;68492;0;32407;0;t0607
lubelskie;lubartowski;56861;60;26749;16;t0608
lubelskie;lubelski;86714;0;39625;0;t0609
lubelskie;³êczyñski;40946;0;19654;0;t0610
lubelskie;³ukowski;58216;0;27326;0;t0611
lubelskie;opolski;46518;30;21499;12;t0612
lubelskie;parczewski;28794;0;13334;0;t0613
lubelskie;pu³awski;100625;28;47953;3;t0614
lubelskie;radzyñski;31544;5;14956;0;t0615
lubelskie;rycki;54813;0;26354;0;t0616
lubelskie;œwidnicki;47626;0;22780;0;t0617
lubelskie;tomaszowski;57646;0;26704;0;t0618
lubelskie;w³odawski;35658;0;16681;0;t0619
lubelskie;zamojski;49842;0;24242;0;t0620
lubelskie;Bia³a Podlaska;72077;0;33983;0;t0661
lubelskie;Che³m;65241;86;29774;11;t0662
lubelskie;Lublin;455540;47;208819;22;t0663
lubelskie;Zamoœæ;91936;0;43289;0;t0664
lubuskie;gorzowski;30169;10;14088;7;t0801
lubuskie;kroœnieñski;52039;0;24565;0;t0802
lubuskie;miêdzyrzecki;68444;0;31961;0;t0803
lubuskie;nowosolski;94591;39;42259;1;t0804
lubuskie;s³ubicki;39685;0;18896;0;t0805
lubuskie;strzelecko-drezdenecki;52059;5;23301;0;t0806
lubuskie;sulêciñski;32087;0;14488;0;t0807
lubuskie;œwiebodziñski;56189;0;26098;0;t0808
lubuskie;zielonogórski;90809;0;42198;0;t0809
lubuskie;¿agañski;70781;0;32032;0;t0810
lubuskie;¿arski;102278;0;47981;0;t0811
lubuskie;wschowski;28124;15;13497;9;t0812
lubuskie;Gorzów Wielkopolski;157258;0;71823;0;t0861
lubuskie;Zielona Góra;154294;0;73570;0;t0862
³ódzkie;be³chatowski;75968;7;34780;0;t1001
³ódzkie;kutnowski;90961;4;44181;2;t1002
³ódzkie;³aski;36955;0;17654;0;t1003
³ódzkie;³êczycki;52879;33;24475;16;t1004
³ódzkie;³owicki;91752;0;43977;0;t1005
³ódzkie;³ódzki wschodni;38231;0;17288;0;t1006
³ódzkie;opoczyñski;61378;0;27800;0;t1007
³ódzkie;pabianicki;110844;6;52578;0;t1008
³ódzkie;pajêczañski;30404;0;13886;0;t1009
³ódzkie;piotrkowski;51516;0;23979;0;t1010
³ódzkie;poddêbicki;38024;0;18031;0;t1011
³ódzkie;radomszczañski;90892;0;42987;0;t1012
³ódzkie;rawski;29850;0;13713;0;t1013
³ódzkie;sieradzki;102771;21;46997;11;t1014
³ódzkie;skierniewicki;24559;0;11593;0;t1015
³ódzkie;tomaszowski;108103;0;51285;0;t1016
³ódzkie;wieluñski;89404;7;42592;0;t1017
³ódzkie;wieruszowski;33758;0;15374;0;t1018
³ódzkie;zduñskowolski;51227;0;23823;0;t1019
³ódzkie;zgierski;132894;0;62662;0;t1020
³ódzkie;brzeziñski;35353;0;16947;0;t1021
³ódzkie;£ódŸ;920280;76;435259;5;t1061
³ódzkie;Piotrków Trybunalski;84207;18;39307;0;t1062
³ódzkie;Skierniewice;74248;2;34998;0;t1063
ma³opolskie;bocheñski;80090;34;36083;21;t1201
ma³opolskie;brzeski;68346;0;31841;0;t1202
ma³opolskie;chrzanowski;112776;0;52141;0;t1203
ma³opolskie;d¹browski;43237;0;20317;0;t1204
ma³opolskie;gorlicki;87392;0;41461;0;t1205
ma³opolskie;krakowski;162944;20;76506;0;t1206
ma³opolskie;limanowski;90536;15;41711;9;t1207
ma³opolskie;miechowski;61556;0;29640;0;t1208
ma³opolskie;myœlenicki;105899;63;49835;6;t1209
ma³opolskie;nowos¹decki;133126;0;59815;0;t1210
ma³opolskie;nowotarski;133118;0;60834;0;t1211
ma³opolskie;olkuski;111556;0;51880;0;t1212
ma³opolskie;oœwiêcimski;123441;50;58396;23;t1213
ma³opolskie;proszowicki;44667;11;21322;0;t1214
ma³opolskie;suski;70057;0;33293;0;t1215
ma³opolskie;tarnowski;97078;0;45242;0;t1216
ma³opolskie;tatrzañski;36062;0;17067;0;t1217
ma³opolskie;wadowicki;122397;41;55154;14;t1218
ma³opolskie;wielicki;112978;0;51321;0;t1219
ma³opolskie;Kraków;1199416;138;570073;33;t1261
ma³opolskie;Nowy S¹cz;65310;0;30957;0;t1262
ma³opolskie;Tarnów;116432;44;53369;0;t1263
mazowieckie;bia³obrzeski;36377;0;17343;0;t1401
mazowieckie;ciechanowski;81342;3;38698;0;t1402
mazowieckie;garwoliñski;84326;0;40475;0;t1403
mazowieckie;gostyniñski;28835;0;13974;0;t1404
mazowieckie;grodziski;97122;0;44760;0;t1405
mazowieckie;grójecki;107473;0;50641;0;t1406
mazowieckie;kozienicki;44847;0;21489;0;t1407
mazowieckie;legionowski;78225;50;34348;21;t1408
mazowieckie;lipski;26892;0;12829;0;t1409
mazowieckie;³osicki;18950;0;9164;0;t1410
mazowieckie;makowski;42283;0;19620;0;t1411
mazowieckie;miñski;131678;0;59320;0;t1412
mazowieckie;m³awski;62039;0;29664;0;t1413
mazowieckie;nowodworski;114686;17;53146;15;t1414
mazowieckie;ostro³êcki;50477;0;23829;0;t1415
mazowieckie;ostrowski;51559;3;25161;0;t1416
