data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2193;0
2020-12-28;4403;0
2020-12-29;10081;0
2020-12-30;20491;1
2020-12-31;10643;0
2021-01-01;1348;3
2021-01-02;2277;0
2021-01-03;652;0
2021-01-04;40756;1
2021-01-05;55485;2
2021-01-06;18802;0
2021-01-07;30439;0
2021-01-08;11850;1
2021-01-09;2262;0
2021-01-10;997;2
2021-01-11;47711;3
2021-01-12;63524;0
2021-01-13;55232;1
2021-01-14;46658;1
2021-01-15;26290;0
2021-01-16;21026;17
2021-01-17;12092;430
2021-01-18;28469;2939
2021-01-19;49611;8128
2021-01-20;51315;14479
2021-01-21;53240;14876
2021-01-22;38326;5269
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73618;29605
2021-01-26;133384;48352
2021-01-27;104768;26591
2021-01-28;89767;29485
2021-01-29;44033;16156
2021-01-30;16287;3119
2021-01-31;8674;1388
2021-02-01;57329;33347
2021-02-02;115545;57648
2021-02-03;122447;56001
2021-02-04;107644;51578
2021-02-05;52206;29580
2021-02-06;24747;15708
2021-02-07;16484;10166
2021-02-08;33266;11763
2021-02-09;90546;20413
2021-02-10;113812;44812
2021-02-11;112327;59007
2021-02-12;76008;43739
2021-02-13;35658;15158
2021-02-14;14722;4869
2021-02-15;36536;11739
2021-02-16;72266;33860
2021-02-17;156086;85257
2021-02-18;175746;94581
2021-02-19;103295;50256
2021-02-20;36038;7699
2021-02-21;16048;3607
2021-02-22;43410;4118
2021-02-23;71915;20443
2021-02-24;161011;77006
2021-02-25;175105;90635
2021-02-26;103748;45627
2021-02-27;44751;11796
2021-02-28;17855;5645
2021-03-01;46196;5405
2021-03-02;82465;21761
2021-03-03;157050;68010
2021-03-04;174253;85950
2021-03-05;108956;44706
2021-03-06;49777;12056
2021-03-07;17987;5378
2021-03-08;34605;3677
2021-03-09;63991;8475
2021-03-10;143421;43034
2021-03-11;162968;68356
2021-03-12;95171;39491
2021-03-13;29762;6726
2021-03-14;11872;3030
2021-03-15;25810;3567
2021-03-16;47923;10721
2021-03-17;134109;43883
2021-03-18;155543;66653
2021-03-19;89440;38890
2021-03-20;29752;10268
2021-03-21;10648;3069
2021-03-22;51931;3977
2021-03-23;118081;19894
2021-03-24;192238;50132
2021-03-25;216565;71705
2021-03-26;162415;40644
2021-03-27;92172;15014
2021-03-28;35678;6913
2021-03-29;80280;9911
2021-03-30;117787;16126
2021-03-31;191025;20705
2021-04-01;205762;19557
2021-04-02;153289;11329
2021-04-03;36240;2757
2021-04-04;3320;343
2021-04-05;3862;527
2021-04-06;126204;8151
2021-04-07;221073;7360
2021-04-08;258509;5823
2021-04-09;220806;4709
2021-04-10;154431;4166
2021-04-11;44585;790
2021-04-12;106362;7036
2021-04-13;186842;23284
2021-04-14;254834;53885
2021-04-15;268120;59267
2021-04-16;201366;28315
2021-04-17;140710;11955
2021-04-18;39742;4029
2021-04-19;109452;13149
2021-04-20;203026;34344
2021-04-21;282838;74468
2021-04-22;306293;79433
2021-04-23;259994;46829
2021-04-24;205935;24537
2021-04-25;55959;9281
2021-04-26;139563;30821
2021-04-27;253796;58753
2021-04-28;345070;99399
2021-04-29;387915;109185
2021-04-30;357741;75058
2021-05-01;121613;15624
2021-05-02;59370;10198
2021-05-03;47119;5550
2021-05-04;233816;63272
2021-05-05;397438;122709
2021-05-06;422688;141923
2021-05-07;378124;124798
2021-05-08;257464;63607
2021-05-09;82258;14905
2021-05-10;187602;52537
2021-05-11;319881;109989
2021-05-12;433078;180973
2021-05-13;439723;193775
2021-05-14;371886;152438
2021-05-15;277668;110823
2021-05-16;90071;29732
2021-05-17;148833;50225
2021-05-18;330359;125833
2021-05-19;444502;185743
2021-05-20;443757;201121
2021-05-21;354746;155047
2021-05-22;239958;110653
2021-05-23;66919;34767
2021-05-24;135135;76835
2021-05-25;304693;158380
2021-05-26;394964;211760
2021-05-27;385152;231693
2021-05-28;346621;201216
2021-05-29;277449;151402
2021-05-30;89998;42518
2021-05-31;166152;97572
2021-06-01;455855;264889
2021-06-02;620834;381385
