wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;4;0;0;t00
dolnoœl¹skie;boles³awiecki;72858;54;33007;1;t0201
dolnoœl¹skie;dzier¿oniowski;68384;183;32185;77;t0202
dolnoœl¹skie;g³ogowski;64463;37;29414;11;t0203
dolnoœl¹skie;górowski;26722;0;12121;0;t0204
dolnoœl¹skie;jaworski;39084;5;17731;0;t0205
dolnoœl¹skie;jeleniogórski;51022;0;23740;0;t0206
dolnoœl¹skie;kamiennogórski;31547;55;14847;0;t0207
dolnoœl¹skie;k³odzki;128198;32;60202;4;t0208
dolnoœl¹skie;legnicki;44150;66;19738;22;t0209
dolnoœl¹skie;lubañski;29973;16;12721;0;t0210
dolnoœl¹skie;lubiñski;124610;45;59701;19;t0211
dolnoœl¹skie;lwówecki;41694;15;19367;2;t0212
dolnoœl¹skie;milicki;34323;18;16231;6;t0213
dolnoœl¹skie;oleœnicki;98077;327;44868;219;t0214
dolnoœl¹skie;o³awski;45405;0;21548;0;t0215
dolnoœl¹skie;polkowicki;41641;16;18254;1;t0216
dolnoœl¹skie;strzeliñski;37100;0;17360;0;t0217
dolnoœl¹skie;œredzki;21903;0;10423;0;t0218
dolnoœl¹skie;œwidnicki;101614;219;46903;95;t0219
dolnoœl¹skie;trzebnicki;59339;0;28569;0;t0220
dolnoœl¹skie;wa³brzyski;31346;0;14945;0;t0221
dolnoœl¹skie;wo³owski;42380;48;18965;43;t0222
dolnoœl¹skie;wroc³awski;103145;62;49235;37;t0223
dolnoœl¹skie;z¹bkowicki;55332;0;26012;0;t0224
dolnoœl¹skie;zgorzelecki;59518;40;27054;0;t0225
dolnoœl¹skie;z³otoryjski;34826;0;15634;0;t0226
dolnoœl¹skie;Jelenia Góra;89978;40;43394;28;t0261
dolnoœl¹skie;Legnica;89786;60;42408;2;t0262
dolnoœl¹skie;Wroc³aw;1049666;505;494093;159;t0264
dolnoœl¹skie;Wa³brzych;210898;133;98563;37;t0265
kujawsko-pomorskie;aleksandrowski;132489;24;63118;6;t0401
kujawsko-pomorskie;brodnicki;71954;4;33767;1;t0402
kujawsko-pomorskie;bydgoski;76970;44;36470;19;t0403
kujawsko-pomorskie;che³miñski;41819;1;19675;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;35707;0;16672;0;t0405
kujawsko-pomorskie;grudzi¹dzki;26335;9;11883;8;t0406
kujawsko-pomorskie;inowroc³awski;104447;58;49688;11;t0407
kujawsko-pomorskie;lipnowski;53246;0;24497;0;t0408
kujawsko-pomorskie;mogileñski;32343;22;15160;2;t0409
kujawsko-pomorskie;nakielski;84559;178;38117;84;t0410
kujawsko-pomorskie;radziejowski;44511;0;20837;0;t0411
kujawsko-pomorskie;rypiñski;35691;0;16794;0;t0412
kujawsko-pomorskie;sêpoleñski;48670;13;22534;0;t0413
kujawsko-pomorskie;œwiecki;78356;55;36058;35;t0414
kujawsko-pomorskie;toruñski;72038;110;31611;99;t0415
kujawsko-pomorskie;tucholski;39203;0;17976;0;t0416
kujawsko-pomorskie;w¹brzeski;28092;132;12764;56;t0417
kujawsko-pomorskie;w³oc³awski;65134;51;31092;30;t0418
kujawsko-pomorskie;¿niñski;52923;88;25124;82;t0419
kujawsko-pomorskie;Bydgoszcz;434049;314;203484;54;t0461
kujawsko-pomorskie;Grudzi¹dz;123784;36;57345;20;t0462
kujawsko-pomorskie;Toruñ;193134;313;89714;90;t0463
kujawsko-pomorskie;W³oc³awek;94199;77;42746;14;t0464
lubelskie;bialski;61648;0;28294;0;t0601
lubelskie;bi³gorajski;54149;0;25811;0;t0602
lubelskie;che³mski;36227;22;17111;11;t0603
lubelskie;hrubieszowski;44848;22;20628;0;t0604
lubelskie;janowski;30918;3;14444;1;t0605
lubelskie;krasnostawski;41252;48;19045;11;t0606
lubelskie;kraœnicki;66782;5;31607;2;t0607
lubelskie;lubartowski;55062;128;25892;90;t0608
lubelskie;lubelski;84366;90;38632;48;t0609
lubelskie;³êczyñski;40292;1;19324;0;t0610
lubelskie;³ukowski;56336;70;26472;37;t0611
lubelskie;opolski;45072;0;20776;0;t0612
lubelskie;parczewski;28191;0;13070;0;t0613
lubelskie;pu³awski;98024;33;46811;2;t0614
lubelskie;radzyñski;30759;0;14587;0;t0615
lubelskie;rycki;53711;0;25779;0;t0616
lubelskie;œwidnicki;46087;13;22124;3;t0617
lubelskie;tomaszowski;55902;92;25951;35;t0618
lubelskie;w³odawski;35015;0;16309;0;t0619
lubelskie;zamojski;48566;4;23535;0;t0620
lubelskie;Bia³a Podlaska;70202;24;33176;8;t0661
lubelskie;Che³m;63439;9;29058;0;t0662
lubelskie;Lublin;444228;134;204438;39;t0663
lubelskie;Zamoœæ;89589;2;42218;0;t0664
lubuskie;gorzowski;29357;24;13712;12;t0801
lubuskie;kroœnieñski;51155;82;24249;23;t0802
lubuskie;miêdzyrzecki;67071;107;31333;43;t0803
lubuskie;nowosolski;91800;110;41312;25;t0804
lubuskie;s³ubicki;38272;29;18266;20;t0805
