data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2165;0
2020-12-28;4376;0
2020-12-29;10003;0
2020-12-30;20293;0
2020-12-31;10575;0
2021-01-01;1346;2
2021-01-02;2225;0
2021-01-03;645;0
2021-01-04;40592;1
2021-01-05;55293;2
2021-01-06;18735;0
2021-01-07;30341;0
2021-01-08;11821;1
2021-01-09;2259;0
2021-01-10;993;2
2021-01-11;47606;3
2021-01-12;63412;0
2021-01-13;55099;1
2021-01-14;46572;1
2021-01-15;26252;1
2021-01-16;20978;17
2021-01-17;12073;433
2021-01-18;28370;2938
2021-01-19;49508;8115
2021-01-20;51237;14462
2021-01-21;53076;14769
2021-01-22;38228;5259
2021-01-23;16864;1362
2021-01-24;5355;557
2021-01-25;73202;29504
2021-01-26;132849;48350
2021-01-27;104708;26558
2021-01-28;89530;29466
2021-01-29;43723;16115
2021-01-30;16247;3120
2021-01-31;8684;1389
2021-02-01;57112;33346
2021-02-02;114694;57449
2021-02-03;121857;56019
2021-02-04;107331;51615
2021-02-05;52055;29640
2021-02-06;24660;15713
2021-02-07;16390;10179
2021-02-08;33085;11750
2021-02-09;89854;20201
2021-02-10;113371;44967
2021-02-11;111660;58816
2021-02-12;75808;43724
2021-02-13;35614;15253
2021-02-14;14706;4874
2021-02-15;36282;11725
2021-02-16;71777;33863
2021-02-17;154813;85547
2021-02-18;174518;94651
2021-02-19;103306;50362
2021-02-20;36037;7718
2021-02-21;16060;3612
2021-02-22;43445;4124
2021-02-23;71959;20562
2021-02-24;160940;77078
2021-02-25;174992;90723
2021-02-26;103720;45688
2021-02-27;44809;11921
2021-02-28;18065;5829
2021-03-01;46172;5413
2021-03-02;82507;21807
2021-03-03;156871;68057
2021-03-04;174022;85930
2021-03-05;108783;44691
2021-03-06;49867;12082
2021-03-07;18007;5391
2021-03-08;34595;3683
2021-03-09;63945;8429
2021-03-10;143529;43059
2021-03-11;162991;68403
2021-03-12;95154;39592
2021-03-13;29995;6735
2021-03-14;11882;3040
2021-03-15;25832;3567
2021-03-16;47926;10732
2021-03-17;134073;43895
2021-03-18;155409;66688
2021-03-19;89463;38956
2021-03-20;29780;10283
2021-03-21;10658;3079
2021-03-22;51959;3977
2021-03-23;118074;19952
2021-03-24;192184;50168
2021-03-25;216576;71790
2021-03-26;162336;40697
2021-03-27;92227;15027
2021-03-28;35747;6927
2021-03-29;80158;9877
2021-03-30;117685;16096
2021-03-31;191027;20714
2021-04-01;205384;19493
2021-04-02;153081;11298
2021-04-03;36402;2756
2021-04-04;3342;352
2021-04-05;3885;527
