wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;12;4;0;0;t0;8;0;0;0;4;4
dolnoœl¹skie;3770418;11843;1464900;1564;t02;1727805;1667;14554;19;563159;8593
kujawsko-pomorskie;2544575;9877;986121;1291;t04;1170151;1294;10347;10;377956;7282
lubelskie;2207219;6585;868818;1180;t06;1018264;1008;12140;33;307997;4364
lubuskie;1320778;4236;504885;642;t08;618314;585;4724;4;192855;3005
³ódzkie;3089234;8991;1216808;1210;t10;1409990;1273;16289;30;446147;6478
ma³opolskie;3938461;14519;1564407;1804;t12;1830003;2046;11333;28;532718;10641
mazowieckie;7480584;25456;2906441;2955;t14;3409555;3305;35184;47;1129404;19149
opolskie;1105900;3424;436355;523;t16;509062;477;3506;14;156977;2410
podkarpackie;1990856;5544;793805;1153;t18;937131;818;7002;20;252918;3553
podlaskie;1355305;3596;536451;595;t20;627440;411;4926;7;186488;2583
pomorskie;3114859;10676;1213911;1447;t22;1423598;1491;12610;15;464740;7723
œl¹skie;5576606;19734;2179916;2300;t24;2556496;2691;16795;29;823399;14714
œwiêtokrzyskie;1343933;3670;530790;609;t26;624986;366;5424;10;182733;2685
warmiñsko-mazurskie;1622917;4523;638747;794;t28;749007;664;9078;4;226085;3061
wielkopolskie;4495383;14914;1784395;2203;t30;2070272;1946;18120;10;622596;10755
zachodniopomorskie;2210633;7977;846534;1109;t32;1018098;1102;9609;13;336392;5753
ca³y kraj;47167673;155569;18473284;21379;t00;21700180;21144;191641;293;6802568;112753
