wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;12;0;1;0;t0;6;0;0;0;5;0
dolnoœl¹skie;3905544;19191;1484589;2989;t02;1746805;2241;14815;97;659335;13864
kujawsko-pomorskie;2641583;13059;1001273;2050;t04;1183356;1535;10748;125;446206;9349
lubelskie;2277766;10888;879995;1339;t06;1028046;1454;12252;18;357473;8077
lubuskie;1368636;6555;512749;1141;t08;625599;942;4845;6;225443;4466
³ódzkie;3199998;16199;1233156;2093;t10;1424858;1988;16679;174;525305;11944
ma³opolskie;4084180;19275;1587609;2727;t12;1849198;2138;11829;71;635544;14339
mazowieckie;7766776;37406;2954957;6479;t14;3450566;4480;35963;228;1325290;26219
opolskie;1147722;5777;443216;814;t16;514875;783;3786;92;185845;4088
podkarpackie;2051100;8395;804159;1223;t18;946338;1234;7219;94;293384;5844
podlaskie;1397121;5594;543644;888;t20;633691;737;5194;44;214592;3925
pomorskie;3228746;15512;1231552;2360;t22;1442336;2068;13088;76;541770;11008
œl¹skie;5783007;27299;2207608;3407;t24;2583626;3174;17638;85;974135;20633
œwiêtokrzyskie;1391272;7134;537428;868;t26;631435;912;5439;18;216970;5336
warmiñsko-mazurskie;1683077;8759;648327;1420;t28;758511;1200;9354;46;266885;6093
wielkopolskie;4678612;24215;1816296;3708;t30;2097860;2908;18138;27;746318;17572
zachodniopomorskie;2288276;10773;857886;1549;t32;1029357;1282;9784;79;391249;7863
ca³y kraj;48893428;236031;18744445;35055;t00;21946463;29076;196771;1280;8005749;170620
