wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;11;0;4;0;t0;7;0;0;0;0;0
dolnoœl¹skie;3512421;19593;1443203;1400;t02;1686159;2533;17113;224;365946;15436
kujawsko-pomorskie;2371855;12661;970068;845;t04;1140545;1599;11518;54;249724;10163
lubelskie;2072636;12729;850335;1768;t06;997013;1619;14562;166;210726;9176
lubuskie;1230353;6879;494911;592;t08;600689;1219;5193;28;129560;5040
³ódzkie;2887678;17298;1197628;1330;t10;1377163;2125;18499;124;294388;13719
ma³opolskie;3684956;20747;1538335;1786;t12;1784238;2759;12371;48;350012;16154
mazowieckie;6955564;36275;2857420;3231;t14;3310431;4605;40209;265;747504;28174
opolskie;1027316;5667;427651;554;t16;495769;810;3880;37;100016;4266
podkarpackie;1877883;9633;778478;1042;t18;916158;1569;8057;179;175190;6843
podlaskie;1271096;6960;524558;900;t20;613419;938;5284;29;127835;5093
pomorskie;2894286;17162;1194943;1264;t22;1383513;2257;13698;72;302132;13569
œl¹skie;5213036;28640;2148950;1925;t24;2498311;3159;19528;93;546247;23463
œwiêtokrzyskie;1258726;7031;521302;570;t26;611892;979;6494;126;119038;5356
warmiñsko-mazurskie;1510850;8015;626017;881;t28;728546;1060;9841;197;146446;5877
wielkopolskie;4190233;21956;1751396;1974;t30;2007864;3215;20468;158;410505;16609
zachodniopomorskie;2056607;12394;832184;1013;t32;992180;1502;10838;20;221405;9859
ca³y kraj;44015507;243640;18157383;21075;t00;21143897;31948;217553;1820;4496674;188797
