data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2164;0;2164;0;0
2020-12-28;4378;0;4378;0;0
2020-12-29;10020;0;10020;0;0
2020-12-30;20303;0;20303;0;0
2020-12-31;10602;0;10601;1;0
2021-01-01;1349;2;1347;0;0
2021-01-02;2259;0;2259;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40571;1;40570;0;0
2021-01-05;55278;1;55277;0;0
2021-01-06;18739;0;18739;0;0
2021-01-07;30329;0;30329;0;0
2021-01-08;11812;0;11812;0;0
2021-01-09;2261;0;2261;0;0
2021-01-10;992;2;990;0;0
2021-01-11;47580;3;47577;0;0
2021-01-12;63355;0;63355;0;0
2021-01-13;55119;1;55118;0;0
2021-01-14;46535;2;46533;0;0
2021-01-15;26241;1;26240;0;0
2021-01-16;20981;17;20964;0;0
2021-01-17;12070;435;11635;0;0
2021-01-18;28306;2948;25356;2;0
2021-01-19;49400;8126;41274;0;0
2021-01-20;51179;14489;36690;0;0
2021-01-21;52985;14801;38184;0;0
2021-01-22;38199;5265;32934;0;0
2021-01-23;16868;1362;15506;0;0
2021-01-24;5362;557;4805;0;0
2021-01-25;73280;29563;43717;0;0
2021-01-26;132900;48415;84484;1;0
2021-01-27;104778;26610;78168;0;0
2021-01-28;89527;29527;60000;0;0
2021-01-29;43731;16138;27593;0;0
2021-01-30;16264;3125;13139;0;0
2021-01-31;8686;1395;7291;0;0
2021-02-01;57129;33384;23745;0;0
2021-02-02;114703;57524;57179;0;0
2021-02-03;121842;56113;65729;0;0
2021-02-04;107322;51697;55625;0;0
2021-02-05;52095;29702;22393;0;0
2021-02-06;24693;15745;8948;0;0
2021-02-07;16394;10190;6204;0;0
2021-02-08;33116;11778;21338;0;0
2021-02-09;89785;20266;69518;1;0
2021-02-10;113413;45122;68291;0;0
2021-02-11;111901;59090;52811;0;0
2021-02-12;75878;43817;32061;0;0
2021-02-13;35671;15303;20368;0;0
2021-02-14;14723;4883;9840;0;0
2021-02-15;36347;11800;24547;0;0
2021-02-16;71850;34024;37826;0;0
2021-02-17;155183;85996;69185;2;0
2021-02-18;174857;95123;79734;0;0
2021-02-19;103315;50466;52849;0;0
2021-02-20;36015;7738;28277;0;0
2021-02-21;16062;3636;12426;0;0
