data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2182;0
2020-12-28;4283;0
2020-12-29;10077;1
2020-12-30;20282;0
2020-12-31;10022;1
2021-01-01;817;0
2021-01-02;1723;0
2021-01-03;378;1
2021-01-04;39798;3
2021-01-05;53921;1
2021-01-06;17670;1
2021-01-07;29649;2
2021-01-08;11171;0
2021-01-09;1639;0
2021-01-10;847;0
2021-01-11;47339;228
2021-01-12;62973;3
2021-01-13;54626;1
2021-01-14;46224;2
2021-01-15;25745;1
2021-01-16;20687;16
2021-01-17;11586;426
2021-01-18;27753;2900
2021-01-19;48661;8078
2021-01-20;49778;14232
2021-01-21;52473;14871
2021-01-22;37415;5198
2021-01-23;16426;1363
2021-01-24;5200;556
2021-01-25;71270;29336
2021-01-26;129060;47589
2021-01-27;101044;26086
2021-01-28;84315;28232
