data;liczba_szczepien_dziennie;dawka_2_dziennie
27.12.2020;2175;0
28.12.2020;4396;0
29.12.2020;10084;0
30.12.2020;20380;1
31.12.2020;10619;0
01.01.2021;1346;1
02.01.2021;2258;0
03.01.2021;653;0
04.01.2021;40647;1
05.01.2021;55416;2
06.01.2021;18792;0
07.01.2021;30417;0
08.01.2021;11838;0
09.01.2021;2254;0
10.01.2021;997;0
11.01.2021;47549;3
12.01.2021;63490;0
13.01.2021;55124;0
14.01.2021;46629;2
15.01.2021;26242;0
16.01.2021;21025;17
17.01.2021;12089;431
18.01.2021;28410;2934
19.01.2021;49421;8162
20.01.2021;50990;14373
21.01.2021;53183;14844
22.01.2021;38126;5251
23.01.2021;16687;1356
24.01.2021;5325;557
25.01.2021;73400;29513
26.01.2021;132459;48291
27.01.2021;103870;26600
28.01.2021;89167;29473
29.01.2021;43760;16144
30.01.2021;16258;3112
31.01.2021;8689;1387
01.02.2021;57136;33191
02.02.2021;114959;57586
03.02.2021;121834;55843
04.02.2021;107191;51450
05.02.2021;51984;29517
06.02.2021;24637;15707
07.02.2021;16451;10151
08.02.2021;33110;11762
09.02.2021;89866;20393
10.02.2021;113156;44601
11.02.2021;111997;58806
12.02.2021;75815;43363
13.02.2021;35630;15193
14.02.2021;14667;4858
15.02.2021;36294;11730
16.02.2021;71824;33547
17.02.2021;155239;84355
18.02.2021;174478;93357
19.02.2021;102408;49908
20.02.2021;35528;7683
21.02.2021;15915;3612
22.02.2021;43144;4101
23.02.2021;71318;20360
24.02.2021;159776;76606
25.02.2021;174011;90294
26.02.2021;102871;45149
27.02.2021;44543;11726
28.02.2021;17774;5629
01.03.2021;45962;5626
02.03.2021;81615;21567
03.03.2021;155452;67541
04.03.2021;172346;85519
05.03.2021;107644;44381
06.03.2021;48967;11935
07.03.2021;17830;5350
08.03.2021;34165;3647
09.03.2021;63114;8360
10.03.2021;141460;42617
11.03.2021;160415;67826
12.03.2021;90582;38218
