wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;78761;76;34407;13;t0201
dolnoœl¹skie;dzier¿oniowski;74790;69;33826;5;t0202
dolnoœl¹skie;g³ogowski;70934;51;31115;5;t0203
dolnoœl¹skie;górowski;28249;12;12541;4;t0204
dolnoœl¹skie;jaworski;41885;16;18321;0;t0205
dolnoœl¹skie;jeleniogórski;55114;93;24529;5;t0206
dolnoœl¹skie;kamiennogórski;34789;104;15711;23;t0207
dolnoœl¹skie;k³odzki;139966;140;62608;3;t0208
dolnoœl¹skie;legnicki;46731;17;20231;2;t0209
dolnoœl¹skie;lubañski;32778;68;13296;0;t0210
dolnoœl¹skie;lubiñski;133508;196;61569;6;t0211
dolnoœl¹skie;lwówecki;45131;12;20281;0;t0212
dolnoœl¹skie;milicki;37031;102;16918;3;t0213
dolnoœl¹skie;oleœnicki;108461;200;47880;7;t0214
dolnoœl¹skie;o³awski;48010;102;21834;1;t0215
dolnoœl¹skie;polkowicki;44190;0;19002;0;t0216
dolnoœl¹skie;strzeliñski;40036;9;18091;0;t0217
dolnoœl¹skie;œredzki;24185;19;10959;1;t0218
dolnoœl¹skie;œwidnicki;112337;101;49420;3;t0219
dolnoœl¹skie;trzebnicki;64143;19;29998;4;t0220
dolnoœl¹skie;wa³brzyski;34464;81;15760;2;t0221
dolnoœl¹skie;wo³owski;45513;30;19654;1;t0222
dolnoœl¹skie;wroc³awski;110580;142;50973;11;t0223
dolnoœl¹skie;z¹bkowicki;60693;139;27033;8;t0224
dolnoœl¹skie;zgorzelecki;64941;19;28341;3;t0225
dolnoœl¹skie;z³otoryjski;37463;56;16367;3;t0226
dolnoœl¹skie;Jelenia Góra;97890;191;45054;21;t0261
dolnoœl¹skie;Legnica;98019;292;44186;8;t0262
dolnoœl¹skie;Wroc³aw;1132544;1706;509347;179;t0264
dolnoœl¹skie;Wa³brzych;224819;467;101115;33;t0265
kujawsko-pomorskie;aleksandrowski;138462;74;64294;5;t0401
kujawsko-pomorskie;brodnicki;78243;119;35684;24;t0402
kujawsko-pomorskie;bydgoski;82344;45;38059;2;t0403
kujawsko-pomorskie;che³miñski;45215;43;20504;1;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;38414;22;17462;3;t0405
kujawsko-pomorskie;grudzi¹dzki;28220;7;12611;0;t0406
