wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;269;6;114;0;t00;135;5;0;0;20;1
dolnoœl¹skie;boles³awiecki;103066;527;36930;8;t0201;46405;87;136;0;19595;432
dolnoœl¹skie;dzier¿oniowski;99329;210;35981;45;t0202;41591;23;123;1;21634;141
dolnoœl¹skie;g³ogowski;99799;23;33653;0;t0203;41291;3;169;0;24686;20
dolnoœl¹skie;górowski;36492;156;13459;24;t0204;16234;16;61;0;6738;116
dolnoœl¹skie;jaworski;57100;28;19917;9;t0205;24846;3;38;0;12299;16
dolnoœl¹skie;jeleniogórski;69847;0;25728;0;t0206;31184;0;400;0;12535;0
dolnoœl¹skie;kamiennogórski;46542;0;16597;0;t0207;19180;0;102;0;10663;0
dolnoœl¹skie;k³odzki;181200;371;66042;16;t0208;76859;49;996;0;37303;306
dolnoœl¹skie;legnicki;61327;265;21487;40;t0209;27148;43;265;0;12427;182
dolnoœl¹skie;lubañski;44470;138;14222;0;t0210;19952;0;108;0;10188;138
dolnoœl¹skie;lubiñski;171394;96;65304;23;t0211;72929;4;973;0;32188;69
dolnoœl¹skie;lwówecki;60443;228;21988;34;t0212;26159;29;311;0;11985;165
dolnoœl¹skie;milicki;47683;151;18092;10;t0213;20631;20;117;10;8843;111
dolnoœl¹skie;oleœnicki;155780;995;53142;131;t0214;65671;119;453;2;36514;743
dolnoœl¹skie;o³awski;56305;13;22499;0;t0215;25683;3;98;0;8025;10
dolnoœl¹skie;polkowicki;59016;53;20533;15;t0216;26696;6;48;0;11739;32
dolnoœl¹skie;strzeliñski;51747;0;19285;0;t0217;22286;0;519;0;9657;0
dolnoœl¹skie;œredzki;36034;83;12125;0;t0218;14161;13;480;0;9268;70
dolnoœl¹skie;œwidnicki;154457;751;52985;103;t0219;63771;124;1078;10;36623;514
dolnoœl¹skie;trzebnicki;84864;384;32008;33;t0220;34779;37;404;0;17673;314
dolnoœl¹skie;wa³brzyski;43747;62;16478;14;t0221;18278;7;255;0;8736;41
dolnoœl¹skie;wo³owski;60522;13;21320;2;t0222;27526;1;304;0;11372;10
dolnoœl¹skie;wroc³awski;149744;910;54874;94;t0223;62622;171;1169;1;31079;644
dolnoœl¹skie;z¹bkowicki;77953;169;28477;11;t0224;33984;18;319;1;15173;139
dolnoœl¹skie;zgorzelecki;88960;133;30379;13;t0225;38376;14;216;0;19989;106
dolnoœl¹skie;z³otoryjski;50826;0;17634;0;t0226;21912;0;210;0;11070;0
dolnoœl¹skie;Jelenia Góra;129416;144;48125;13;t0261;53273;13;456;0;27562;118
dolnoœl¹skie;Legnica;129492;307;46899;37;t0262;55145;38;449;0;26999;232
dolnoœl¹skie;Wroc³aw;1448490;2310;537965;393;t0264;625065;311;4528;14;280932;1592
dolnoœl¹skie;Wa³brzych;268311;201;104482;41;t0265;121498;27;791;0;41540;133
kujawsko-pomorskie;aleksandrowski;156178;76;66080;1;t0401;72778;13;523;0;16797;62
kujawsko-pomorskie;brodnicki;101593;20;38334;0;t0402;44181;2;1277;0;17801;18
kujawsko-pomorskie;bydgoski;108523;393;40815;61;t0403;45837;59;389;2;21482;271
kujawsko-pomorskie;che³miñski;60363;60;22162;0;t0404;25233;3;44;0;12924;57
kujawsko-pomorskie;golubsko-dobrzyñski;46032;0;18178;0;t0405;20999;0;340;0;6515;0
kujawsko-pomorskie;grudzi¹dzki;35966;108;13417;3;t0406;16342;13;22;0;6185;92
kujawsko-pomorskie;inowroc³awski;143942;160;54190;19;t0407;61246;16;494;0;28012;125
kujawsko-pomorskie;lipnowski;73923;118;27743;10;t0408;32813;13;334;0;13033;95
kujawsko-pomorskie;mogileñski;51536;109;18172;11;t0409;21477;7;185;0;11702;91
kujawsko-pomorskie;nakielski;122094;885;42626;156;t0410;55182;99;508;0;23778;630
kujawsko-pomorskie;radziejowski;57385;389;22562;29;t0411;25609;62;644;0;8570;298
kujawsko-pomorskie;rypiñski;50970;75;18941;1;t0412;21828;3;89;0;10112;71
kujawsko-pomorskie;sêpoleñski;63942;0;24290;0;t0413;29448;0;120;0;10084;0
kujawsko-pomorskie;œwiecki;113572;446;40907;19;t0414;49242;34;394;0;23029;393
kujawsko-pomorskie;toruñski;93677;167;34549;8;t0415;43931;19;429;0;14768;140
kujawsko-pomorskie;tucholski;54167;442;20247;68;t0416;23861;64;198;1;9861;309
kujawsko-pomorskie;w¹brzeski;38461;48;14318;1;t0417;17461;28;207;19;6475;0
kujawsko-pomorskie;w³oc³awski;88426;268;34471;43;t0418;38256;22;273;1;15426;202
kujawsko-pomorskie;¿niñski;69230;759;27485;26;t0419;30631;62;538;1;10576;670
kujawsko-pomorskie;Bydgoszcz;633082;2050;223633;345;t0461;264422;240;1719;3;143308;1462
kujawsko-pomorskie;Grudzi¹dz;170609;88;63220;6;t0462;75531;8;602;0;31256;74
kujawsko-pomorskie;Toruñ;308854;1193;102854;340;t0463;124538;168;1118;0;80344;685
kujawsko-pomorskie;W³oc³awek;148201;227;48580;29;t0464;63140;26;1182;0;35299;172
lubelskie;bialski;87176;0;31951;0;t0601;38455;0;641;0;16129;0
lubelskie;bi³gorajski;78570;74;29326;4;t0602;33361;0;79;0;15804;70
lubelskie;che³mski;51302;18;19534;1;t0603;21820;0;321;0;9627;17
lubelskie;hrubieszowski;64590;0;23571;0;t0604;28148;0;1383;0;11488;0
lubelskie;janowski;42216;11;16528;3;t0605;18958;0;530;0;6200;8
lubelskie;krasnostawski;59809;9;21591;0;t0606;25463;0;555;0;12200;9
lubelskie;kraœnicki;94986;81;36213;11;t0607;40996;11;416;0;17361;59
