data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2177;0
2020-12-28;4397;0
2020-12-29;10098;0
2020-12-30;20447;1
2020-12-31;10621;0
2021-01-01;1346;2
2021-01-02;2260;0
2021-01-03;653;0
2021-01-04;40734;1
2021-01-05;55502;2
2021-01-06;18796;0
2021-01-07;30441;0
2021-01-08;11850;0
2021-01-09;2256;0
2021-01-10;997;0
2021-01-11;47690;3
2021-01-12;63547;0
2021-01-13;55153;0
2021-01-14;46657;1
2021-01-15;26297;0
2021-01-16;21043;18
2021-01-17;12096;419
2021-01-18;28485;2939
2021-01-19;49538;8163
2021-01-20;51143;14427
2021-01-21;53276;14850
2021-01-22;38302;5263
2021-01-23;16732;1358
2021-01-24;5327;557
2021-01-25;73658;29595
2021-01-26;132945;48353
2021-01-27;104365;26592
2021-01-28;89446;29475
2021-01-29;43908;16159
2021-01-30;16288;3114
2021-01-31;8690;1387
2021-02-01;57203;33302
2021-02-02;115342;57650
2021-02-03;122150;55869
2021-02-04;107474;51567
2021-02-05;52061;29557
2021-02-06;24703;15709
2021-02-07;16486;10166
2021-02-08;33181;11766
2021-02-09;90220;20425
2021-02-10;113593;44754
2021-02-11;112238;58954
2021-02-12;75965;43618
2021-02-13;35647;15151
2021-02-14;14723;4865
2021-02-15;36427;11766
2021-02-16;72072;33776
2021-02-17;155768;84805
2021-02-18;175163;93994
2021-02-19;102935;50103
2021-02-20;35726;7682
2021-02-21;15959;3613
2021-02-22;43233;4099
2021-02-23;71507;20367
2021-02-24;160455;76805
2021-02-25;174607;90474
2021-02-26;103379;45373
2021-02-27;44632;11759
2021-02-28;17803;5623
2021-03-01;46034;5624
2021-03-02;81940;21628
2021-03-03;156248;67696
2021-03-04;173306;85689
2021-03-05;108228;44532
2021-03-06;49142;12033
2021-03-07;17868;5350
2021-03-08;34296;3646
2021-03-09;63548;8398
2021-03-10;142307;42810
2021-03-11;161845;68182
2021-03-12;94206;39336
2021-03-13;29108;6719
2021-03-14;11783;3030
2021-03-15;25288;3572
2021-03-16;47492;10662
2021-03-17;133154;43633
2021-03-18;154188;66431
2021-03-19;88444;38563
2021-03-20;29411;10118
2021-03-21;10579;3055
2021-03-22;51142;3967
2021-03-23;116603;19706
2021-03-24;189030;49792
2021-03-25;212303;71030
2021-03-26;157508;40008
2021-03-27;88054;14639
2021-03-28;31713;6491
