wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;56934;0;22880;0;t0201
dolnoœl¹skie;dzier¿oniowski;52252;122;20933;87;t0202
dolnoœl¹skie;g³ogowski;47561;0;17923;0;t0203
dolnoœl¹skie;górowski;21232;687;8240;686;t0204
dolnoœl¹skie;jaworski;31846;0;12831;0;t0205
dolnoœl¹skie;jeleniogórski;41544;0;17715;0;t0206
dolnoœl¹skie;kamiennogórski;23897;0;9775;0;t0207
dolnoœl¹skie;k³odzki;98101;0;40773;0;t0208
dolnoœl¹skie;legnicki;32291;1;11779;1;t0209
dolnoœl¹skie;lubañski;20581;74;7763;0;t0210
dolnoœl¹skie;lubiñski;106154;0;47949;0;t0211
dolnoœl¹skie;lwówecki;30224;0;11644;0;t0212
dolnoœl¹skie;milicki;26150;0;10826;0;t0213
dolnoœl¹skie;oleœnicki;65367;420;23686;384;t0214
dolnoœl¹skie;o³awski;38515;0;16944;0;t0215
dolnoœl¹skie;polkowicki;33034;0;12529;0;t0216
dolnoœl¹skie;strzeliñski;28311;0;11367;0;t0217
dolnoœl¹skie;œredzki;17610;0;7636;0;t0218
dolnoœl¹skie;œwidnicki;74770;0;28467;0;t0219
dolnoœl¹skie;trzebnicki;46454;130;19129;12;t0220
dolnoœl¹skie;wa³brzyski;26810;0;11812;0;t0221
dolnoœl¹skie;wo³owski;33450;0;13670;0;t0222
dolnoœl¹skie;wroc³awski;80648;0;32343;0;t0223
dolnoœl¹skie;z¹bkowicki;43782;0;18481;0;t0224
dolnoœl¹skie;zgorzelecki;44241;4;18358;0;t0225
dolnoœl¹skie;z³otoryjski;27154;0;10791;0;t0226
dolnoœl¹skie;Jelenia Góra;69925;0;29139;0;t0261
dolnoœl¹skie;Legnica;71077;0;29715;0;t0262
dolnoœl¹skie;Wroc³aw;857504;2124;363373;1381;t0264
dolnoœl¹skie;Wa³brzych;178320;527;77488;316;t0265
kujawsko-pomorskie;aleksandrowski;114781;21;51874;0;t0401
kujawsko-pomorskie;brodnicki;51651;52;19888;23;t0402
kujawsko-pomorskie;bydgoski;58678;0;22971;0;t0403
kujawsko-pomorskie;che³miñski;30496;0;12046;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;25997;0;9554;0;t0405
kujawsko-pomorskie;grudzi¹dzki;18842;0;6965;0;t0406
kujawsko-pomorskie;inowroc³awski;85866;33;36584;26;t0407
kujawsko-pomorskie;lipnowski;40086;0;16197;0;t0408
kujawsko-pomorskie;mogileñski;20320;0;7546;0;t0409
kujawsko-pomorskie;nakielski;60263;733;22408;687;t0410
kujawsko-pomorskie;radziejowski;34542;0;13284;0;t0411
kujawsko-pomorskie;rypiñski;25540;0;9765;0;t0412
kujawsko-pomorskie;sêpoleñski;38415;0;15922;0;t0413
kujawsko-pomorskie;œwiecki;57196;43;22553;43;t0414
kujawsko-pomorskie;toruñski;54245;0;19223;0;t0415
kujawsko-pomorskie;tucholski;28625;0;10673;0;t0416
kujawsko-pomorskie;w¹brzeski;20558;359;7929;326;t0417
kujawsko-pomorskie;w³oc³awski;47528;0;18750;0;t0418
kujawsko-pomorskie;¿niñski;38542;0;14413;0;t0419
kujawsko-pomorskie;Bydgoszcz;339793;1090;138560;684;t0461
kujawsko-pomorskie;Grudzi¹dz;95236;0;37870;0;t0462
kujawsko-pomorskie;Toruñ;139054;387;52857;27;t0463
kujawsko-pomorskie;W³oc³awek;68767;465;25942;243;t0464
lubelskie;bialski;48494;58;19813;58;t0601
lubelskie;bi³gorajski;42192;0;17912;0;t0602
lubelskie;che³mski;28101;49;11245;0;t0603
lubelskie;hrubieszowski;33929;0;13672;0;t0604
lubelskie;janowski;23097;0;9473;0;t0605
lubelskie;krasnostawski;33283;1;13930;1;t0606
lubelskie;kraœnicki;55314;0;24202;0;t0607
lubelskie;lubartowski;43664;101;18014;85;t0608
lubelskie;lubelski;67515;0;28283;0;t0609
lubelskie;³êczyñski;32719;0;13908;0;t0610
lubelskie;³ukowski;42854;141;18122;78;t0611
lubelskie;opolski;34663;47;14357;28;t0612
lubelskie;parczewski;23254;0;9983;0;t0613
lubelskie;pu³awski;77204;42;32772;42;t0614
lubelskie;radzyñski;23632;0;9713;0;t0615
lubelskie;rycki;42973;0;18217;0;t0616
lubelskie;œwidnicki;35642;105;15284;102;t0617
lubelskie;tomaszowski;43598;28;18466;6;t0618
lubelskie;w³odawski;29341;0;12592;0;t0619
lubelskie;zamojski;38336;0;16516;0;t0620
lubelskie;Bia³a Podlaska;56457;0;24486;0;t0661
lubelskie;Che³m;49030;96;20372;66;t0662
lubelskie;Lublin;364803;485;159192;368;t0663
lubelskie;Zamoœæ;72277;50;31444;0;t0664
lubuskie;gorzowski;23585;0;9805;0;t0801
lubuskie;kroœnieñski;40703;0;17417;0;t0802
lubuskie;miêdzyrzecki;54815;1;23448;1;t0803
lubuskie;nowosolski;71391;187;30227;16;t0804
lubuskie;s³ubicki;28849;0;11391;0;t0805
lubuskie;strzelecko-drezdenecki;38704;92;16089;89;t0806
lubuskie;sulêciñski;21203;232;8281;189;t0807
lubuskie;œwiebodziñski;45265;375;18807;366;t0808
lubuskie;zielonogórski;71503;0;30045;0;t0809
lubuskie;¿agañski;54392;0;22773;0;t0810
lubuskie;¿arski;82206;651;35940;651;t0811
lubuskie;wschowski;19257;72;7731;1;t0812
lubuskie;Gorzów Wielkopolski;114028;380;49781;255;t0861
lubuskie;Zielona Góra;120657;69;51425;21;t0862
³ódzkie;be³chatowski;53575;140;21041;140;t1001
³ódzkie;kutnowski;66463;0;27086;0;t1002
³ódzkie;³aski;26454;80;10524;58;t1003
³ódzkie;³êczycki;37757;165;15027;4;t1004
³ódzkie;³owicki;74497;0;32603;0;t1005
³ódzkie;³ódzki wschodni;28191;0;10630;0;t1006
³ódzkie;opoczyñski;44083;39;17729;7;t1007
³ódzkie;pabianicki;82284;79;33233;68;t1008
³ódzkie;pajêczañski;24876;0;10422;0;t1009
³ódzkie;piotrkowski;36042;61;13585;3;t1010
³ódzkie;poddêbicki;28928;1;11813;0;t1011
³ódzkie;radomszczañski;65230;87;27173;2;t1012
³ódzkie;rawski;21422;0;8401;0;t1013
³ódzkie;sieradzki;73823;259;29096;181;t1014
³ódzkie;skierniewicki;18549;212;7701;174;t1015
³ódzkie;tomaszowski;81406;0;34523;0;t1016
³ódzkie;wieluñski;72214;0;31369;0;t1017
³ódzkie;wieruszowski;25417;319;10291;319;t1018
³ódzkie;zduñskowolski;35842;0;13421;0;t1019
³ódzkie;zgierski;101281;0;41103;0;t1020
³ódzkie;brzeziñski;27406;116;11606;82;t1021
³ódzkie;£ódŸ;740788;1736;317161;900;t1061
³ódzkie;Piotrków Trybunalski;58084;0;23036;0;t1062
³ódzkie;Skierniewice;57592;0;24273;0;t1063
ma³opolskie;bocheñski;55613;119;20534;27;t1201
ma³opolskie;brzeski;47834;0;18427;0;t1202
ma³opolskie;chrzanowski;85881;0;33494;0;t1203
ma³opolskie;d¹browski;31169;0;12670;0;t1204
ma³opolskie;gorlicki;66602;0;28856;0;t1205
ma³opolskie;krakowski;114762;576;44646;481;t1206
ma³opolskie;limanowski;64788;0;26270;0;t1207
ma³opolskie;miechowski;48567;0;20265;0;t1208
ma³opolskie;myœlenicki;71797;65;27454;45;t1209
ma³opolskie;nowos¹decki;97082;221;37831;215;t1210
ma³opolskie;nowotarski;97432;52;38860;16;t1211
ma³opolskie;olkuski;87349;139;35764;122;t1212
ma³opolskie;oœwiêcimski;83525;35;29952;6;t1213
ma³opolskie;proszowicki;32848;0;13884;0;t1214
ma³opolskie;suski;49799;0;19645;0;t1215
ma³opolskie;tarnowski;72489;194;29482;184;t1216
ma³opolskie;tatrzañski;26469;0;11024;0;t1217
ma³opolskie;wadowicki;83557;0;31390;0;t1218
ma³opolskie;wielicki;76777;395;27727;344;t1219
ma³opolskie;Kraków;933288;2485;382912;1387;t1261
ma³opolskie;Nowy S¹cz;46378;0;18000;0;t1262
ma³opolskie;Tarnów;81180;148;32540;23;t1263
mazowieckie;bia³obrzeski;26830;124;10935;124;t1401
mazowieckie;ciechanowski;60240;0;25028;0;t1402
mazowieckie;garwoliñski;59534;0;22816;0;t1403
mazowieckie;gostyniñski;20979;0;8472;0;t1404
mazowieckie;grodziski;72228;91;28537;1;t1405
mazowieckie;grójecki;80076;0;32815;0;t1406
mazowieckie;kozienicki;31551;93;12625;0;t1407
mazowieckie;legionowski;54791;143;19195;58;t1408
mazowieckie;lipski;19920;0;8373;0;t1409
mazowieckie;³osicki;13902;0;5833;0;t1410
mazowieckie;makowski;31233;0;12948;0;t1411
mazowieckie;miñski;96497;303;36866;227;t1412
mazowieckie;m³awski;41471;0;16140;0;t1413
mazowieckie;nowodworski;82007;270;34427;23;t1414
mazowieckie;ostro³êcki;38680;0;16026;0;t1415
mazowieckie;ostrowski;38161;0;16402;0;t1416
mazowieckie;otwocki;66926;0;26564;0;t1417
mazowieckie;piaseczyñski;187432;279;75094;226;t1418
mazowieckie;p³ocki;60252;172;22921;73;t1419
mazowieckie;p³oñski;61430;0;24608;0;t1420
mazowieckie;pruszkowski;96285;729;36903;618;t1421
mazowieckie;przasnyski;39347;31;16856;0;t1422
mazowieckie;przysuski;19994;0;8248;0;t1423
mazowieckie;pu³tuski;34368;0;13897;0;t1424
mazowieckie;radomski;46452;0;18633;0;t1425
mazowieckie;siedlecki;24148;0;10313;0;t1426
mazowieckie;sierpecki;32140;0;12785;0;t1427
mazowieckie;sochaczewski;63520;30;25526;4;t1428
mazowieckie;soko³owski;33511;176;14171;54;t1429
mazowieckie;szyd³owiecki;13492;60;5391;8;t1430
mazowieckie;warszawski zachodni;89694;111;36339;58;t1432
mazowieckie;wêgrowski;33153;0;13199;0;t1433
mazowieckie;wo³omiñski;148428;7;57025;0;t1434
