wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;33;0;15;0;t0;12;0;0;0;6;0
dolnoœl¹skie;4319234;1037;1555211;162;t02;1797650;97;16838;6;949535;772
kujawsko-pomorskie;2923104;608;1051409;102;t04;1218880;49;12000;9;640815;448
lubelskie;2483821;429;914668;58;t06;1053844;59;13430;3;501879;309
lubuskie;1504751;339;538254;88;t08;644569;64;5369;0;316559;187
³ódzkie;3519604;661;1289520;142;t10;1464800;70;18660;5;746624;444
ma³opolskie;4506673;1096;1658636;184;t12;1897785;104;14042;12;936210;796
mazowieckie;8564340;2373;3100300;342;t14;3552171;384;40345;6;1871524;1641
opolskie;1259279;218;463681;36;t16;529366;19;5017;0;261215;163
podkarpackie;2210468;348;833230;73;t18;968671;40;8377;0;400190;235
podlaskie;1511201;314;564053;65;t20;650341;37;6055;6;290752;206
pomorskie;3582639;991;1297417;194;t22;1490382;102;14783;4;780057;691
œl¹skie;6368779;1580;2305499;299;t24;2654696;140;20496;18;1388088;1123
œwiêtokrzyskie;1531592;303;560557;62;t26;649639;32;6243;9;315153;200
warmiñsko-mazurskie;1879291;343;682925;96;t28;785479;33;10468;1;400419;213
wielkopolskie;5231080;964;1916388;194;t30;2168688;100;20140;5;1125864;665
zachodniopomorskie;2512474;571;897023;118;t32;1058445;64;10549;6;546457;383
ca³y kraj;53908363;12175;19628786;2215;t00;22585418;1394;222812;90;11471347;8476
