data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2159;0;2159;0;0
2020-12-28;4366;0;4366;0;0
2020-12-29;10004;0;10004;0;0
2020-12-30;20272;0;20272;0;0
2020-12-31;10592;0;10591;1;0
2021-01-01;1348;2;1346;0;0
2021-01-02;2258;0;2258;0;0
2021-01-03;639;0;639;0;0
2021-01-04;40500;1;40499;0;0
2021-01-05;55241;1;55240;0;0
2021-01-06;18720;0;18720;0;0
2021-01-07;30294;0;30294;0;0
2021-01-08;11800;0;11800;0;0
2021-01-09;2256;0;2256;0;0
2021-01-10;991;2;989;0;0
2021-01-11;47523;3;47520;0;0
2021-01-12;63277;0;63277;0;0
2021-01-13;55068;1;55067;0;0
2021-01-14;46495;2;46493;0;0
2021-01-15;26203;1;26202;0;0
2021-01-16;20949;17;20932;0;0
2021-01-17;12044;435;11609;0;0
2021-01-18;28288;2945;25341;2;0
2021-01-19;49396;8124;41272;0;0
2021-01-20;51180;14479;36701;0;0
2021-01-21;52953;14796;38157;0;0
2021-01-22;38173;5263;32910;0;0
2021-01-23;16850;1362;15488;0;0
2021-01-24;5354;557;4797;0;0
2021-01-25;73227;29550;43677;0;0
2021-01-26;132748;48398;84349;1;0
2021-01-27;104641;26594;78047;0;0
2021-01-28;89447;29515;59932;0;0
2021-01-29;43711;16137;27574;0;0
2021-01-30;16252;3126;13126;0;0
2021-01-31;8682;1394;7288;0;0
2021-02-01;57121;33376;23745;0;0
2021-02-02;114631;57506;57125;0;0
2021-02-03;121713;56089;65624;0;0
2021-02-04;107234;51672;55562;0;0
2021-02-05;52061;29682;22379;0;0
2021-02-06;24663;15731;8932;0;0
2021-02-07;16388;10188;6200;0;0
2021-02-08;33079;11768;21311;0;0
2021-02-09;89708;20253;69454;1;0
2021-02-10;113314;45103;68211;0;0
2021-02-11;111820;59061;52759;0;0
2021-02-12;75826;43795;32031;0;0
2021-02-13;35644;15300;20344;0;0
2021-02-14;14709;4881;9828;0;0
2021-02-15;36299;11792;24507;0;0
2021-02-16;71772;33982;37790;0;0
2021-02-17;155030;85891;69137;2;0
2021-02-18;174673;95027;79646;0;0
2021-02-19;103263;50438;52825;0;0
2021-02-20;36011;7736;28275;0;0
2021-02-21;16051;3627;12424;0;0
2021-02-22;43408;4150;39258;0;0
2021-02-23;71900;20595;51305;0;0
2021-02-24;160911;77200;83710;0;1
2021-02-25;175002;90858;84144;0;0
2021-02-26;103672;45757;57915;0;0
2021-02-27;44783;11939;32844;0;0
2021-02-28;18066;5840;12226;0;0
2021-03-01;46136;5429;40707;0;0
2021-03-02;82464;21834;60630;0;0
2021-03-03;156779;68147;88630;2;0
2021-03-04;174013;86057;87956;0;0
2021-03-05;108778;44775;64002;1;0
2021-03-06;49848;12098;37750;0;0
2021-03-07;18003;5397;12606;0;0
2021-03-08;34582;3687;30895;0;0
2021-03-09;63862;8445;55417;0;0
2021-03-10;143326;43134;100192;0;0
2021-03-11;162865;68482;94382;1;0
2021-03-12;95104;39658;55446;0;0
2021-03-13;29958;6746;23212;0;0
2021-03-14;11866;3044;8822;0;0
2021-03-15;25799;3559;22240;0;0
2021-03-16;47859;10749;37110;0;0
2021-03-17;133948;43967;89981;0;0
2021-03-18;155306;66793;88513;0;0
2021-03-19;89465;39044;50420;1;0
2021-03-20;29769;10301;19468;0;0
2021-03-21;10648;3082;7566;0;0
2021-03-22;51947;3984;47962;1;0
2021-03-23;118023;20005;98018;0;0
2021-03-24;192028;50252;141776;0;0
2021-03-25;216515;71949;144566;0;0
2021-03-26;162348;40797;121551;0;0
2021-03-27;92191;15052;77139;0;0
2021-03-28;35738;6937;28801;0;0
2021-03-29;80148;9893;70255;0;0
2021-03-30;117648;16139;101509;0;0
2021-03-31;190917;20793;170124;0;0
2021-04-01;205312;19553;185759;0;0
2021-04-02;153156;11327;141829;0;0
2021-04-03;36389;2765;33624;0;0
2021-04-04;3340;353;2987;0;0
2021-04-05;3891;531;3360;0;0
2021-04-06;126206;8161;118045;0;0
2021-04-07;220707;7395;213312;0;0
2021-04-08;258560;5863;252697;0;0
2021-04-09;220778;4715;216063;0;0
2021-04-10;154603;4201;150402;0;0
2021-04-11;44777;789;43988;0;0
2021-04-12;106541;7037;99504;0;0
2021-04-13;186997;23409;163588;0;0
2021-04-14;254996;53974;201022;0;0
2021-04-15;268229;59399;208829;0;1
2021-04-16;201470;28331;173139;0;0
2021-04-17;140826;11986;128840;0;0
2021-04-18;39812;4041;35771;0;0
2021-04-19;109518;13104;96414;0;0
2021-04-20;203259;34341;168918;0;0
2021-04-21;283355;74654;208701;0;0
2021-04-22;306681;79605;227076;0;0
2021-04-23;260315;46910;213405;0;0
2021-04-24;206144;24543;181601;0;0
2021-04-25;56095;9294;46801;0;0
2021-04-26;139828;30928;108900;0;0
2021-04-27;254164;58838;195326;0;0
2021-04-28;345624;99597;246026;1;0
2021-04-29;388466;109119;279347;0;0
2021-04-30;358238;75208;283030;0;0
2021-05-01;121964;15599;106364;1;0
2021-05-02;59473;10199;49274;0;0
2021-05-03;47140;5550;41590;0;0
2021-05-04;234740;63319;171421;0;0
2021-05-05;399525;122906;276619;0;0
2021-05-06;424600;142075;282525;0;0
2021-05-07;379593;124931;254662;0;0
2021-05-08;258778;63709;195069;0;0
2021-05-09;82468;14865;67603;0;0
2021-05-10;188774;52607;136167;0;0
2021-05-11;321356;109845;211511;0;0
2021-05-12;434741;181172;253569;0;0
2021-05-13;442086;193944;248142;0;0
2021-05-14;373972;152477;221495;0;0
2021-05-15;278080;110716;167364;0;0
2021-05-16;90353;29680;60673;0;0
2021-05-17;149254;50275;98979;0;0
2021-05-18;331486;125902;205584;0;0
2021-05-19;446356;186039;260317;0;0
2021-05-20;445709;201268;244441;0;0
2021-05-21;357068;155385;201683;0;0
2021-05-22;241296;111137;130159;0;0
2021-05-23;68118;35631;32487;0;0
2021-05-24;135648;76911;58737;0;0
2021-05-25;306210;158330;147880;0;0
2021-05-26;397510;212354;185156;0;0
2021-05-27;387198;232285;154913;0;0
2021-05-28;349939;202461;147478;0;0
2021-05-29;278724;151961;126763;0;0
2021-05-30;91916;44187;47729;0;0
2021-05-31;167749;98601;69148;0;0
2021-06-01;467036;270516;196520;0;0
2021-06-02;652697;401526;251171;0;0
2021-06-03;141176;64699;76477;0;0
2021-06-04;431306;257179;174127;0;0
2021-06-05;271990;120513;151477;0;0
2021-06-06;99125;41015;58110;0;0
2021-06-07;203356;127773;75583;0;0
2021-06-08;401360;243108;158252;0;0
2021-06-09;507794;303252;204542;0;0
2021-06-10;485326;298111;187215;0;0
2021-06-11;425840;266661;159179;0;0
2021-06-12;318874;182341;136533;0;0
2021-06-13;102753;58875;43878;0;0
2021-06-14;214204;168545;45659;0;0
2021-06-15;375450;264606;110844;0;0
2021-06-16;434204;280878;153326;0;0
2021-06-17;403026;272727;130299;0;0
2021-06-18;326474;220873;105601;0;0
2021-06-19;220713;135880;84833;0;0
2021-06-20;66558;43805;22753;0;0
2021-06-21;168936;137654;31282;0;0
2021-06-22;341931;262473;79458;0;0
2021-06-23;400881;291820;109061;0;0
2021-06-24;381463;283281;98182;0;0
2021-06-25;310088;233950;76138;0;0
2021-06-26;203348;134408;68940;0;0
2021-06-27;61042;42214;18828;0;0
2021-06-28;146502;115165;31337;0;0
2021-06-29;288785;217854;70931;0;0
2021-06-30;357537;254899;102638;0;0
2021-07-01;299904;220299;79605;0;0
2021-07-02;243973;175464;68509;0;0
2021-07-03;172742;119379;53362;1;0
2021-07-04;50614;34025;16589;0;0
2021-07-05;118886;86727;32159;0;0
2021-07-06;251342;207678;43664;0;0
2021-07-07;341701;283395;58306;0;0
2021-07-08;264165;203182;60983;0;0
2021-07-09;256375;197485;58890;0;0
2021-07-10;209898;167629;42269;0;0
2021-07-11;63071;48725;14346;0;0
2021-07-12;115347;82476;32871;0;0
2021-07-13;216763;172802;43961;0;0
2021-07-14;286750;227163;59587;0;0
2021-07-15;257624;195296;62328;0;0
2021-07-16;209930;150645;59284;1;0
2021-07-17;157793;114029;43764;0;0
2021-07-18;41840;25861;15979;0;0
2021-07-19;84026;50892;33134;0;0
2021-07-20;164648;118467;46181;0;0
2021-07-21;210380;156637;53743;0;0
2021-07-22;179930;126418;53512;0;0
2021-07-23;156596;102403;54193;0;0
2021-07-24;97926;61523;36403;0;0
2021-07-25;29682;14231;15451;0;0
2021-07-26;72394;41842;30551;1;0
2021-07-27;115136;71321;43814;1;0
2021-07-28;141718;87958;53760;0;0
2021-07-29;134435;82769;51665;0;1
2021-07-30;120660;70052;50608;0;0
2021-07-31;78702;40860;37842;0;0
2021-08-01;31270;7836;23434;0;0
2021-08-02;52818;25452;27365;1;0
2021-08-03;82909;43302;39607;0;0
2021-08-04;109333;61324;48009;0;0
2021-08-05;110264;60923;49341;0;0
2021-08-06;104027;54013;50014;0;0
2021-08-07;60619;27961;32658;0;0
2021-08-08;19007;5367;13640;0;0
2021-08-09;46870;21365;25505;0;0
2021-08-10;69506;33442;36064;0;0
2021-08-11;81997;40150;41847;0;0
2021-08-12;81092;40325;40767;0;0
2021-08-13;79854;41140;38712;2;0
2021-08-14;44019;17956;26062;0;1
2021-08-15;27884;4171;23713;0;0
2021-08-16;42506;21550;20956;0;0
2021-08-17;59336;30169;29167;0;0
2021-08-18;75415;38218;37196;1;0
2021-08-19;72076;38742;33333;0;1
2021-08-20;74429;39030;35398;1;0
2021-08-21;42839;19393;23446;0;0
2021-08-22;19475;4085;15390;0;0
2021-08-23;37332;18488;18843;0;1
2021-08-24;53483;27389;26093;1;0
2021-08-25;67069;34099;32970;0;0
2021-08-26;68009;35864;32145;0;0
2021-08-27;72986;38093;34893;0;0
2021-08-28;44890;18803;26087;0;0
2021-08-29;22483;4233;18250;0;0
2021-08-30;37927;18503;19424;0;0
2021-08-31;51727;27159;24568;0;0
2021-09-01;48983;26346;22566;66;5
2021-09-02;54039;28909;24716;398;16
2021-09-03;59165;29238;29355;562;10
2021-09-04;32491;13453;18898;138;2
2021-09-05;14344;2757;11515;69;3
2021-09-06;26461;12346;13729;377;9
2021-09-07;36901;17538;18657;681;25
2021-09-08;44644;21975;21946;690;33
2021-09-09;45569;22841;21906;797;25
2021-09-10;50624;24241;25558;809;16
2021-09-11;27234;10608;16355;269;2
2021-09-12;11653;2209;9404;38;2
2021-09-13;23370;10141;12103;1106;20
2021-09-14;32916;14709;16924;1258;25
2021-09-15;41168;19185;20839;1107;37
2021-09-16;43235;19835;22164;1184;52
2021-09-17;51410;22808;27479;1083;40
2021-09-18;26234;9590;16297;335;12
2021-09-19;10053;2282;7700;68;3
2021-09-20;23891;10453;12521;890;27
2021-09-21;34814;15061;18455;1229;69
2021-09-22;40048;16436;21645;1827;140
2021-09-23;42736;16868;21355;2485;2028
2021-09-24;64532;20582;25251;5018;13681
2021-09-25;33582;8973;14838;2208;7563
2021-09-26;12390;1857;7855;444;2234
2021-09-27;47482;9184;12646;5231;20421
2021-09-28;62291;12546;14657;6383;28705
2021-09-29;78071;15818;19018;7882;35353
2021-09-30;82828;17686;18595;9029;37518
2021-10-01;85257;17801;20933;7530;38993
2021-10-02;32647;7202;10560;2152;12733
2021-10-03;6929;1307;2969;335;2318
2021-10-04;43949;7366;10369;3646;22568
2021-10-05;62557;11015;13313;5791;32438
2021-10-06;76758;13356;15439;7520;40443
2021-10-07;82369;16011;16502;8230;41626
2021-10-08;86619;19435;21041;6861;39282
2021-10-09;33023;7248;10241;2067;13467
2021-10-10;6042;1269;2580;398;1795
2021-10-11;38245;7233;9589;2895;18528
2021-10-12;57777;11417;12480;5251;28629
2021-10-13;66125;13797;14167;6565;31596
2021-10-14;68124;14047;15667;6389;32021
2021-10-15;73978;17042;19148;5934;31854
2021-10-16;28499;6247;9948;1912;10392
2021-10-17;4397;930;2374;141;952
2021-10-18;35065;7415;9889;2432;15329
2021-10-19;50692;9277;12861;4539;24015
2021-10-20;68199;11840;15127;6046;35186
2021-10-21;71537;12400;15870;6810;36457
2021-10-22;80850;15091;22200;6251;37308
2021-10-23;32627;6086;12067;1843;12631
2021-10-24;5527;954;2827;200;1546
2021-10-25;40619;6329;12512;2736;19042
2021-10-26;57740;8482;15597;4968;28693
2021-10-27;73580;10405;19318;6569;37288
2021-10-28;77539;11854;21188;6593;37904
2021-10-29;80221;14543;26976;4871;33831
2021-10-30;27281;5057;12976;1167;8081
2021-10-31;3935;540;2319;157;919
2021-11-01;779;71;504;49;155
2021-11-02;54616;8070;15904;2685;27957
2021-11-03;86824;9862;19815;6197;50950
2021-11-04;93335;10634;21566;7121;54014
2021-11-05;111172;13529;29544;6877;61222
2021-11-06;52092;5913;17091;3991;25097
2021-11-07;6432;734;3062;131;2505
2021-11-08;58894;5355;16472;3538;33529
2021-11-09;89768;7960;21543;5741;54524
2021-11-10;124286;10897;31216;7853;74320
2021-11-11;8082;323;3483;305;3971
2021-11-12;99068;12633;28669;4592;53174
2021-11-13;41990;4655;14281;1446;21608
2021-11-14;6604;737;2632;75;3160
2021-11-15;68297;8101;16511;2567;41118
2021-11-16;104346;9957;21185;4656;68548
2021-11-17;126561;11679;24721;6406;83755
2021-11-18;129420;13121;26131;5325;84843
2021-11-19;154320;16231;36063;5039;96987
2021-11-20;84082;7154;22887;1828;52213
2021-11-21;12019;857;4204;92;6866
2021-11-22;96657;3175;19677;1493;72312
2021-11-23;138076;8019;26066;2708;101283
2021-11-24;163580;10589;29044;3730;120217
