wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;12;0;4;0;t0;8;0;0;0;0;0
dolnoœl¹skie;3437031;12073;1438690;531;t02;1677053;1399;17485;56;303803;10087
kujawsko-pomorskie;2318281;9843;967025;411;t04;1134182;1214;12340;42;204734;8176
lubelskie;2023855;7025;844696;704;t06;990803;927;14996;116;173360;5278
lubuskie;1202367;4440;493011;224;t08;596177;846;5268;5;107911;3365
³ódzkie;2820882;10331;1193319;435;t10;1369412;1294;19251;43;238900;8559
ma³opolskie;3612742;12882;1533459;618;t12;1774935;1537;13257;27;291091;10700
mazowieckie;6805751;25982;2845942;1504;t14;3292867;2980;41526;76;625416;21422
opolskie;1003816;3523;426050;146;t16;492576;449;4189;25;81001;2903
podkarpackie;1838420;6288;775207;387;t18;909960;1067;8289;60;144964;4774
podlaskie;1243082;4816;521731;373;t20;609143;788;5682;43;106526;3612
pomorskie;2831486;10995;1190996;553;t22;1375690;1496;14262;36;250538;8910
œl¹skie;5099213;19714;2142701;821;t24;2486068;1988;20610;125;449834;16780
œwiêtokrzyskie;1230856;4214;519190;172;t26;608384;541;6551;42;96731;3459
warmiñsko-mazurskie;1475686;4332;623024;253;t28;723511;663;9732;27;119419;3389
wielkopolskie;4101257;14113;1745017;641;t30;1995110;1901;21847;22;339283;11549
zachodniopomorskie;2010126;9371;828978;434;t32;986261;1144;10878;37;184009;7756
ca³y kraj;43054863;159942;18089040;8207;t00;21022140;20234;226163;782;3717520;130719
