wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;79989;219;34563;28;t0201
dolnoœl¹skie;dzier¿oniowski;76343;338;34000;52;t0202
dolnoœl¹skie;g³ogowski;72643;421;31276;47;t0203
dolnoœl¹skie;górowski;28531;14;12572;0;t0204
dolnoœl¹skie;jaworski;42754;227;18411;19;t0205
dolnoœl¹skie;jeleniogórski;55928;159;24600;21;t0206
dolnoœl¹skie;kamiennogórski;35471;166;15769;10;t0207
dolnoœl¹skie;k³odzki;142637;435;62856;35;t0208
dolnoœl¹skie;legnicki;47042;54;20265;6;t0209
dolnoœl¹skie;lubañski;33568;153;13360;14;t0210
dolnoœl¹skie;lubiñski;135679;273;61779;26;t0211
dolnoœl¹skie;lwówecki;45628;90;20330;6;t0212
dolnoœl¹skie;milicki;37596;107;16994;13;t0213
dolnoœl¹skie;oleœnicki;110797;291;48193;48;t0214
dolnoœl¹skie;o³awski;48777;260;21896;26;t0215
dolnoœl¹skie;polkowicki;44839;190;19086;25;t0216
dolnoœl¹skie;strzeliñski;40648;25;18174;2;t0217
dolnoœl¹skie;œredzki;24634;115;11008;6;t0218
dolnoœl¹skie;œwidnicki;114516;512;49619;24;t0219
dolnoœl¹skie;trzebnicki;65208;156;30079;10;t0220
dolnoœl¹skie;wa³brzyski;35141;54;15808;4;t0221
dolnoœl¹skie;wo³owski;46539;199;19741;20;t0222
dolnoœl¹skie;wroc³awski;111959;242;51093;26;t0223
dolnoœl¹skie;z¹bkowicki;61678;224;27103;13;t0224
dolnoœl¹skie;zgorzelecki;66130;239;28455;24;t0225
dolnoœl¹skie;z³otoryjski;38316;237;16413;13;t0226
dolnoœl¹skie;Jelenia Góra;99789;289;45197;31;t0261
dolnoœl¹skie;Legnica;100082;400;44365;43;t0262
dolnoœl¹skie;Wroc³aw;1148619;2488;510861;212;t0264
dolnoœl¹skie;Wa³brzych;227271;518;101297;11;t0265
kujawsko-pomorskie;aleksandrowski;139689;229;64392;12;t0401
kujawsko-pomorskie;brodnicki;79529;217;35857;16;t0402
kujawsko-pomorskie;bydgoski;83541;315;38159;21;t0403
kujawsko-pomorskie;che³miñski;46094;255;20605;17;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;38749;17;17519;2;t0405
kujawsko-pomorskie;grudzi¹dzki;28579;65;12665;8;t0406
kujawsko-pomorskie;inowroc³awski;114183;452;51711;31;t0407
kujawsko-pomorskie;lipnowski;58305;110;25996;5;t0408
kujawsko-pomorskie;mogileñski;36888;166;16468;20;t0409
kujawsko-pomorskie;nakielski;92304;122;39835;13;t0410
kujawsko-pomorskie;radziejowski;47649;152;21670;17;t0411
kujawsko-pomorskie;rypiñski;39474;178;17814;6;t0412
kujawsko-pomorskie;sêpoleñski;52859;38;23197;2;t0413
kujawsko-pomorskie;œwiecki;86415;243;38018;11;t0414
kujawsko-pomorskie;toruñski;77107;168;33009;17;t0415
kujawsko-pomorskie;tucholski;42515;145;18946;9;t0416
kujawsko-pomorskie;w¹brzeski;31000;60;13551;5;t0417
kujawsko-pomorskie;w³oc³awski;70318;120;32515;34;t0418
kujawsko-pomorskie;¿niñski;56635;100;26167;6;t0419
kujawsko-pomorskie;Bydgoszcz;479630;1541;211037;90;t0461
kujawsko-pomorskie;Grudzi¹dz;134556;460;59775;26;t0462
kujawsko-pomorskie;Toruñ;220288;615;94589;45;t0463
kujawsko-pomorskie;W³oc³awek;106144;312;44998;16;t0464
lubelskie;bialski;68560;306;29675;46;t0601
lubelskie;bi³gorajski;61097;379;27248;38;t0602
lubelskie;che³mski;40121;141;17944;13;t0603
lubelskie;hrubieszowski;50501;206;21939;16;t0604
lubelskie;janowski;34888;151;15553;31;t0605
lubelskie;krasnostawski;46332;183;20163;46;t0606
lubelskie;kraœnicki;75051;402;33443;52;t0607
lubelskie;lubartowski;62537;307;27808;68;t0608
lubelskie;lubelski;94984;370;41080;42;t0609
lubelskie;³êczyñski;44276;176;20213;32;t0610
lubelskie;³ukowski;63599;162;28331;32;t0611
lubelskie;opolski;50789;162;22348;28;t0612
lubelskie;parczewski;31897;261;13756;40;t0613
lubelskie;pu³awski;109364;342;49335;45;t0614
lubelskie;radzyñski;34800;247;15477;29;t0615
