data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2175;0
2020-12-28;4385;0
2020-12-29;10016;0
2020-12-30;20345;1
2020-12-31;10598;0
2021-01-01;1354;3
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40620;1
2021-01-05;55360;2
2021-01-06;18757;0
2021-01-07;30381;0
2021-01-08;11823;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47614;3
2021-01-12;63417;0
2021-01-13;55144;1
2021-01-14;46560;1
2021-01-15;26226;0
2021-01-16;20955;17
2021-01-17;12090;433
2021-01-18;28349;2934
2021-01-19;49496;8108
2021-01-20;51127;14446
2021-01-21;53043;14749
2021-01-22;38232;5253
2021-01-23;16837;1361
2021-01-24;5362;556
2021-01-25;73151;29466
2021-01-26;132751;48271
2021-01-27;104553;26545
2021-01-28;89509;29436
2021-01-29;43718;16116
2021-01-30;16277;3117
2021-01-31;8690;1388
2021-02-01;57117;33328
2021-02-02;114700;57381
2021-02-03;121877;55978
2021-02-04;107333;51567
2021-02-05;51985;29576
2021-02-06;24638;15686
2021-02-07;16385;10172
2021-02-08;33113;11740
2021-02-09;89901;20165
2021-02-10;113272;44805
2021-02-11;111672;58770
2021-02-12;75765;43674
2021-02-13;35626;15242
2021-02-14;14708;4863
2021-02-15;36282;11716
2021-02-16;71688;33763
2021-02-17;154456;85186
2021-02-18;174360;94442
2021-02-19;103265;50286
2021-02-20;36035;7706
2021-02-21;16063;3610
2021-02-22;43357;4119
2021-02-23;71881;20451
2021-02-24;160953;77001
2021-02-25;174993;90651
2021-02-26;103724;45656
2021-02-27;44813;11910
2021-02-28;18068;5826
2021-03-01;46189;5411
2021-03-02;82398;21720
2021-03-03;156903;68017
2021-03-04;174046;85904
2021-03-05;108805;44662
2021-03-06;49839;12075
2021-03-07;17991;5388
2021-03-08;34593;3681
2021-03-09;63929;8422
2021-03-10;143481;43020
2021-03-11;162867;68353
2021-03-12;95080;39526
2021-03-13;29994;6738
2021-03-14;11879;3039
2021-03-15;25808;3560
2021-03-16;47899;10725
2021-03-17;134055;43869
2021-03-18;155241;66534
2021-03-19;89402;38904
2021-03-20;29768;10278
2021-03-21;10658;3077
2021-03-22;51947;3972
2021-03-23;117954;19920
2021-03-24;192122;50118
2021-03-25;216478;71718
2021-03-26;162247;40670
2021-03-27;92194;15011
2021-03-28;35748;6928
2021-03-29;80140;9876
2021-03-30;117604;16082
2021-03-31;190979;20701
2021-04-01;205287;19472
2021-04-02;153006;11286
2021-04-03;36376;2755
2021-04-04;3334;351
2021-04-05;3876;527
2021-04-06;126145;8123
2021-04-07;220588;7350
2021-04-08;258637;5842
2021-04-09;220602;4701
2021-04-10;154552;4172
2021-04-11;44698;786
2021-04-12;106394;7018
2021-04-13;186903;23343
2021-04-14;254698;53851
2021-04-15;268090;59290
2021-04-16;201405;28306
2021-04-17;140836;11957
2021-04-18;39750;4024
2021-04-19;109480;13038
2021-04-20;203081;34281
2021-04-21;283123;74496
2021-04-22;306456;79426
2021-04-23;260180;46783
2021-04-24;206141;24503
2021-04-25;55988;9278
2021-04-26;139706;30839
2021-04-27;254025;58736
2021-04-28;345297;99401
2021-04-29;388068;108932
2021-04-30;357985;75009
2021-05-01;121968;15581
2021-05-02;59478;10173
2021-05-03;47166;5539
2021-05-04;234612;63224
2021-05-05;399126;122678
2021-05-06;424285;141838
2021-05-07;379264;124715
2021-05-08;258476;63612
2021-05-09;82424;14835
2021-05-10;188408;52525
2021-05-11;321177;109764
2021-05-12;434394;180969
2021-05-13;441710;193691
2021-05-14;373457;152261
2021-05-15;277785;110534
2021-05-16;90291;29636
2021-05-17;149122;50198
2021-05-18;331268;125807
2021-05-19;446023;185847
2021-05-20;445272;201094
2021-05-21;356779;155169
2021-05-22;241117;111045
2021-05-23;68076;35599
2021-05-24;135496;76860
2021-05-25;305987;158177
2021-05-26;397110;212057
2021-05-27;386982;232136
2021-05-28;349653;202307
2021-05-29;278441;151808
2021-05-30;91857;44161
2021-05-31;167634;98537
2021-06-01;466666;270278
2021-06-02;651928;401035
2021-06-03;140851;64654
2021-06-04;430793;256933
2021-06-05;271863;120468
2021-06-06;99095;41012
2021-06-07;203088;127583
2021-06-08;401021;242923
2021-06-09;507394;303001
2021-06-10;484860;297839
2021-06-11;425457;266452
2021-06-12;318652;182240
2021-06-13;102675;58833
2021-06-14;213921;168359
2021-06-15;375059;264364
2021-06-16;433817;280639
2021-06-17;402553;272470
2021-06-18;325957;220545
2021-06-19;220502;135792
2021-06-20;66464;43759
2021-06-21;168710;137543
2021-06-22;341507;262196
2021-06-23;400431;291551
2021-06-24;380953;283025
2021-06-25;309591;233654
2021-06-26;203063;134361
2021-06-27;61012;42196
2021-06-28;146211;114945
2021-06-29;288445;217674
2021-06-30;357074;254689
2021-07-01;298717;219684
2021-07-02;243079;175110
2021-07-03;172340;119288
2021-07-04;50533;34014
2021-07-05;118350;86428
2021-07-06;250429;207261
2021-07-07;340395;282837
2021-07-08;263131;202804
2021-07-09;255358;197204
2021-07-10;209467;167572
2021-07-11;63028;48779
2021-07-12;114961;82383
2021-07-13;216405;172819
2021-07-14;286423;227208
2021-07-15;256827;194822
2021-07-16;209153;150238
2021-07-17;157305;113687
2021-07-18;41750;25820
2021-07-19;83421;50514
2021-07-20;163792;118000
2021-07-21;209257;155889
2021-07-22;178982;125862
2021-07-23;155193;101668
2021-07-24;97184;61162
2021-07-25;29502;14173
2021-07-26;71342;41417
2021-07-27;113368;70397
2021-07-28;139367;86687
2021-07-29;131599;81150
2021-07-30;116475;67918
2021-07-31;76181;39823
2021-08-01;29936;7396
