data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2165;0;2165;0;0
2020-12-28;4381;0;4381;0;0
2020-12-29;10021;0;10021;0;0
2020-12-30;20306;0;20306;0;0
2020-12-31;10603;0;10602;1;0
2021-01-01;1350;2;1348;0;0
2021-01-02;2259;0;2259;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40584;2;40582;0;0
2021-01-05;55298;1;55297;0;0
2021-01-06;18743;0;18743;0;0
2021-01-07;30346;1;30345;0;0
2021-01-08;11816;0;11816;0;0
2021-01-09;2263;0;2263;0;0
2021-01-10;993;2;990;1;0
2021-01-11;47595;3;47592;0;0
2021-01-12;63364;0;63364;0;0
2021-01-13;55131;1;55130;0;0
2021-01-14;46552;2;46550;0;0
2021-01-15;26248;1;26247;0;0
2021-01-16;20982;17;20965;0;0
2021-01-17;12072;435;11637;0;0
2021-01-18;28309;2949;25358;2;0
2021-01-19;49411;8127;41284;0;0
2021-01-20;51217;14493;36724;0;0
2021-01-21;53013;14801;38212;0;0
2021-01-22;38204;5267;32937;0;0
2021-01-23;16872;1362;15510;0;0
2021-01-24;5366;557;4809;0;0
2021-01-25;73299;29568;43731;0;0
2021-01-26;132971;48418;84552;1;0
2021-01-27;104803;26615;78188;0;0
2021-01-28;89550;29527;60023;0;0
2021-01-29;43745;16141;27604;0;0
2021-01-30;16266;3126;13140;0;0
2021-01-31;8688;1395;7293;0;0
2021-02-01;57151;33388;23763;0;0
2021-02-02;114740;57534;57206;0;0
2021-02-03;121873;56123;65750;0;0
2021-02-04;107347;51702;55645;0;0
2021-02-05;52104;29703;22401;0;0
2021-02-06;24693;15746;8947;0;0
2021-02-07;16395;10190;6205;0;0
2021-02-08;33119;11779;21340;0;0
2021-02-09;89801;20271;69529;1;0
2021-02-10;113431;45129;68302;0;0
2021-02-11;111925;59106;52818;1;0
2021-02-12;75884;43821;32063;0;0
2021-02-13;35672;15305;20367;0;0
2021-02-14;14725;4883;9842;0;0
2021-02-15;36358;11803;24555;0;0
2021-02-16;71876;34029;37847;0;0
2021-02-17;155215;86018;69195;2;0
2021-02-18;174896;95152;79744;0;0
2021-02-19;103328;50472;52856;0;0
2021-02-20;36020;7740;28280;0;0
2021-02-21;16060;3636;12424;0;0
2021-02-22;43431;4162;39269;0;0
2021-02-23;71936;20616;51320;0;0
2021-02-24;161039;77243;83796;0;0
2021-02-25;175123;90898;84225;0;0
2021-02-26;103741;45789;57952;0;0
2021-02-27;44796;11951;32845;0;0
2021-02-28;18061;5850;12211;0;0
2021-03-01;46145;5433;40712;0;0
2021-03-02;82520;21861;60659;0;0
2021-03-03;156907;68197;88707;3;0
2021-03-04;174101;86091;88010;0;0
2021-03-05;108800;44793;64006;1;0
2021-03-06;49838;12104;37734;0;0
2021-03-07;18019;5404;12615;0;0
2021-03-08;34554;3692;30862;0;0
2021-03-09;63888;8446;55442;0;0
2021-03-10;143415;43151;100264;0;0
2021-03-11;162969;68529;94439;1;0
2021-03-12;95154;39680;55474;0;0
2021-03-13;29979;6748;23231;0;0
2021-03-14;11881;3044;8837;0;0
2021-03-15;25798;3561;22237;0;0
2021-03-16;47894;10757;37137;0;0
2021-03-17;134025;44001;90024;0;0
2021-03-18;155379;66821;88558;0;0
2021-03-19;89509;39076;50432;1;0
2021-03-20;29797;10315;19482;0;0
2021-03-21;10656;3084;7572;0;0
2021-03-22;51904;3989;47914;1;0
2021-03-23;117983;20034;97949;0;0
2021-03-24;192067;50287;141780;0;0
2021-03-25;216570;71993;144577;0;0
2021-03-26;162328;40826;121502;0;0
2021-03-27;92119;15054;77065;0;0
2021-03-28;35734;6944;28790;0;0
2021-03-29;80102;9902;70200;0;0
2021-03-30;117587;16147;101440;0;0
2021-03-31;190839;20812;170027;0;0
2021-04-01;205273;19586;185687;0;0
2021-04-02;153078;11339;141739;0;0
2021-04-03;36409;2773;33636;0;0
2021-04-04;3352;363;2989;0;0
2021-04-05;3898;531;3367;0;0
2021-04-06;126164;8175;117989;0;0
2021-04-07;220616;7417;213199;0;0
2021-04-08;258288;5870;252418;0;0
2021-04-09;220633;4723;215910;0;0
2021-04-10;154485;4214;150271;0;0
2021-04-11;44741;792;43949;0;0
2021-04-12;106438;7048;99390;0;0
2021-04-13;186793;23436;163357;0;0
2021-04-14;254821;54011;200810;0;0
2021-04-15;268031;59442;208589;0;0
2021-04-16;201289;28358;172931;0;0
2021-04-17;140701;11995;128706;0;0
2021-04-18;39786;4055;35731;0;0
2021-04-19;109391;13120;96271;0;0
2021-04-20;203075;34376;168699;0;0
2021-04-21;283183;74716;208467;0;0
2021-04-22;306508;79661;226847;0;0
2021-04-23;260085;46958;213127;0;0
2021-04-24;205986;24554;181432;0;0
2021-04-25;56047;9303;46744;0;0
2021-04-26;139753;30963;108790;0;0
2021-04-27;254046;58895;195150;1;0
2021-04-28;345505;99722;245782;1;0
2021-04-29;388283;109263;279020;0;0
2021-04-30;357951;75283;282667;1;0
2021-05-01;121796;15611;106184;1;0
2021-05-02;59402;10221;49181;0;0
2021-05-03;47066;5564;41502;0;0
2021-05-04;234653;63385;171268;0;0
2021-05-05;399421;123055;276366;0;0
2021-05-06;424474;142182;282292;0;0
2021-05-07;379554;125094;254460;0;0
2021-05-08;258640;63771;194869;0;0
2021-05-09;82506;14885;67602;19;0
2021-05-10;188728;52675;136053;0;0
2021-05-11;321376;110037;211338;1;0
2021-05-12;434676;181390;253286;0;0
2021-05-13;441995;194148;247847;0;0
2021-05-14;373909;152679;221230;0;0
2021-05-15;278077;110914;167163;0;0
2021-05-16;90330;29718;60612;0;0
2021-05-17;149223;50346;98877;0;0
2021-05-18;331574;126078;205495;1;0
2021-05-19;446380;186322;260058;0;0
2021-05-20;445784;201564;244220;0;0
2021-05-21;357093;155647;201446;0;0
2021-05-22;241250;111296;129954;0;0
2021-05-23;68132;35691;32441;0;0
2021-05-24;135670;77020;58650;0;0
2021-05-25;306360;158556;147804;0;0
2021-05-26;397681;212639;185041;1;0
2021-05-27;387448;232625;154823;0;0
2021-05-28;349945;202766;147178;1;0
2021-05-29;278533;152112;126421;0;0
2021-05-30;91787;44230;47557;0;0
2021-05-31;167669;98731;68938;0;0
2021-06-01;467395;270986;196407;2;0
2021-06-02;653190;402100;251090;0;0
2021-06-03;141204;64764;76440;0;0
2021-06-04;431608;257557;174051;0;0
2021-06-05;272058;120639;151419;0;0
2021-06-06;99130;41043;58087;0;0
2021-06-07;203504;127978;75526;0;0
2021-06-08;401602;243406;158196;0;0
2021-06-09;508188;303676;204512;0;0
2021-06-10;485727;298564;187162;1;0
2021-06-11;426064;266963;159101;0;0
2021-06-12;319002;182508;136494;0;0
2021-06-13;102758;58911;43847;0;0
2021-06-14;214366;168731;45635;0;0
2021-06-15;375694;264908;110786;0;0
2021-06-16;434419;281140;153279;0;0
2021-06-17;403246;272959;130287;0;0
2021-06-18;326662;221063;105599;0;0
2021-06-19;220790;135987;84803;0;0
2021-06-20;66585;43831;22754;0;0
2021-06-21;169017;137765;31252;0;0
2021-06-22;342207;262750;79457;0;0
2021-06-23;401190;292123;109067;0;0
2021-06-24;381660;283493;98167;0;0
2021-06-25;310281;234155;76126;0;0
2021-06-26;203451;134513;68938;0;0
2021-06-27;61016;42236;18780;0;0
2021-06-28;146565;115259;31306;0;0
2021-06-29;288911;218018;70893;0;0
2021-06-30;357739;255135;102604;0;0
2021-07-01;300058;220463;79595;0;0
2021-07-02;244068;175592;68476;0;0
2021-07-03;172712;119441;53271;0;0
2021-07-04;50608;34047;16561;0;0
2021-07-05;118880;86768;32112;0;0
2021-07-06;251416;207796;43620;0;0
2021-07-07;341840;283565;58275;0;0
2021-07-08;264248;203268;60979;1;0
2021-07-09;256480;197615;58865;0;0
2021-07-10;209947;167706;42241;0;0
2021-07-11;63074;48735;14339;0;0
2021-07-12;115383;82519;32864;0;0
2021-07-13;216841;172885;43956;0;0
2021-07-14;286869;227287;59582;0;0
2021-07-15;257687;195380;62307;0;0
2021-07-16;209950;150705;59244;1;0
2021-07-17;157919;114170;43749;0;0
2021-07-18;41837;25871;15966;0;0
2021-07-19;84070;50941;33129;0;0
2021-07-20;164668;118520;46148;0;0
2021-07-21;210437;156715;53722;0;0
2021-07-22;179972;126477;53494;1;0
2021-07-23;156633;102462;54171;0;0
2021-07-24;97931;61550;36381;0;0
2021-07-25;29684;14237;15447;0;0
2021-07-26;72427;41875;30551;1;0
2021-07-27;115178;71372;43805;1;0
2021-07-28;141787;88034;53752;1;0
2021-07-29;134511;82840;51670;0;1
2021-07-30;120693;70109;50584;0;0
2021-07-31;78713;40888;37825;0;0
2021-08-01;31372;7849;23523;0;0
2021-08-02;52828;25469;27358;1;0
2021-08-03;83040;43341;39699;0;0
2021-08-04;109374;61376;47998;0;0
2021-08-05;110318;60956;49361;0;1
2021-08-06;104162;54067;50095;0;0
2021-08-07;60768;27992;32776;0;0
2021-08-08;19147;5377;13770;0;0
2021-08-09;46982;21383;25599;0;0
2021-08-10;69503;33451;36052;0;0
2021-08-11;82007;40167;41840;0;0
2021-08-12;81102;40344;40758;0;0
2021-08-13;79842;41154;38686;2;0
2021-08-14;44033;17970;26062;0;1
2021-08-15;27877;4170;23707;0;0
2021-08-16;42516;21565;20951;0;0
2021-08-17;59320;30171;29149;0;0
2021-08-18;75437;38242;37194;1;0
2021-08-19;72084;38771;33311;1;1
2021-08-20;74438;39031;35405;2;0
2021-08-21;42871;19420;23451;0;0
2021-08-22;19473;4087;15386;0;0
2021-08-23;37347;18505;18841;0;1
2021-08-24;53493;27397;26095;1;0
2021-08-25;67055;34125;32930;0;0
2021-08-26;68032;35890;32142;0;0
2021-08-27;73002;38110;34892;0;0
2021-08-28;44889;18815;26074;0;0
2021-08-29;22484;4235;18249;0;0
2021-08-30;37936;18513;19422;0;1
2021-08-31;51744;27177;24567;0;0
2021-09-01;49006;26352;22578;68;8
2021-09-02;54012;28932;24665;372;43
2021-09-03;59195;29256;29372;512;55
2021-09-04;32490;13460;18894;128;8
2021-09-05;14346;2758;11516;63;9
2021-09-06;26474;12357;13729;361;27
2021-09-07;36915;17550;18655;645;65
2021-09-08;44647;21988;21937;636;86
2021-09-09;45568;22851;21904;742;71
