wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;38;7;0;0;t0;10;0;0;0;28;7
dolnoœl¹skie;3332289;7883;1433416;455;t02;1662776;999;19870;218;216227;6211
kujawsko-pomorskie;2241109;6724;963589;320;t04;1124445;799;14077;52;138998;5553
lubelskie;1962570;5132;838233;539;t06;981498;879;15222;85;127617;3629
lubuskie;1159492;3453;490717;162;t08;587738;769;5943;8;75094;2514
³ódzkie;2728259;5619;1188213;325;t10;1357734;745;21252;39;161060;4510
ma³opolskie;3505411;7706;1527400;440;t12;1760521;999;14866;102;202624;6165
mazowieckie;6576933;15931;2832103;796;t14;3263453;1764;45951;146;435426;13225
opolskie;971771;2361;424410;124;t16;487502;446;5280;21;54579;1770
podkarpackie;1784289;3866;771434;280;t18;900652;691;9520;29;102683;2866
podlaskie;1202948;2503;518341;116;t20;602312;391;6387;37;75908;1959
pomorskie;2745070;6557;1186225;362;t22;1363785;896;15594;48;179466;5251
œl¹skie;4932189;12154;2135150;526;t24;2467245;1271;21417;86;308377;10271
œwiêtokrzyskie;1192333;2714;517076;152;t26;603140;343;6980;27;65137;2192
warmiñsko-mazurskie;1431921;2656;619668;187;t28;716558;426;11015;14;84680;2029
wielkopolskie;3968206;8749;1737778;452;t30;1974199;1485;24255;71;231974;6741
zachodniopomorskie;1940561;5963;825418;323;t32;976429;764;10997;19;127717;4857
ca³y kraj;41675389;99978;18009171;5559;t00;20829997;13667;248626;1002;2587595;79750
