wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;9;0;2;0;t00
dolnoœl¹skie;boles³awiecki;80344;312;34588;24;t0201
dolnoœl¹skie;dzier¿oniowski;76568;228;34016;16;t0202
dolnoœl¹skie;g³ogowski;73012;367;31293;16;t0203
dolnoœl¹skie;górowski;28576;41;12579;7;t0204
dolnoœl¹skie;jaworski;42834;73;18413;2;t0205
dolnoœl¹skie;jeleniogórski;56078;146;24616;16;t0206
dolnoœl¹skie;kamiennogórski;35601;130;15782;13;t0207
dolnoœl¹skie;k³odzki;143116;472;62924;67;t0208
dolnoœl¹skie;legnicki;47161;122;20281;15;t0209
dolnoœl¹skie;lubañski;33670;99;13368;7;t0210
dolnoœl¹skie;lubiñski;136124;444;61805;26;t0211
dolnoœl¹skie;lwówecki;45951;323;20372;42;t0212
dolnoœl¹skie;milicki;37717;102;17012;17;t0213
dolnoœl¹skie;oleœnicki;111241;430;48245;51;t0214
dolnoœl¹skie;o³awski;48840;61;21909;12;t0215
dolnoœl¹skie;polkowicki;45076;236;19101;15;t0216
dolnoœl¹skie;strzeliñski;40755;107;18186;12;t0217
dolnoœl¹skie;œredzki;24731;97;11027;19;t0218
dolnoœl¹skie;œwidnicki;115027;508;49663;42;t0219
dolnoœl¹skie;trzebnicki;65539;306;30119;30;t0220
dolnoœl¹skie;wa³brzyski;35268;42;15856;7;t0221
dolnoœl¹skie;wo³owski;46787;146;19767;11;t0222
dolnoœl¹skie;wroc³awski;112165;181;51132;36;t0223
dolnoœl¹skie;z¹bkowicki;61923;245;27127;24;t0224
dolnoœl¹skie;zgorzelecki;66446;246;28484;29;t0225
dolnoœl¹skie;z³otoryjski;38416;88;16419;6;t0226
dolnoœl¹skie;Jelenia Góra;100245;451;45225;27;t0261
dolnoœl¹skie;Legnica;100453;369;44393;28;t0262
