data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2199;0
2020-12-28;4313;0
2020-12-29;10107;1
2020-12-30;20467;0
2020-12-31;10623;1
2021-01-01;1350;0
2021-01-02;2290;0
2021-01-03;657;1
2021-01-04;40782;12
2021-01-05;55562;6
2021-01-06;18818;1
2021-01-07;30440;0
2021-01-08;11842;0
2021-01-09;2263;1
2021-01-10;999;0
2021-01-11;47862;229
2021-01-12;63581;3
2021-01-13;55240;1
2021-01-14;46599;2
2021-01-15;26051;1
2021-01-16;20934;18
2021-01-17;12076;430
2021-01-18;28206;2926
2021-01-19;49095;8143
2021-01-20;50526;14354
2021-01-21;53055;14948
2021-01-22;38070;5281
2021-01-23;16721;1366
2021-01-24;5275;558
2021-01-25;71931;29493
2021-01-26;130380;48049
2021-01-27;102302;26331
2021-01-28;87341;29191
2021-01-29;41807;15966
2021-01-30;14996;3105
2021-01-31;7319;1386
2021-02-01;54966;32894
2021-02-02;111112;56354
2021-02-03;117947;54971
2021-02-04;103344;50296
2021-02-05;49608;29051
2021-02-06;23082;15578
2021-02-07;14568;9548
