wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;24;4;5;0;t0;10;1;0;0;9;3
dolnoœl¹skie;4089935;12991;1504850;2005;t02;1770941;1390;15403;50;798741;9546
kujawsko-pomorskie;2765701;9460;1014559;1647;t04;1200632;1209;11547;96;538963;6508
lubelskie;2373269;7795;889376;1014;t06;1040322;854;12772;15;430799;5912
lubuskie;1427114;5030;520038;899;t08;634603;724;5022;11;267451;3396
³ódzkie;3346131;10781;1248691;1524;t10;1444224;1260;17493;139;635723;7858
ma³opolskie;4265004;12777;1606890;2149;t12;1872462;1602;12594;53;773058;8973
mazowieckie;8127228;24393;3000934;3934;t14;3497998;2805;38016;205;1590280;17449
opolskie;1198439;3426;448709;627;t16;521897;441;4513;77;223320;2281
podkarpackie;2124399;5396;812498;845;t18;957484;710;7607;35;346810;3806
podlaskie;1449194;3584;549466;474;t20;641463;465;5432;21;252833;2624
pomorskie;3381386;10424;1249360;1682;t22;1465640;1190;13869;88;652517;7464
œl¹skie;6045448;16858;2234884;2626;t24;2618385;1765;18804;68;1173375;12399
œwiêtokrzyskie;1454241;4935;543268;720;t26;639949;687;5843;15;265181;3513
warmiñsko-mazurskie;1766748;6698;657096;771;t28;770596;794;9662;46;329394;5087
wielkopolskie;4918430;17748;1843713;3137;t30;2131735;2354;18998;31;923984;12226
zachodniopomorskie;2387226;7593;869167;1109;t32;1043001;905;10170;14;464888;5565
ca³y kraj;51119917;159893;18993504;25163;t00;22251342;19156;207745;964;9667326;114610
