data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2161;0;2161;0;0
2020-12-28;4369;0;4369;0;0
2020-12-29;10009;0;10009;0;0
2020-12-30;20278;0;20278;0;0
2020-12-31;10599;0;10598;1;0
2021-01-01;1348;2;1346;0;0
2021-01-02;2258;0;2258;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40518;1;40517;0;0
2021-01-05;55249;1;55248;0;0
2021-01-06;18725;0;18725;0;0
2021-01-07;30295;0;30295;0;0
2021-01-08;11806;0;11806;0;0
2021-01-09;2258;0;2258;0;0
2021-01-10;992;2;990;0;0
2021-01-11;47540;3;47537;0;0
2021-01-12;63292;0;63292;0;0
2021-01-13;55067;1;55066;0;0
2021-01-14;46495;2;46493;0;0
2021-01-15;26217;1;26216;0;0
2021-01-16;20961;17;20944;0;0
2021-01-17;12047;435;11612;0;0
2021-01-18;28287;2945;25340;2;0
2021-01-19;49406;8124;41282;0;0
2021-01-20;51181;14482;36699;0;0
2021-01-21;52964;14799;38165;0;0
2021-01-22;38177;5264;32913;0;0
2021-01-23;16845;1362;15483;0;0
2021-01-24;5355;557;4798;0;0
2021-01-25;73242;29552;43690;0;0
2021-01-26;132803;48402;84400;1;0
2021-01-27;104665;26597;78068;0;0
2021-01-28;89450;29515;59935;0;0
2021-01-29;43725;16137;27588;0;0
2021-01-30;16251;3126;13125;0;0
2021-01-31;8680;1395;7285;0;0
2021-02-01;57124;33376;23748;0;0
2021-02-02;114646;57511;57135;0;0
2021-02-03;121760;56092;65668;0;0
2021-02-04;107265;51675;55590;0;0
2021-02-05;52061;29684;22377;0;0
2021-02-06;24669;15734;8935;0;0
2021-02-07;16389;10188;6201;0;0
2021-02-08;33085;11769;21316;0;0
2021-02-09;89727;20255;69471;1;0
2021-02-10;113343;45103;68240;0;0
2021-02-11;111847;59064;52783;0;0
2021-02-12;75835;43797;32038;0;0
2021-02-13;35656;15300;20356;0;0
2021-02-14;14711;4881;9830;0;0
2021-02-15;36302;11795;24507;0;0
2021-02-16;71790;33986;37804;0;0
2021-02-17;155054;85904;69148;2;0
2021-02-18;174708;95042;79666;0;0
2021-02-19;103267;50437;52830;0;0
2021-02-20;36000;7736;28264;0;0
2021-02-21;16049;3628;12421;0;0
2021-02-22;43398;4151;39247;0;0
2021-02-23;71907;20596;51311;0;0
2021-02-24;160910;77202;83707;0;1
2021-02-25;174997;90862;84135;0;0
2021-02-26;103672;45764;57908;0;0
2021-02-27;44768;11939;32829;0;0
2021-02-28;18057;5841;12216;0;0
2021-03-01;46117;5429;40688;0;0
2021-03-02;82448;21837;60611;0;0
2021-03-03;156794;68154;88638;2;0
2021-03-04;174012;86062;87950;0;0
2021-03-05;108774;44778;63995;1;0
2021-03-06;49835;12098;37737;0;0
2021-03-07;18006;5398;12608;0;0
2021-03-08;34582;3689;30893;0;0
2021-03-09;63862;8445;55417;0;0
2021-03-10;143307;43135;100172;0;0
2021-03-11;162879;68486;94392;1;0
2021-03-12;95090;39659;55431;0;0
2021-03-13;29945;6747;23198;0;0
2021-03-14;11867;3043;8824;0;0
2021-03-15;25796;3559;22237;0;0
2021-03-16;47860;10750;37110;0;0
2021-03-17;133923;43971;89952;0;0
2021-03-18;155289;66795;88494;0;0
2021-03-19;89445;39043;50401;1;0
2021-03-20;29771;10304;19467;0;0
2021-03-21;10649;3083;7566;0;0
2021-03-22;51934;3984;47949;1;0
2021-03-23;117989;20008;97981;0;0
2021-03-24;191983;50253;141730;0;0
2021-03-25;216476;71950;144526;0;0
2021-03-26;162308;40800;121508;0;0
2021-03-27;92168;15051;77117;0;0
2021-03-28;35734;6938;28796;0;0
2021-03-29;80132;9897;70235;0;0
2021-03-30;117620;16138;101482;0;0
2021-03-31;190843;20796;170047;0;0
2021-04-01;205242;19560;185682;0;0
2021-04-02;153088;11326;141762;0;0
2021-04-03;36373;2765;33608;0;0
2021-04-04;3340;354;2986;0;0
2021-04-05;3895;531;3364;0;0
2021-04-06;126169;8162;118007;0;0
2021-04-07;220546;7401;213145;0;0
2021-04-08;258399;5863;252536;0;0
2021-04-09;220701;4715;215986;0;0
2021-04-10;154521;4202;150319;0;0
2021-04-11;44741;789;43952;0;0
2021-04-12;106504;7038;99466;0;0
2021-04-13;186907;23413;163494;0;0
2021-04-14;254849;53977;200872;0;0
2021-04-15;268084;59409;208674;0;1
2021-04-16;201369;28334;173035;0;0
2021-04-17;140726;11988;128738;0;0
2021-04-18;39808;4050;35758;0;0
2021-04-19;109466;13108;96358;0;0
2021-04-20;203170;34347;168823;0;0
2021-04-21;283275;74665;208610;0;0
2021-04-22;306643;79613;227030;0;0
2021-04-23;260274;46915;213359;0;0
2021-04-24;206118;24544;181574;0;0
2021-04-25;56090;9296;46794;0;0
2021-04-26;139817;30932;108885;0;0
2021-04-27;254152;58841;195311;0;0
2021-04-28;345621;99605;246015;1;0
2021-04-29;388470;109142;279328;0;0
2021-04-30;358234;75219;283015;0;0
2021-05-01;121943;15600;106342;1;0
2021-05-02;59475;10200;49275;0;0
2021-05-03;47136;5554;41582;0;0
2021-05-04;234746;63328;171418;0;0
2021-05-05;399530;122923;276607;0;0
2021-05-06;424598;142091;282507;0;0
2021-05-07;379608;124953;254655;0;0
2021-05-08;258777;63722;195055;0;0
2021-05-09;82471;14870;67601;0;0
2021-05-10;188777;52612;136165;0;0
2021-05-11;321386;109881;211505;0;0
2021-05-12;434757;181202;253555;0;0
2021-05-13;442103;193971;248132;0;0
2021-05-14;373988;152502;221486;0;0
2021-05-15;278087;110735;167352;0;0
2021-05-16;90356;29684;60672;0;0
2021-05-17;149261;50286;98975;0;0
2021-05-18;331513;125934;205579;0;0
2021-05-19;446378;186075;260303;0;0
2021-05-20;445724;201296;244428;0;0
2021-05-21;357091;155414;201677;0;0
2021-05-22;241294;111149;130145;0;0
2021-05-23;68116;35639;32477;0;0
2021-05-24;135644;76912;58732;0;0
2021-05-25;306237;158354;147883;0;0
2021-05-26;397529;212375;185154;0;0
2021-05-27;387216;232301;154915;0;0
2021-05-28;349947;202476;147471;0;0
2021-05-29;278732;151967;126765;0;0
2021-05-30;91915;44187;47728;0;0
2021-05-31;167756;98607;69149;0;0
2021-06-01;467050;270529;196521;0;0
2021-06-02;652721;401549;251172;0;0
2021-06-03;141179;64701;76478;0;0
2021-06-04;431323;257195;174128;0;0
2021-06-05;271992;120515;151477;0;0
2021-06-06;99127;41018;58109;0;0
2021-06-07;203366;127782;75584;0;0
2021-06-08;401372;243121;158251;0;0
2021-06-09;507806;303264;204542;0;0
2021-06-10;485339;298123;187216;0;0
2021-06-11;425847;266670;159177;0;0
2021-06-12;318881;182347;136534;0;0
2021-06-13;102756;58877;43879;0;0
2021-06-14;214208;168549;45659;0;0
2021-06-15;375466;264618;110848;0;0
2021-06-16;434219;280893;153326;0;0
2021-06-17;403036;272734;130302;0;0
2021-06-18;326485;220880;105605;0;0
2021-06-19;220715;135882;84833;0;0
2021-06-20;66560;43807;22753;0;0
2021-06-21;168942;137660;31282;0;0
2021-06-22;341940;262480;79460;0;0
2021-06-23;400888;291826;109062;0;0
2021-06-24;381477;283288;98189;0;0
2021-06-25;310098;233954;76144;0;0
2021-06-26;203350;134410;68940;0;0
2021-06-27;61042;42214;18828;0;0
2021-06-28;146505;115168;31337;0;0
2021-06-29;288787;217857;70930;0;0
2021-06-30;357544;254902;102642;0;0
2021-07-01;299913;220304;79609;0;0
2021-07-02;243982;175470;68512;0;0
2021-07-03;172746;119381;53364;1;0
2021-07-04;50617;34028;16589;0;0
2021-07-05;118888;86730;32158;0;0
2021-07-06;251354;207685;43669;0;0
2021-07-07;341711;283402;58309;0;0
2021-07-08;264169;203184;60985;0;0
2021-07-09;256387;197494;58893;0;0
2021-07-10;209902;167631;42271;0;0
2021-07-11;63071;48724;14347;0;0
2021-07-12;115354;82478;32876;0;0
2021-07-13;216769;172803;43966;0;0
2021-07-14;286775;227188;59587;0;0
2021-07-15;257632;195302;62330;0;0
2021-07-16;209936;150652;59283;1;0
2021-07-17;157798;114035;43763;0;0
2021-07-18;41841;25862;15979;0;0
2021-07-19;84027;50893;33134;0;0
2021-07-20;164654;118473;46181;0;0
2021-07-21;210394;156647;53747;0;0
2021-07-22;179934;126421;53513;0;0
2021-07-23;156607;102410;54197;0;0
2021-07-24;97932;61527;36405;0;0
2021-07-25;29685;14232;15453;0;0
2021-07-26;72400;41847;30552;1;0
2021-07-27;115147;71330;43816;1;0
2021-07-28;141725;87962;53763;0;0
2021-07-29;134465;82798;51666;0;1
2021-07-30;120664;70056;50608;0;0
2021-07-31;78708;40865;37843;0;0
2021-08-01;31272;7836;23436;0;0
2021-08-02;52829;25460;27368;1;0
2021-08-03;82922;43311;39611;0;0
2021-08-04;109350;61342;48008;0;0
2021-08-05;110272;60928;49343;1;0
2021-08-06;104035;54018;50017;0;0
2021-08-07;60624;27963;32661;0;0
2021-08-08;19009;5368;13641;0;0
2021-08-09;46873;21366;25507;0;0
2021-08-10;69509;33446;36063;0;0
2021-08-11;81999;40152;41847;0;0
2021-08-12;81099;40328;40771;0;0
2021-08-13;79858;41142;38714;2;0
2021-08-14;44024;17957;26066;0;1
2021-08-15;27884;4171;23713;0;0
2021-08-16;42507;21550;20957;0;0
2021-08-17;59337;30171;29166;0;0
2021-08-18;75421;38220;37200;1;0
2021-08-19;72082;38748;33333;0;1
2021-08-20;74429;39025;35403;1;0
2021-08-21;42844;19395;23449;0;0
2021-08-22;19477;4087;15390;0;0
2021-08-23;37334;18489;18844;0;1
2021-08-24;53486;27388;26097;1;0
2021-08-25;67073;34102;32971;0;0
2021-08-26;68015;35870;32145;0;0
2021-08-27;72993;38096;34897;0;0
2021-08-28;44892;18805;26087;0;0
2021-08-29;22485;4233;18252;0;0
2021-08-30;37927;18502;19425;0;0
2021-08-31;51731;27161;24570;0;0
2021-09-01;48987;26346;22570;66;5
2021-09-02;54040;28910;24716;397;17
2021-09-03;59172;29241;29361;554;16
2021-09-04;32489;13453;18898;136;2
2021-09-05;14344;2757;11515;69;3
2021-09-06;26463;12346;13731;377;9
2021-09-07;36905;17539;18659;676;31
2021-09-08;44646;21975;21948;684;39
2021-09-09;45571;22842;21907;789;33
2021-09-10;50627;24242;25561;804;20
2021-09-11;27236;10609;16356;269;2
2021-09-12;11653;2209;9404;38;2
2021-09-13;23371;10142;12104;1104;21
2021-09-14;32915;14709;16924;1250;32
2021-09-15;41179;19186;20846;1103;44
2021-09-16;43239;19837;22165;1183;54
2021-09-17;51410;22809;27479;1072;50
2021-09-18;26238;9593;16298;333;14
2021-09-19;10055;2282;7702;68;3
2021-09-20;23891;10453;12521;884;33
2021-09-21;34817;15062;18457;1219;79
2021-09-22;40050;16437;21646;1819;148
2021-09-23;42749;16870;21358;2412;2109
2021-09-24;64543;20584;25255;4692;14012
2021-09-25;33589;8974;14845;2129;7641
2021-09-26;12393;1858;7856;436;2243
2021-09-27;47493;9187;12649;5080;20577
2021-09-28;62299;12548;14657;5916;29178
2021-09-29;78095;15819;19026;7362;35888
2021-09-30;82841;17686;18599;8347;38209
2021-10-01;85299;17802;20954;6927;39616
2021-10-02;32655;7205;10563;1984;12903
2021-10-03;6931;1307;2970;294;2360
2021-10-04;43973;7367;10387;3353;22866
2021-10-05;62568;11017;13317;5323;32911
2021-10-06;76759;13357;15443;7004;40955
2021-10-07;82391;16013;16507;7447;42424
2021-10-08;86637;19438;21053;6283;39863
