wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;7;0;2;0;t0;1;0;0;0;4;0
dolnoœl¹skie;4300334;1596;1551549;356;t02;1795632;114;16685;12;936468;1114
kujawsko-pomorskie;2912582;906;1049013;240;t04;1217741;73;11927;17;633901;576
lubelskie;2476419;592;912883;129;t06;1052960;75;13348;8;497228;380
lubuskie;1498875;519;537038;142;t08;643881;55;5330;1;312626;321
³ódzkie;3506949;962;1286764;236;t10;1463552;82;18510;13;738123;631
ma³opolskie;4485305;1505;1655108;227;t12;1895630;134;13949;3;920618;1141
mazowieckie;8526062;2871;3092972;574;t14;3547161;355;40003;14;1845926;1928
opolskie;1254523;377;462625;90;t16;528731;42;4978;1;258189;244
podkarpackie;2204240;617;831810;123;t18;967892;78;8309;3;396229;413
podlaskie;1506563;378;563076;110;t20;649634;51;6010;9;287843;208
pomorskie;3566582;1383;1294175;296;t22;1488508;113;14700;3;769199;971
œl¹skie;6341640;2190;2300508;503;t24;2652124;201;20306;37;1368702;1449
œwiêtokrzyskie;1526714;403;559482;107;t26;649028;53;6317;1;311887;242
warmiñsko-mazurskie;1871601;572;681107;135;t28;784705;45;10422;0;395367;392
wielkopolskie;5208114;1486;1911603;338;t30;2165757;134;19976;10;1110778;1004
zachodniopomorskie;2502990;798;895027;169;t32;1057385;76;10504;4;540074;549
ca³y kraj;53689500;17155;19584742;3775;t00;22560322;1681;221274;136;11323162;11563
