wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;12;0;4;0;t00
dolnoœl¹skie;boles³awiecki;79720;233;34533;37;t0201
dolnoœl¹skie;dzier¿oniowski;76006;226;33947;14;t0202
dolnoœl¹skie;g³ogowski;72220;343;31229;27;t0203
dolnoœl¹skie;górowski;28517;41;12572;5;t0204
dolnoœl¹skie;jaworski;42525;109;18391;13;t0205
dolnoœl¹skie;jeleniogórski;55767;198;24578;11;t0206
dolnoœl¹skie;kamiennogórski;35305;79;15759;8;t0207
dolnoœl¹skie;k³odzki;142187;562;62820;39;t0208
dolnoœl¹skie;legnicki;46988;12;20259;0;t0209
dolnoœl¹skie;lubañski;33415;184;13346;12;t0210
dolnoœl¹skie;lubiñski;135394;611;61753;80;t0211
dolnoœl¹skie;lwówecki;45538;59;20324;17;t0212
dolnoœl¹skie;milicki;37465;77;16977;0;t0213
dolnoœl¹skie;oleœnicki;110501;247;48143;24;t0214
dolnoœl¹skie;o³awski;48515;30;21871;0;t0215
dolnoœl¹skie;polkowicki;44628;57;19060;6;t0216
dolnoœl¹skie;strzeliñski;40622;170;18172;41;t0217
dolnoœl¹skie;œredzki;24513;89;11001;9;t0218
dolnoœl¹skie;œwidnicki;113982;243;49588;27;t0219
dolnoœl¹skie;trzebnicki;65041;81;30068;3;t0220
dolnoœl¹skie;wa³brzyski;35005;95;15800;0;t0221
dolnoœl¹skie;wo³owski;46338;100;19720;6;t0222
dolnoœl¹skie;wroc³awski;111696;171;51065;17;t0223
dolnoœl¹skie;z¹bkowicki;61446;180;27089;16;t0224
dolnoœl¹skie;zgorzelecki;65887;233;28431;14;t0225
dolnoœl¹skie;z³otoryjski;38074;75;16396;7;t0226
dolnoœl¹skie;Jelenia Góra;99494;287;45166;5;t0261
dolnoœl¹skie;Legnica;99680;331;44322;20;t0262
dolnoœl¹skie;Wroc³aw;1145670;2126;510598;183;t0264
dolnoœl¹skie;Wa³brzych;226746;298;101284;17;t0265
kujawsko-pomorskie;aleksandrowski;139446;208;64378;21;t0401
kujawsko-pomorskie;brodnicki;79307;257;35841;27;t0402
kujawsko-pomorskie;bydgoski;83195;150;38134;22;t0403
kujawsko-pomorskie;che³miñski;45838;154;20588;14;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;38731;70;17516;2;t0405
kujawsko-pomorskie;grudzi¹dzki;28514;111;12657;11;t0406
kujawsko-pomorskie;inowroc³awski;113730;169;51678;8;t0407
kujawsko-pomorskie;lipnowski;58184;117;25988;3;t0408
kujawsko-pomorskie;mogileñski;36711;157;16444;13;t0409
kujawsko-pomorskie;nakielski;92122;104;39815;1;t0410
kujawsko-pomorskie;radziejowski;47464;91;21651;4;t0411
kujawsko-pomorskie;rypiñski;39297;46;17807;3;t0412
kujawsko-pomorskie;sêpoleñski;52809;118;23194;19;t0413
kujawsko-pomorskie;œwiecki;86166;163;38006;9;t0414
kujawsko-pomorskie;toruñski;76937;105;32992;33;t0415
kujawsko-pomorskie;tucholski;42369;49;18936;5;t0416
kujawsko-pomorskie;w¹brzeski;30921;101;13544;8;t0417
kujawsko-pomorskie;w³oc³awski;70193;88;32480;16;t0418
kujawsko-pomorskie;¿niñski;56531;51;26161;1;t0419
kujawsko-pomorskie;Bydgoszcz;478055;1303;210940;85;t0461
kujawsko-pomorskie;Grudzi¹dz;134095;436;59749;28;t0462
kujawsko-pomorskie;Toruñ;219614;616;94538;53;t0463
kujawsko-pomorskie;W³oc³awek;105828;430;44981;22;t0464
lubelskie;bialski;68250;227;29627;30;t0601
lubelskie;bi³gorajski;60716;333;27208;22;t0602
lubelskie;che³mski;39979;146;17930;18;t0603
lubelskie;hrubieszowski;50292;188;21921;18;t0604
lubelskie;janowski;34737;94;15522;18;t0605
lubelskie;krasnostawski;46148;144;20116;20;t0606
lubelskie;kraœnicki;74634;298;33389;61;t0607
lubelskie;lubartowski;62222;173;27739;33;t0608
lubelskie;lubelski;94580;267;41032;27;t0609
lubelskie;³êczyñski;44099;76;20180;20;t0610
lubelskie;³ukowski;63436;250;28299;30;t0611
lubelskie;opolski;50620;169;22319;40;t0612
lubelskie;parczewski;31636;50;13716;4;t0613
lubelskie;pu³awski;109009;366;49286;52;t0614
lubelskie;radzyñski;34553;138;15448;26;t0615
lubelskie;rycki;58524;239;26940;34;t0616
