wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;12;0;5;0;t0;3;0;0;0;4;0
dolnoœl¹skie;4324126;121;1556033;11;t02;1798161;17;16867;0;953065;93
kujawsko-pomorskie;2925682;2;1051868;0;t04;1219155;0;12013;0;642646;2
lubelskie;2485465;0;915003;0;t06;1054054;0;13446;0;502962;0
lubuskie;1506417;19;538607;3;t08;644771;0;5376;0;317663;16
³ódzkie;3523021;29;1290145;12;t10;1465182;1;18688;0;749006;16
ma³opolskie;4512321;100;1659470;8;t12;1898321;10;14076;10;940454;72
mazowieckie;8574081;271;3101995;36;t14;3553438;37;40497;17;1878151;181
opolskie;1260560;0;463988;0;t16;529513;0;5024;0;262035;0
podkarpackie;2212073;6;833599;0;t18;968918;1;8384;0;401172;5
podlaskie;1512251;0;564282;0;t20;650507;0;6075;0;291387;0
pomorskie;3586770;46;1298226;0;t22;1490824;8;14814;0;782906;38
œl¹skie;6375835;141;2306731;21;t24;2655401;15;20551;6;1393152;99
œwiêtokrzyskie;1532697;10;560803;9;t26;649761;1;6239;0;315894;0
warmiñsko-mazurskie;1880905;0;683260;0;t28;785658;0;10472;0;401515;0
wielkopolskie;5248801;389;1917497;5;t30;2180976;312;20204;5;1130124;67
zachodniopomorskie;2514990;11;897465;1;t32;1058765;0;10579;1;548181;9
ca³y kraj;53976007;1145;19638977;106;t00;22603408;402;223305;39;11510317;598
