wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;18;0;3;0;t0;7;0;0;0;8;0
dolnoœl¹skie;4189658;6243;1521610;1367;t02;1783214;846;16029;68;868805;3962
kujawsko-pomorskie;2840537;4431;1028664;951;t04;1210233;508;11549;23;590091;2949
lubelskie;2423949;3744;898598;890;t06;1046640;395;12987;45;465724;2414
lubuskie;1462911;2447;526631;573;t08;639631;320;5106;11;291543;1543
³ódzkie;3426134;4791;1263379;1248;t10;1454107;559;17922;31;690726;2953
ma³opolskie;4368645;6122;1626856;1427;t12;1884410;540;13155;26;844224;4129
mazowieckie;8316893;11847;3035700;2748;t14;3521580;1407;38640;68;1720973;7624
opolskie;1224184;1864;453799;478;t16;525242;209;4714;36;240429;1141
podkarpackie;2161826;2754;820431;612;t18;962557;322;7902;14;370936;1806
podlaskie;1476168;1923;554517;477;t20;645526;225;5694;44;270431;1177
pomorskie;3469919;4987;1267625;1189;t22;1477182;686;14228;19;710884;3093
œl¹skie;6188822;8964;2261504;2273;t24;2635368;1082;19392;70;1272558;5539
œwiêtokrzyskie;1490695;2332;549524;492;t26;644884;279;6079;1;290208;1560
warmiñsko-mazurskie;1816988;3648;666085;745;t28;777920;498;9935;36;363048;2369
wielkopolskie;5063148;8158;1871638;1942;t30;2150236;899;19408;17;1021866;5300
zachodniopomorskie;2442569;3763;878738;835;t32;1050351;487;10282;3;503198;2438
ca³y kraj;52363064;78018;19225302;18247;t00;22409088;9262;213022;512;10515652;49997
