data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2178;0
2020-12-28;4396;0
2020-12-29;10098;0
2020-12-30;20451;1
2020-12-31;10629;0
2021-01-01;1345;2
2021-01-02;2260;0
2021-01-03;653;0
2021-01-04;40765;1
2021-01-05;55509;2
2021-01-06;18796;0
2021-01-07;30445;0
2021-01-08;11850;0
2021-01-09;2256;0
2021-01-10;996;0
2021-01-11;47699;3
2021-01-12;63552;0
2021-01-13;55156;0
2021-01-14;46663;1
2021-01-15;26301;0
2021-01-16;21044;18
2021-01-17;12098;419
2021-01-18;28490;2939
2021-01-19;49555;8163
2021-01-20;51215;14430
2021-01-21;53285;14851
2021-01-22;38325;5264
2021-01-23;16733;1358
2021-01-24;5328;557
2021-01-25;73676;29599
2021-01-26;133026;48363
2021-01-27;104462;26592
2021-01-28;89508;29477
2021-01-29;43940;16157
2021-01-30;16291;3112
2021-01-31;8690;1387
2021-02-01;57210;33311
2021-02-02;115393;57658
2021-02-03;122217;55899
2021-02-04;107511;51577
2021-02-05;52072;29563
2021-02-06;24705;15711
2021-02-07;16488;10167
2021-02-08;33196;11765
2021-02-09;90296;20430
2021-02-10;113636;44772
2021-02-11;112293;58989
2021-02-12;75964;43621
2021-02-13;35651;15152
2021-02-14;14722;4864
2021-02-15;36431;11771
2021-02-16;72078;33786
2021-02-17;155866;84943
2021-02-18;175214;94100
2021-02-19;102987;50119
2021-02-20;35733;7682
2021-02-21;15957;3613
2021-02-22;43239;4104
2021-02-23;71542;20401
2021-02-24;160484;76815
2021-02-25;174662;90480
2021-02-26;103423;45391
2021-02-27;44670;11764
2021-02-28;17809;5622
2021-03-01;46012;5404
2021-03-02;81957;21625
2021-03-03;156369;67758
2021-03-04;173346;85674
2021-03-05;108306;44578
2021-03-06;49197;12019
2021-03-07;17896;5348
2021-03-08;34300;3647
2021-03-09;63575;8397
2021-03-10;142443;42886
2021-03-11;161844;68145
2021-03-12;94292;39372
2021-03-13;29124;6720
2021-03-14;11784;3031
2021-03-15;25365;3572
2021-03-16;47543;10665
2021-03-17;133321;43696
2021-03-18;154481;66500
2021-03-19;88852;38722
2021-03-20;29463;10124
2021-03-21;10585;3055
2021-03-22;51327;3968
2021-03-23;117145;19766
2021-03-24;189555;49838
2021-03-25;213505;71298
2021-03-26;160062;40319
2021-03-27;90611;14840
2021-03-28;34856;6763
2021-03-29;79024;9727
2021-03-30;115525;15984
2021-03-31;186942;20132
2021-04-01;185049;17865
