data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;1700;0
2020-12-28;3498;0
2020-12-29;8560;0
2020-12-30;17756;0
2020-12-31;9386;0
2021-01-01;1185;2
2021-01-02;2068;0
2021-01-03;604;0
2021-01-04;36757;1
2021-01-05;50897;2
2021-01-06;17228;0
2021-01-07;28084;0
2021-01-08;11043;1
2021-01-09;2113;0
2021-01-10;909;2
2021-01-11;44646;3
2021-01-12;60014;0
2021-01-13;52308;1
2021-01-14;44437;1
2021-01-15;25121;1
2021-01-16;20026;17
2021-01-17;11613;433
2021-01-18;27426;2938
2021-01-19;48506;8114
2021-01-20;50135;14457
2021-01-21;51569;14768
2021-01-22;37145;5259
2021-01-23;16245;1362
2021-01-24;5156;557
2021-01-25;70328;29501
2021-01-26;127708;48341
2021-01-27;100552;26555
2021-01-28;86631;29465
2021-01-29;42218;16113
2021-01-30;15507;3120
2021-01-31;8095;1389
2021-02-01;55652;33338
2021-02-02;111656;57445
2021-02-03;118311;56019
2021-02-04;104602;51613
2021-02-05;50810;29634
2021-02-06;24088;15712
2021-02-07;15913;10179
2021-02-08;31846;11749
2021-02-09;86513;20199
2021-02-10;109855;44961
2021-02-11;109018;58808
2021-02-12;74485;43712
2021-02-13;34808;15250
2021-02-14;14086;4873
2021-02-15;35794;11722
2021-02-16;70591;33851
2021-02-17;151981;85513
2021-02-18;171438;94617
2021-02-19;101786;50331
2021-02-20;35467;7716
2021-02-21;15746;3612
2021-02-22;42646;4120
2021-02-23;70528;20554
2021-02-24;157440;77067
2021-02-25;171771;90708
2021-02-26;102256;45683
2021-02-27;44261;11919
2021-02-28;17772;5826
2021-03-01;45779;5413
2021-03-02;81605;21803
2021-03-03;154468;68046
2021-03-04;171887;85916
2021-03-05;108000;44686
2021-03-06;49723;12080
2021-03-07;17991;5390
2021-03-08;34593;3683
2021-03-09;63918;8429
2021-03-10;143456;43056
2021-03-11;162974;68397
2021-03-12;95143;39582
2021-03-13;29993;6734
2021-03-14;11881;3040
2021-03-15;25825;3564
2021-03-16;47925;10731
2021-03-17;134063;43891
2021-03-18;155400;66684
2021-03-19;89442;38939
2021-03-20;29777;10280
2021-03-21;10658;3079
2021-03-22;51959;3976
2021-03-23;118066;19946
2021-03-24;192174;50159
2021-03-25;216560;71774
2021-03-26;162330;40691
2021-03-27;92224;15022
2021-03-28;35743;6925
2021-03-29;80156;9877
2021-03-30;117669;16094
2021-03-31;191019;20711
2021-04-01;205380;19491
2021-04-02;153079;11299
2021-04-03;36402;2755
2021-04-04;3341;351
2021-04-05;3885;527
2021-04-06;126223;8136
2021-04-07;220701;7357
2021-04-08;258671;5843
2021-04-09;220793;4703
2021-04-10;154629;4177
2021-04-11;44780;786
2021-04-12;106521;7025
2021-04-13;186958;23355
2021-04-14;254903;53875
2021-04-15;268152;59301
2021-04-16;201481;28272
2021-04-17;140848;11960
2021-04-18;39812;4035
2021-04-19;109543;13073
2021-04-20;203237;34283
2021-04-21;283243;74535
2021-04-22;306560;79484
2021-04-23;260243;46801
2021-04-24;206171;24511
2021-04-25;56079;9279
2021-04-26;139755;30851
2021-04-27;254089;58763
2021-04-28;345453;99438
2021-04-29;388298;108966
2021-04-30;358066;75048
2021-05-01;121993;15584
2021-05-02;59486;10174
2021-05-03;47172;5542
2021-05-04;234689;63263
2021-05-05;399335;122735
2021-05-06;424445;141913
2021-05-07;379419;124776
2021-05-08;258720;63656
2021-05-09;82451;14857
2021-05-10;188700;52552
2021-05-11;321258;109802
2021-05-12;434572;181020
2021-05-13;441917;193794
2021-05-14;373618;152305
2021-05-15;277966;110597
2021-05-16;90324;29647
2021-05-17;149203;50234
2021-05-18;331404;125837
2021-05-19;446176;185918
2021-05-20;445455;201162
2021-05-21;356961;155289
2021-05-22;241209;111095
2021-05-23;68100;35615
2021-05-24;135622;76887
2021-05-25;306129;158274
2021-05-26;397316;212229
2021-05-27;387112;232213
2021-05-28;349823;202376
2021-05-29;278675;151928
2021-05-30;91893;44170
2021-05-31;167702;98572
2021-06-01;466899;270406
2021-06-02;652491;401366
2021-06-03;141150;64675
2021-06-04;431177;257079
2021-06-05;271937;120472
2021-06-06;99106;41002
2021-06-07;203246;127678
2021-06-08;401247;243031
2021-06-09;507672;303156
2021-06-10;485188;297999
2021-06-11;425690;266569
2021-06-12;318808;182298
2021-06-13;102733;58857
2021-06-14;214140;168494
2021-06-15;375325;264518
2021-06-16;434094;280790
2021-06-17;402874;272627
2021-06-18;326295;220726
2021-06-19;220654;135840
2021-06-20;66533;43787
2021-06-21;168892;137614
2021-06-22;341811;262378
2021-06-23;400776;291732
2021-06-24;381325;283187
2021-06-25;309961;233854
2021-06-26;203303;134375
2021-06-27;61030;42205
