wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;33;0;12;0;t0;9;0;0;0;12;0
dolnoœl¹skie;4274494;2118;1544816;602;t02;1793042;208;16525;5;920111;1303
kujawsko-pomorskie;2897105;1474;1044762;394;t04;1216187;136;11845;3;624311;941
lubelskie;2465388;1083;909700;326;t06;1051585;129;13257;0;490846;628
lubuskie;1490829;809;534624;275;t08;642971;84;5287;2;307947;448
³ódzkie;3489074;1610;1281380;633;t10;1461641;138;18413;8;727640;831
ma³opolskie;4456680;2025;1648998;488;t12;1892871;160;13791;11;901020;1366
mazowieckie;8476428;3759;3081280;1038;t14;3540842;325;39597;18;1814709;2378
opolskie;1247263;536;460565;134;t16;527882;37;4946;2;253870;363
podkarpackie;2194079;838;829254;238;t18;966521;123;8245;1;390059;476
podlaskie;1499837;587;561306;182;t20;648594;72;5909;0;284028;333
pomorskie;3542589;1999;1287872;694;t22;1485997;189;14612;7;754108;1109
œl¹skie;6302782;3275;2291180;1114;t24;2648189;341;20079;40;1343334;1780
œwiêtokrzyskie;1519434;735;557351;230;t26;648144;70;6284;4;307655;431
warmiñsko-mazurskie;1860048;974;677564;310;t28;783403;110;10336;1;388745;553
wielkopolskie;5176986;2181;1903210;673;t30;2161896;177;19800;0;1092080;1331
zachodniopomorskie;2489658;1197;891547;387;t32;1055897;104;10443;3;531771;703
ca³y kraj;53382707;25200;19505421;7718;t00;22525671;2403;219369;105;11132246;14974
