data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2175;0
2020-12-28;4386;0
2020-12-29;10018;0
2020-12-30;20344;0
2020-12-31;10597;0
2021-01-01;1355;3
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40627;1
2021-01-05;55369;2
2021-01-06;18759;0
2021-01-07;30383;0
2021-01-08;11828;1
2021-01-09;2262;0
2021-01-10;994;2
2021-01-11;47626;3
2021-01-12;63454;0
2021-01-13;55155;1
2021-01-14;46573;1
2021-01-15;26229;0
2021-01-16;20957;17
2021-01-17;12090;433
2021-01-18;28351;2934
2021-01-19;49494;8109
2021-01-20;51132;14446
2021-01-21;53057;14756
2021-01-22;38235;5252
2021-01-23;16841;1361
2021-01-24;5363;556
2021-01-25;73175;29475
2021-01-26;132785;48280
2021-01-27;104594;26550
2021-01-28;89532;29445
2021-01-29;43726;16119
2021-01-30;16278;3118
2021-01-31;8691;1388
2021-02-01;57124;33332
2021-02-02;114722;57401
2021-02-03;121890;55988
2021-02-04;107351;51578
2021-02-05;52000;29579
2021-02-06;24644;15690
2021-02-07;16387;10174
2021-02-08;33120;11745
2021-02-09;89909;20165
2021-02-10;113293;44815
2021-02-11;111685;58779
2021-02-12;75776;43684
2021-02-13;35623;15242
2021-02-14;14708;4864
2021-02-15;36283;11718
2021-02-16;71709;33782
2021-02-17;154505;85228
2021-02-18;174405;94469
2021-02-19;103278;50286
2021-02-20;36039;7708
2021-02-21;16065;3611
2021-02-22;43355;4119
2021-02-23;71884;20454
2021-02-24;160972;77019
2021-02-25;175012;90658
2021-02-26;103729;45659
2021-02-27;44821;11916
2021-02-28;18065;5824
2021-03-01;46189;5412
2021-03-02;82470;21791
2021-03-03;156908;68021
2021-03-04;174057;85907
2021-03-05;108806;44667
2021-03-06;49840;12076
2021-03-07;17996;5389
2021-03-08;34595;3682
2021-03-09;63932;8424
2021-03-10;143488;43028
2021-03-11;162918;68365
2021-03-12;95094;39541
2021-03-13;29994;6736
2021-03-14;11880;3040
2021-03-15;25811;3562
2021-03-16;47923;10726
2021-03-17;134061;43872
2021-03-18;155357;66640
2021-03-19;89402;38906
2021-03-20;29767;10278
2021-03-21;10657;3077
2021-03-22;51950;3973
2021-03-23;117964;19925
2021-03-24;192143;50132
2021-03-25;216487;71723
2021-03-26;162289;40675
2021-03-27;92198;15012
2021-03-28;35747;6928
2021-03-29;80142;9877
2021-03-30;117631;16083
2021-03-31;190990;20704
2021-04-01;205327;19482
2021-04-02;153050;11295
2021-04-03;36381;2755
2021-04-04;3334;351
2021-04-05;3876;527
2021-04-06;126177;8129
2021-04-07;220648;7352
2021-04-08;258639;5842
2021-04-09;220770;4702
2021-04-10;154571;4173
2021-04-11;44772;786
2021-04-12;106461;7021
2021-04-13;186921;23344
2021-04-14;254858;53851
2021-04-15;268103;59298
2021-04-16;201496;28312
2021-04-17;140843;11958
2021-04-18;39802;4025
2021-04-19;109488;13041
2021-04-20;203181;34281
2021-04-21;283124;74506
2021-04-22;306500;79472
2021-04-23;260204;46788
2021-04-24;206153;24506
2021-04-25;56065;9277
2021-04-26;139723;30847
2021-04-27;254047;58748
2021-04-28;345330;99411
2021-04-29;388084;108933
2021-04-30;358005;75022
2021-05-01;121974;15583
2021-05-02;59483;10174
2021-05-03;47165;5540
2021-05-04;234640;63242
2021-05-05;399180;122718
2021-05-06;424329;141856
2021-05-07;379326;124736
2021-05-08;258502;63624
2021-05-09;82429;14835
2021-05-10;188528;52538
2021-05-11;321208;109781
2021-05-12;434443;180984
2021-05-13;441771;193730
2021-05-14;373537;152270
2021-05-15;277832;110559
2021-05-16;90300;29642
2021-05-17;149139;50202
2021-05-18;331302;125815
2021-05-19;446073;185871
2021-05-20;445322;201116
2021-05-21;356845;155210
2021-05-22;241155;111067
2021-05-23;68084;35608
2021-05-24;135518;76864
2021-05-25;306016;158196
2021-05-26;397158;212084
2021-05-27;387016;232155
2021-05-28;349707;202329
2021-05-29;278538;151825
2021-05-30;91873;44165
2021-05-31;167658;98550
2021-06-01;466749;270310
2021-06-02;652196;401229
2021-06-03;140861;64659
2021-06-04;430882;256962
2021-06-05;271904;120469
2021-06-06;99108;40999
2021-06-07;203131;127615
2021-06-08;401076;242941
2021-06-09;507481;303037
2021-06-10;484997;297882
2021-06-11;425525;266467
2021-06-12;318727;182263
2021-06-13;102702;58846
2021-06-14;213961;168385
2021-06-15;375146;264406
2021-06-16;433908;280685
2021-06-17;402681;272510
2021-06-18;326092;220607
2021-06-19;220553;135798
2021-06-20;66479;43771
2021-06-21;168778;137572
2021-06-22;341632;262262
2021-06-23;400609;291640
2021-06-24;381082;283043
2021-06-25;309768;233760
2021-06-26;203134;134366
2021-06-27;61010;42194
2021-06-28;146304;115014
2021-06-29;288482;217686
2021-06-30;357166;254675
2021-07-01;299317;219935
2021-07-02;243504;175258
2021-07-03;172574;119309
2021-07-04;50584;34017
2021-07-05;118527;86489
2021-07-06;250867;207408
2021-07-07;341092;283068
2021-07-08;263652;202969
2021-07-09;255828;197295
2021-07-10;209622;167517
2021-07-11;63032;48724
2021-07-12;115109;82362
2021-07-13;216299;172576
2021-07-14;286275;227000
2021-07-15;257225;195093
2021-07-16;209584;150508
2021-07-17;157517;113836
2021-07-18;41807;25842
2021-07-19;83823;50768
2021-07-20;164264;118262
2021-07-21;209922;156389
2021-07-22;179468;126215
2021-07-23;156082;102179
2021-07-24;97641;61460
2021-07-25;29648;14234
2021-07-26;72050;41754
2021-07-27;114655;71195
2021-07-28;141141;87852
2021-07-29;133868;82625
2021-07-30;120100;69895
2021-07-31;78338;40796
2021-08-01;32032;7817
2021-08-02;52337;25235
2021-08-03;81902;42828
2021-08-04;107854;60704
2021-08-05;108779;60377
2021-08-06;102630;53539
2021-08-07;59966;27720
2021-08-08;19041;5337
2021-08-09;46406;21193
2021-08-10;68001;33117
2021-08-11;80412;39812
2021-08-12;79347;39873
2021-08-13;77446;40534
2021-08-14;41329;17660
2021-08-15;19846;3859
2021-08-16;40697;20864
2021-08-17;51064;26259
