wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;645;133;133;6;t00
dolnoœl¹skie;boles³awiecki;43435;519;12479;327;t0201
dolnoœl¹skie;dzier¿oniowski;40844;1287;13971;637;t0202
dolnoœl¹skie;g³ogowski;37721;991;12404;380;t0203
dolnoœl¹skie;górowski;15320;463;4288;151;t0204
dolnoœl¹skie;jaworski;25267;236;7723;191;t0205
dolnoœl¹skie;jeleniogórski;34344;563;12610;229;t0206
dolnoœl¹skie;kamiennogórski;17759;575;5938;393;t0207
dolnoœl¹skie;k³odzki;78258;2449;27856;1154;t0208
dolnoœl¹skie;legnicki;23268;710;6080;548;t0209
dolnoœl¹skie;lubañski;15920;156;5110;153;t0210
dolnoœl¹skie;lubiñski;85261;1796;30977;1399;t0211
dolnoœl¹skie;lwówecki;23384;135;7902;77;t0212
dolnoœl¹skie;milicki;20664;385;7564;274;t0213
dolnoœl¹skie;oleœnicki;45454;825;12091;455;t0214
dolnoœl¹skie;o³awski;31380;126;12226;31;t0215
dolnoœl¹skie;polkowicki;22883;643;4588;412;t0216
dolnoœl¹skie;strzeliñski;22594;518;7815;211;t0217
dolnoœl¹skie;œredzki;14364;71;5319;34;t0218
dolnoœl¹skie;œwidnicki;57700;837;18262;531;t0219
dolnoœl¹skie;trzebnicki;36581;440;13797;305;t0220
dolnoœl¹skie;wa³brzyski;22239;864;8726;580;t0221
dolnoœl¹skie;wo³owski;25413;692;8313;358;t0222
dolnoœl¹skie;wroc³awski;61684;1190;21263;875;t0223
dolnoœl¹skie;z¹bkowicki;34610;639;12395;225;t0224
dolnoœl¹skie;zgorzelecki;34257;222;12034;186;t0225
dolnoœl¹skie;z³otoryjski;21246;292;6609;232;t0226
dolnoœl¹skie;Jelenia Góra;54565;1051;18707;588;t0261
dolnoœl¹skie;Legnica;53674;1421;16709;1002;t0262
dolnoœl¹skie;Wroc³aw;646251;6652;213377;2832;t0264
dolnoœl¹skie;Wa³brzych;146186;1428;52682;752;t0265
kujawsko-pomorskie;aleksandrowski;97341;1660;39413;1454;t0401
kujawsko-pomorskie;brodnicki;39415;939;13206;518;t0402
kujawsko-pomorskie;bydgoski;43542;965;13412;658;t0403
kujawsko-pomorskie;che³miñski;21927;547;7127;375;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;18755;621;5176;271;t0405
kujawsko-pomorskie;grudzi¹dzki;13924;162;3540;52;t0406
kujawsko-pomorskie;inowroc³awski;66264;2106;23490;1628;t0407
kujawsko-pomorskie;lipnowski;29522;524;8640;276;t0408
kujawsko-pomorskie;mogileñski;14169;328;4020;63;t0409
kujawsko-pomorskie;nakielski;40428;1044;10367;550;t0410
kujawsko-pomorskie;radziejowski;25008;248;7030;218;t0411
kujawsko-pomorskie;rypiñski;19932;333;6666;116;t0412
kujawsko-pomorskie;sêpoleñski;28236;344;8231;275;t0413
kujawsko-pomorskie;œwiecki;41896;893;12725;640;t0414
kujawsko-pomorskie;toruñski;39262;966;9496;385;t0415
kujawsko-pomorskie;tucholski;20932;481;5673;235;t0416
kujawsko-pomorskie;w¹brzeski;14798;173;4519;164;t0417
kujawsko-pomorskie;w³oc³awski;34243;711;10363;405;t0418
