wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;7;0;1;0;t0;6;0;0;0;0;0
dolnoœl¹skie;3757854;636;1463275;76;t02;1726053;72;14547;0;553979;488
kujawsko-pomorskie;2533990;392;984769;32;t04;1168690;71;10340;0;370191;289
lubelskie;2200453;305;867603;17;t06;1017228;76;12217;0;303405;212
lubuskie;1316389;524;504215;60;t08;617711;52;4794;1;189669;411
³ódzkie;3079811;442;1215554;119;t10;1408650;44;16288;0;439319;279
ma³opolskie;3923714;1320;1562559;277;t12;1827923;193;11315;0;521917;850
mazowieckie;7453994;3187;2903328;405;t14;3405983;706;35214;36;1109469;2040
opolskie;1102326;603;435805;145;t16;508572;244;3535;1;154414;213
podkarpackie;1985072;276;792617;36;t18;936257;74;7008;0;249190;166
podlaskie;1351507;202;535813;47;t20;627000;20;4939;0;183755;135
pomorskie;3103969;1047;1212427;122;t22;1422079;266;12616;3;456847;656
œl¹skie;5556309;1319;2177546;72;t24;2553745;278;16793;0;808225;969
œwiêtokrzyskie;1340169;824;530165;162;t26;624610;136;5468;0;179926;526
warmiñsko-mazurskie;1618110;113;637896;16;t28;748230;23;9207;0;222777;74
wielkopolskie;4479636;1283;1782056;147;t30;2068148;319;18161;3;611271;814
zachodniopomorskie;2202245;485;845371;74;t32;1016873;118;9605;1;330396;292
ca³y kraj;47005555;12958;18451000;1807;t00;21677758;2692;192047;45;6684750;8414
