data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2192;0
2020-12-28;4403;0
2020-12-29;10077;0
2020-12-30;20487;1
2020-12-31;10641;0
2021-01-01;1348;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40750;1
2021-01-05;55454;2
2021-01-06;18798;0
2021-01-07;30438;0
2021-01-08;11849;1
2021-01-09;2261;0
2021-01-10;997;2
2021-01-11;47698;3
2021-01-12;63517;0
2021-01-13;55229;1
2021-01-14;46652;1
2021-01-15;26284;0
2021-01-16;21026;17
2021-01-17;12093;430
2021-01-18;28469;2939
2021-01-19;49608;8128
2021-01-20;51312;14475
2021-01-21;53235;14872
2021-01-22;38324;5268
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73617;29599
2021-01-26;133370;48326
2021-01-27;104701;26582
2021-01-28;89737;29479
2021-01-29;44034;16156
2021-01-30;16286;3118
2021-01-31;8675;1388
2021-02-01;57320;33333
2021-02-02;115515;57639
2021-02-03;122399;55998
2021-02-04;107634;51573
2021-02-05;52200;29574
2021-02-06;24748;15709
2021-02-07;16482;10164
2021-02-08;33255;11761
2021-02-09;90531;20408
2021-02-10;113766;44806
2021-02-11;112274;58961
2021-02-12;76008;43736
2021-02-13;35657;15157
2021-02-14;14719;4867
2021-02-15;36531;11738
2021-02-16;72220;33848
2021-02-17;156067;85212
2021-02-18;175714;94549
2021-02-19;103290;50254
2021-02-20;35973;7699
2021-02-21;16045;3605
2021-02-22;43409;4117
2021-02-23;71878;20436
2021-02-24;160987;76990
2021-02-25;175090;90615
2021-02-26;103740;45621
2021-02-27;44746;11796
2021-02-28;17855;5645
2021-03-01;46195;5405
2021-03-02;82451;21754
2021-03-03;157035;67999
2021-03-04;174198;85933
2021-03-05;108940;44696
2021-03-06;49770;12059
2021-03-07;17971;5379
2021-03-08;34607;3679
2021-03-09;63976;8470
2021-03-10;143312;43024
2021-03-11;162942;68341
2021-03-12;95121;39486
2021-03-13;29738;6726
2021-03-14;11869;3030
2021-03-15;25748;3563
2021-03-16;47918;10723
2021-03-17;134099;43885
2021-03-18;155526;66650
2021-03-19;89420;38876
2021-03-20;29747;10269
2021-03-21;10648;3069
2021-03-22;51917;3977
2021-03-23;118077;19892
2021-03-24;192206;50131
2021-03-25;216527;71700
2021-03-26;162363;40641
2021-03-27;92166;15013
2021-03-28;35680;6913
2021-03-29;80272;9911
2021-03-30;117737;16124
2021-03-31;190997;20705
2021-04-01;205695;19542
2021-04-02;153262;11347
2021-04-03;36231;2756
2021-04-04;3319;343
2021-04-05;3861;528
2021-04-06;126142;8149
2021-04-07;221041;7363
2021-04-08;258433;5823
2021-04-09;220712;4696
2021-04-10;154289;4144
2021-04-11;44562;786
2021-04-12;106324;7039
2021-04-13;186747;23289
2021-04-14;254690;53792
2021-04-15;268008;59268
2021-04-16;201321;28321
2021-04-17;140649;11958
2021-04-18;39737;4030
2021-04-19;109413;13156
2021-04-20;202960;34355
2021-04-21;282711;74522
2021-04-22;306222;79492
2021-04-23;259833;46914
2021-04-24;205793;24589
2021-04-25;55916;9287
2021-04-26;139524;30848
2021-04-27;253644;58858
2021-04-28;344767;99573
2021-04-29;387609;109233
2021-04-30;357370;75095
2021-05-01;121439;15616
2021-05-02;59233;10171
2021-05-03;47039;5545
2021-05-04;233491;63261
2021-05-05;396969;122690
2021-05-06;421978;141736
2021-05-07;377617;124785
2021-05-08;257333;63586
2021-05-09;82175;14898
2021-05-10;187428;52521
2021-05-11;319214;109828
2021-05-12;431989;180316
2021-05-13;438615;193326
2021-05-14;371123;152242
2021-05-15;277103;110725
2021-05-16;89612;29689
2021-05-17;148578;50142
2021-05-18;329734;125706
2021-05-19;443651;185412
2021-05-20;442959;200905
2021-05-21;353337;154430
2021-05-22;236373;108877
2021-05-23;63814;32106
2021-05-24;134792;76680
2021-05-25;301189;157266
2021-05-26;390742;209262
2021-05-27;373093;224844
