data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2177;0
2020-12-28;4390;0
2020-12-29;10059;0
2020-12-30;20439;1
2020-12-31;10627;0
2021-01-01;1347;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40735;1
2021-01-05;55433;2
2021-01-06;18793;0
2021-01-07;30435;0
2021-01-08;11846;0
2021-01-09;2260;0
2021-01-10;997;2
2021-01-11;47688;3
2021-01-12;63508;0
2021-01-13;55219;0
2021-01-14;46624;1
2021-01-15;26283;0
2021-01-16;21022;17
2021-01-17;12091;420
2021-01-18;28468;2935
2021-01-19;49595;8124
2021-01-20;51258;14435
2021-01-21;53274;14843
2021-01-22;38316;5257
2021-01-23;16726;1362
2021-01-24;5328;557
2021-01-25;73578;29583
2021-01-26;133211;48292
2021-01-27;104599;26579
2021-01-28;89680;29469
2021-01-29;44018;16154
2021-01-30;16282;3117
2021-01-31;8674;1387
2021-02-01;57216;33316
2021-02-02;115469;57617
2021-02-03;122343;55982
2021-02-04;107594;51545
2021-02-05;52101;29558
2021-02-06;24744;15704
2021-02-07;16481;10163
2021-02-08;33241;11750
2021-02-09;90461;20403
2021-02-10;113711;44794
2021-02-11;112288;58986
2021-02-12;75970;43717
2021-02-13;35652;15154
2021-02-14;14716;4864
2021-02-15;36475;11736
2021-02-16;72198;33824
2021-02-17;155979;85121
2021-02-18;175555;94367
2021-02-19;103122;50161
2021-02-20;35955;7687
2021-02-21;16045;3604
2021-02-22;43377;4114
2021-02-23;71782;20433
2021-02-24;160892;76967
2021-02-25;174955;90561
2021-02-26;103582;45495
2021-02-27;44709;11771
2021-02-28;17828;5621
2021-03-01;46092;5409
2021-03-02;82224;21737
2021-03-03;156852;67947
2021-03-04;173959;85862
2021-03-05;108747;44689
2021-03-06;49552;12029
2021-03-07;17966;5380
2021-03-08;34574;3679
2021-03-09;63900;8470
2021-03-10;143083;42977
2021-03-11;162577;68271
2021-03-12;94924;39436
2021-03-13;29725;6720
2021-03-14;11866;3026
2021-03-15;25730;3562
2021-03-16;47815;10714
2021-03-17;133923;43858
2021-03-18;155317;66576
2021-03-19;89344;38878
2021-03-20;29709;10242
2021-03-21;10644;3069
2021-03-22;51818;3978
2021-03-23;117905;19867
2021-03-24;191778;50073
2021-03-25;215904;71626
2021-03-26;161910;40567
2021-03-27;91985;15006
2021-03-28;35575;6907
2021-03-29;79927;9918
2021-03-30;117484;16076
2021-03-31;190384;20705
2021-04-01;204739;19444
2021-04-02;152182;11305
2021-04-03;35983;2758
2021-04-04;3317;343
2021-04-05;3853;528
2021-04-06;125490;8170
2021-04-07;219607;7398
2021-04-08;256952;5696
2021-04-09;218936;4675
2021-04-10;152593;4143
2021-04-11;44160;793
2021-04-12;105752;7038
2021-04-13;186195;23322
2021-04-14;253334;53687
2021-04-15;266377;59197
2021-04-16;199774;28228
2021-04-17;140141;12027
2021-04-18;39686;4034
2021-04-19;109086;13130
2021-04-20;201713;34262
2021-04-21;281106;74437
2021-04-22;304360;79629
2021-04-23;258229;46710
2021-04-24;204916;24562
2021-04-25;55714;9234
2021-04-26;138541;30792
2021-04-27;251987;58371
2021-04-28;342418;99058
2021-04-29;384267;108471
2021-04-30;353190;74247
2021-05-01;120393;15426
2021-05-02;58410;9899
2021-05-03;45197;5540
2021-05-04;228681;62595
2021-05-05;387536;120612
2021-05-06;411582;138876
2021-05-07;357529;118094
