wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;8052;942;8994;2.10;0.25;2.34;146;32;114;11928;11687;58644;68314;9797;57837;680;t0000;2022-03-23
dolnoœl¹skie;boles³awiecki;17;1;18;1.89;0.11;2.00;0;0;0;35;39;125;189;27;157;5;t0201;2022-03-23
dolnoœl¹skie;dzier¿oniowski;9;1;10;0.90;0.10;0.99;0;0;0;22;6;77;114;10;104;0;t0202;2022-03-23
dolnoœl¹skie;g³ogowski;21;1;22;2.36;0.11;2.48;0;0;0;20;27;124;175;24;149;2;t0203;2022-03-23
dolnoœl¹skie;górowski;10;0;10;2.88;0;2.88;0;0;0;20;13;73;72;10;62;0;t0204;2022-03-23
dolnoœl¹skie;jaworski;4;0;4;0.80;0;0.80;0;0;0;9;10;51;52;4;48;0;t0205;2022-03-23
dolnoœl¹skie;jeleniogórski;6;1;7;0.95;0.16;1.10;0;0;0;11;30;48;81;8;72;1;t0206;2022-03-23
dolnoœl¹skie;kamiennogórski;6;0;6;1.39;0;1.39;1;1;0;5;5;33;53;7;46;0;t0207;2022-03-23
dolnoœl¹skie;k³odzki;18;3;21;1.15;0.19;1.34;2;0;2;24;18;168;206;25;180;1;t0208;2022-03-23
dolnoœl¹skie;legnicki;10;0;10;1.81;0;1.81;0;0;0;15;11;83;96;11;85;0;t0209;2022-03-23
dolnoœl¹skie;lubañski;14;1;15;2.59;0.18;2.77;0;0;0;17;18;84;83;15;65;3;t0210;2022-03-23
dolnoœl¹skie;lubiñski;33;6;39;3.11;0.57;3.68;0;0;0;29;28;179;241;40;195;6;t0211;2022-03-23
dolnoœl¹skie;lwówecki;9;2;11;1.97;0.44;2.40;0;0;0;24;11;66;70;11;56;3;t0212;2022-03-23
dolnoœl¹skie;milicki;6;0;6;1.63;0;1.63;0;0;0;5;18;41;41;6;34;1;t0213;2022-03-23
dolnoœl¹skie;oleœnicki;19;3;22;1.77;0.28;2.05;0;0;0;19;18;119;120;22;97;1;t0214;2022-03-23
dolnoœl¹skie;o³awski;6;2;8;0.78;0.26;1.04;0;0;0;8;23;93;82;10;71;1;t0215;2022-03-23
dolnoœl¹skie;polkowicki;11;1;12;1.74;0.16;1.90;0;0;0;21;9;113;100;12;88;0;t0216;2022-03-23
dolnoœl¹skie;strzeliñski;9;4;13;2.07;0.92;2.99;0;0;0;5;16;51;48;13;35;0;t0217;2022-03-23
dolnoœl¹skie;œredzki;13;2;15;2.35;0.36;2.71;0;0;0;18;12;129;83;16;67;0;t0218;2022-03-23
dolnoœl¹skie;œwidnicki;23;1;24;1.47;0.06;1.53;0;0;0;27;15;157;158;24;134;0;t0219;2022-03-23
dolnoœl¹skie;trzebnicki;16;0;16;1.87;0;1.87;0;0;0;17;27;117;109;16;93;0;t0220;2022-03-23
dolnoœl¹skie;wa³brzyski;5;0;5;0.90;0;0.90;0;0;0;20;5;62;77;5;72;0;t0221;2022-03-23
dolnoœl¹skie;wo³owski;5;1;6;1.07;0.21;1.28;0;0;0;13;18;87;59;8;51;0;t0222;2022-03-23
dolnoœl¹skie;wroc³awski;64;12;76;4.16;0.78;4.94;0;0;0;78;77;333;332;82;247;3;t0223;2022-03-23
dolnoœl¹skie;z¹bkowicki;12;2;14;1.86;0.31;2.17;0;0;0;14;10;57;84;14;70;0;t0224;2022-03-23
dolnoœl¹skie;zgorzelecki;22;5;27;2.48;0.56;3.04;0;0;0;8;38;136;109;28;79;2;t0225;2022-03-23
dolnoœl¹skie;z³otoryjski;6;1;7;1.39;0.23;1.62;0;0;0;8;15;74;61;9;52;0;t0226;2022-03-23
dolnoœl¹skie;Jelenia Góra;15;1;16;1.90;0.13;2.03;0;0;0;19;18;90;121;16;104;1;t0261;2022-03-23
dolnoœl¹skie;Legnica;35;4;39;3.53;0.40;3.94;1;1;0;26;31;193;193;42;150;1;t0262;2022-03-23
