wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1068;118;1186;0.28;0.03;0.31;39;8;31;1729;73;4;15501;1505;13931;65;t0000;2022-04-13
dolnoœl¹skie;boles³awiecki;2;0;2;0.22;0;0.22;0;0;0;2;1;0;22;2;20;0;t0201;2022-04-13
dolnoœl¹skie;dzier¿oniowski;0;0;0;0;0;0;0;0;0;2;0;0;12;1;10;1;t0202;2022-04-13
dolnoœl¹skie;g³ogowski;0;0;0;0;0;0;0;0;0;4;0;0;14;0;14;0;t0203;2022-04-13
dolnoœl¹skie;górowski;2;0;2;0.58;0;0.58;0;0;0;5;0;0;8;3;5;0;t0204;2022-04-13
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t0205;2022-04-13
dolnoœl¹skie;jeleniogórski;1;0;1;0.16;0;0.16;0;0;0;8;0;0;21;1;20;0;t0206;2022-04-13
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;5;1;4;0;t0207;2022-04-13
dolnoœl¹skie;k³odzki;2;0;2;0.13;0;0.13;0;0;0;2;0;0;23;3;19;1;t0208;2022-04-13
dolnoœl¹skie;legnicki;0;0;0;0;0;0;1;1;0;0;0;0;21;0;21;0;t0209;2022-04-13
dolnoœl¹skie;lubañski;1;1;2;0.18;0.18;0.37;0;0;0;2;0;0;4;2;2;0;t0210;2022-04-13
dolnoœl¹skie;lubiñski;9;0;9;0.85;0;0.85;0;0;0;2;0;0;21;9;12;0;t0211;2022-04-13
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;0;0;0;2;0;0;5;0;5;0;t0212;2022-04-13
dolnoœl¹skie;milicki;1;0;1;0.27;0;0.27;0;0;0;1;0;0;5;1;4;0;t0213;2022-04-13
dolnoœl¹skie;oleœnicki;0;1;1;0;0.09;0.09;0;0;0;5;0;0;23;2;20;1;t0214;2022-04-13
dolnoœl¹skie;o³awski;5;0;5;0.65;0;0.65;0;0;0;2;0;0;37;5;32;0;t0215;2022-04-13
dolnoœl¹skie;polkowicki;0;1;1;0;0.16;0.16;0;0;0;5;0;0;24;1;23;0;t0216;2022-04-13
dolnoœl¹skie;strzeliñski;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;t0217;2022-04-13
dolnoœl¹skie;œredzki;1;0;1;0.18;0;0.18;0;0;0;4;0;0;25;1;24;0;t0218;2022-04-13
dolnoœl¹skie;œwidnicki;0;0;0;0;0;0;0;0;0;3;0;0;36;0;36;0;t0219;2022-04-13
dolnoœl¹skie;trzebnicki;1;0;1;0.12;0;0.12;0;0;0;4;0;0;69;4;64;1;t0220;2022-04-13
dolnoœl¹skie;wa³brzyski;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;t0221;2022-04-13
dolnoœl¹skie;wo³owski;0;1;1;0;0.21;0.21;0;0;0;0;0;0;14;1;13;0;t0222;2022-04-13
dolnoœl¹skie;wroc³awski;10;0;10;0.65;0;0.65;0;0;0;20;0;0;105;10;93;2;t0223;2022-04-13
dolnoœl¹skie;z¹bkowicki;1;0;1;0.16;0;0.16;0;0;0;1;0;0;14;1;13;0;t0224;2022-04-13
dolnoœl¹skie;zgorzelecki;1;0;1;0.11;0;0.11;0;0;0;3;0;0;21;3;18;0;t0225;2022-04-13
dolnoœl¹skie;z³otoryjski;4;0;4;0.92;0;0.92;0;0;0;2;0;0;7;4;3;0;t0226;2022-04-13
dolnoœl¹skie;Jelenia Góra;3;1;4;0.38;0.13;0.51;0;0;0;8;0;0;59;4;55;0;t0261;2022-04-13
dolnoœl¹skie;Legnica;2;1;3;0.20;0.10;0.30;1;1;0;3;0;0;42;3;39;0;t0262;2022-04-13
dolnoœl¹skie;Wroc³aw;57;3;60;0.89;0.05;0.93;0;0;0;44;20;0;510;82;424;4;t0264;2022-04-13
dolnoœl¹skie;Wa³brzych;3;0;3;0.27;0;0.27;1;0;1;9;1;0;32;6;25;1;t0265;2022-04-13
