wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1194;136;1330;0.31;0.04;0.35;58;12;46;2059;98;13;18460;1769;16576;115;t0000;2022-04-07
dolnoœl¹skie;boles³awiecki;10;1;11;1.11;0.11;1.22;0;0;0;1;0;0;39;15;24;0;t0201;2022-04-07
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;1;0;1;5;0;0;17;1;16;0;t0202;2022-04-07
dolnoœl¹skie;g³ogowski;1;1;2;0.11;0.11;0.23;0;0;0;0;0;0;10;2;8;0;t0203;2022-04-07
dolnoœl¹skie;górowski;3;0;3;0.86;0;0.86;0;0;0;10;0;0;18;3;15;0;t0204;2022-04-07
dolnoœl¹skie;jaworski;3;0;3;0.60;0;0.60;0;0;0;2;0;0;22;3;19;0;t0205;2022-04-07
dolnoœl¹skie;jeleniogórski;1;0;1;0.16;0;0.16;0;0;0;3;0;0;7;1;6;0;t0206;2022-04-07
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0207;2022-04-07
dolnoœl¹skie;k³odzki;0;0;0;0;0;0;0;0;0;11;0;0;47;3;44;0;t0208;2022-04-07
dolnoœl¹skie;legnicki;3;0;3;0.54;0;0.54;0;0;0;0;0;0;38;3;35;0;t0209;2022-04-07
dolnoœl¹skie;lubañski;0;0;0;0;0;0;0;0;0;0;0;0;8;1;7;0;t0210;2022-04-07
dolnoœl¹skie;lubiñski;3;1;4;0.28;0.09;0.38;0;0;0;6;0;0;29;4;25;0;t0211;2022-04-07
dolnoœl¹skie;lwówecki;3;1;4;0.66;0.22;0.87;1;0;1;1;0;0;22;5;16;1;t0212;2022-04-07
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0213;2022-04-07
