wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;6768;812;7580;1.76;0.21;1.98;10;1;9;551;5947;57992;48952;8157;40135;660;t0000;2022-03-12
dolnoœl¹skie;boles³awiecki;6;1;7;0.67;0.11;0.78;0;0;0;0;7;104;81;8;71;2;t0201;2022-03-12
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;0;2;77;41;2;39;0;t0202;2022-03-12
dolnoœl¹skie;g³ogowski;20;0;20;2.25;0;2.25;0;0;0;0;12;165;109;20;89;0;t0203;2022-03-12
dolnoœl¹skie;górowski;9;1;10;2.59;0.29;2.88;0;0;0;0;5;70;32;10;22;0;t0204;2022-03-12
dolnoœl¹skie;jaworski;12;3;15;2.40;0.60;3.00;0;0;0;0;3;60;48;16;20;12;t0205;2022-03-12
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;0;0;0;0;10;48;38;1;37;0;t0206;2022-03-12
dolnoœl¹skie;kamiennogórski;2;0;2;0.46;0;0.46;0;0;0;0;3;24;12;2;10;0;t0207;2022-03-12
dolnoœl¹skie;k³odzki;9;3;12;0.57;0.19;0.76;0;0;0;0;6;143;198;15;183;0;t0208;2022-03-12
dolnoœl¹skie;legnicki;12;1;13;2.17;0.18;2.35;0;0;0;0;4;70;44;13;29;2;t0209;2022-03-12
dolnoœl¹skie;lubañski;4;0;4;0.74;0;0.74;0;0;0;0;7;75;34;4;30;0;t0210;2022-03-12
dolnoœl¹skie;lubiñski;19;8;27;1.79;0.75;2.54;0;0;0;0;15;125;107;29;74;4;t0211;2022-03-12
dolnoœl¹skie;lwówecki;4;0;4;0.87;0;0.87;0;0;0;0;1;59;36;5;31;0;t0212;2022-03-12
dolnoœl¹skie;milicki;1;0;1;0.27;0;0.27;0;0;0;1;5;67;27;1;26;0;t0213;2022-03-12
dolnoœl¹skie;oleœnicki;7;0;7;0.65;0;0.65;0;0;0;1;9;110;64;8;56;0;t0214;2022-03-12
dolnoœl¹skie;o³awski;16;1;17;2.08;0.13;2.21;0;0;0;4;15;127;71;19;52;0;t0215;2022-03-12
dolnoœl¹skie;polkowicki;18;1;19;2.85;0.16;3.01;0;0;0;0;11;107;80;20;54;6;t0216;2022-03-12
dolnoœl¹skie;strzeliñski;2;1;3;0.46;0.23;0.69;0;0;0;0;0;60;28;4;24;0;t0217;2022-03-12
dolnoœl¹skie;œredzki;10;2;12;1.81;0.36;2.17;0;0;0;0;10;83;59;13;40;6;t0218;2022-03-12
dolnoœl¹skie;œwidnicki;17;3;20;1.09;0.19;1.28;0;0;0;2;7;144;93;22;67;4;t0219;2022-03-12
dolnoœl¹skie;trzebnicki;8;1;9;0.94;0.12;1.05;0;0;0;0;8;110;49;9;40;0;t0220;2022-03-12
dolnoœl¹skie;wa³brzyski;3;0;3;0.54;0;0.54;0;0;0;0;1;35;25;3;22;0;t0221;2022-03-12
dolnoœl¹skie;wo³owski;6;1;7;1.28;0.21;1.50;0;0;0;0;7;60;38;7;31;0;t0222;2022-03-12
dolnoœl¹skie;wroc³awski;32;7;39;2.08;0.45;2.53;0;0;0;0;38;283;156;41;114;1;t0223;2022-03-12
dolnoœl¹skie;z¹bkowicki;5;0;5;0.78;0;0.78;0;0;0;0;2;55;54;5;49;0;t0224;2022-03-12
dolnoœl¹skie;zgorzelecki;14;1;15;1.58;0.11;1.69;0;0;0;0;21;272;66;15;50;1;t0225;2022-03-12
dolnoœl¹skie;z³otoryjski;1;0;1;0.23;0;0.23;0;0;0;0;3;52;15;1;14;0;t0226;2022-03-12
dolnoœl¹skie;Jelenia Góra;2;0;2;0.25;0;0.25;0;0;0;3;17;76;30;2;27;1;t0261;2022-03-12
dolnoœl¹skie;Legnica;24;1;25;2.42;0.10;2.52;0;0;0;0;8;269;89;26;60;3;t0262;2022-03-12
dolnoœl¹skie;Wroc³aw;191;14;205;2.97;0.22;3.18;0;0;0;5;173;1305;850;211;631;8;t0264;2022-03-12
dolnoœl¹skie;Wa³brzych;24;1;25;2.17;0.09;2.26;0;0;0;1;8;99;88;28;59;1;t0265;2022-03-12
kujawsko-pomorskie;aleksandrowski;18;1;19;3.27;0.18;3.45;1;0;1;1;8;112;67;19;47;1;t0401;2022-03-12
kujawsko-pomorskie;brodnicki;8;3;11;1.01;0.38;1.39;0;0;0;0;12;104;73;13;59;1;t0402;2022-03-12
kujawsko-pomorskie;bydgoski;45;8;53;3.77;0.67;4.44;0;0;0;2;57;310;235;55;176;4;t0403;2022-03-12
kujawsko-pomorskie;che³miñski;4;1;5;0.77;0.19;0.96;0;0;0;0;29;122;28;5;22;1;t0404;2022-03-12
kujawsko-pomorskie;golubsko-dobrzyñski;2;4;6;0.44;0.89;1.33;0;0;0;0;7;100;57;6;50;1;t0405;2022-03-12
kujawsko-pomorskie;grudzi¹dzki;6;0;6;1.49;0;1.49;0;0;0;2;4;105;45;6;39;0;t0406;2022-03-12
kujawsko-pomorskie;inowroc³awski;59;6;65;3.70;0.38;4.08;0;0;0;3;68;363;232;71;152;9;t0407;2022-03-12
kujawsko-pomorskie;lipnowski;6;0;6;0.91;0;0.91;0;0;0;0;11;90;44;8;36;0;t0408;2022-03-12
kujawsko-pomorskie;mogileñski;9;2;11;1.98;0.44;2.42;0;0;0;0;12;83;61;11;47;3;t0409;2022-03-12
kujawsko-pomorskie;nakielski;17;1;18;1.97;0.12;2.09;0;0;0;0;15;231;102;18;78;6;t0410;2022-03-12
kujawsko-pomorskie;radziejowski;5;1;6;1.24;0.25;1.49;0;0;0;0;14;119;46;6;38;2;t0411;2022-03-12
kujawsko-pomorskie;rypiñski;11;4;15;2.53;0.92;3.46;0;0;0;0;2;65;58;15;43;0;t0412;2022-03-12
kujawsko-pomorskie;sêpoleñski;1;1;2;0.24;0.24;0.49;0;0;0;0;5;61;23;2;19;2;t0413;2022-03-12
kujawsko-pomorskie;œwiecki;16;3;19;1.62;0.30;1.92;0;0;0;0;19;220;88;20;63;5;t0414;2022-03-12
kujawsko-pomorskie;toruñski;22;3;25;2.02;0.28;2.29;0;0;0;3;41;283;127;26;100;1;t0415;2022-03-12
kujawsko-pomorskie;tucholski;6;0;6;1.24;0;1.24;0;0;0;0;9;83;39;6;31;2;t0416;2022-03-12
kujawsko-pomorskie;w¹brzeski;5;0;5;1.47;0;1.47;0;0;0;1;5;79;32;6;26;0;t0417;2022-03-12
kujawsko-pomorskie;w³oc³awski;26;0;26;3.03;0;3.03;0;0;0;3;5;180;104;31;70;3;t0418;2022-03-12
kujawsko-pomorskie;¿niñski;23;1;24;3.28;0.14;3.43;0;0;0;0;15;165;103;25;74;4;t0419;2022-03-12
kujawsko-pomorskie;Bydgoszcz;87;14;101;2.51;0.40;2.91;0;0;0;11;178;755;539;111;416;12;t0461;2022-03-12
kujawsko-pomorskie;Grudzi¹dz;24;2;26;2.55;0.21;2.76;0;0;0;2;39;215;156;27;122;7;t0462;2022-03-12
kujawsko-pomorskie;Toruñ;80;12;92;3.98;0.60;4.57;0;0;0;25;74;521;311;96;212;3;t0463;2022-03-12
kujawsko-pomorskie;W³oc³awek;31;3;34;2.84;0.27;3.11;0;0;0;0;14;171;141;35;106;0;t0464;2022-03-12
lubelskie;bialski;18;1;19;1.63;0.09;1.72;0;0;0;0;8;113;132;19;112;1;t0601;2022-03-12
lubelskie;bi³gorajski;13;5;18;1.29;0.50;1.79;0;0;0;2;6;107;195;19;176;0;t0602;2022-03-12
lubelskie;che³mski;17;1;18;2.19;0.13;2.32;0;0;0;0;7;107;72;20;52;0;t0603;2022-03-12
lubelskie;hrubieszowski;7;1;8;1.12;0.16;1.28;0;0;0;0;2;45;53;9;44;0;t0604;2022-03-12
lubelskie;janowski;0;0;0;0;0;0;0;0;0;0;3;25;20;0;20;0;t0605;2022-03-12
lubelskie;krasnostawski;12;3;15;1.91;0.48;2.38;0;0;0;1;4;70;67;16;50;1;t0606;2022-03-12
lubelskie;kraœnicki;22;0;22;2.31;0;2.31;0;0;0;2;5;106;119;22;95;2;t0607;2022-03-12
lubelskie;lubartowski;7;1;8;0.79;0.11;0.91;0;0;0;2;6;118;87;9;76;2;t0608;2022-03-12
lubelskie;lubelski;45;2;47;2.88;0.13;3.01;0;0;0;6;25;338;200;49;148;3;t0609;2022-03-12
lubelskie;³êczyñski;16;3;19;2.79;0.52;3.32;0;0;0;0;5;157;103;22;81;0;t0610;2022-03-12
lubelskie;³ukowski;6;3;9;0.56;0.28;0.84;0;0;0;0;5;90;67;10;57;0;t0611;2022-03-12
lubelskie;opolski;14;3;17;2.37;0.51;2.88;0;0;0;0;5;89;67;18;47;2;t0612;2022-03-12
lubelskie;parczewski;3;1;4;0.87;0.29;1.16;0;0;0;0;5;59;23;4;18;1;t0613;2022-03-12
lubelskie;pu³awski;16;5;21;1.42;0.44;1.86;0;0;0;4;23;196;162;22;140;0;t0614;2022-03-12
lubelskie;radzyñski;3;0;3;0.51;0;0.51;0;0;0;0;7;50;56;4;52;0;t0615;2022-03-12
lubelskie;rycki;11;1;12;1.97;0.18;2.15;0;0;0;2;3;52;85;14;71;0;t0616;2022-03-12
lubelskie;œwidnicki;20;0;20;2.79;0;2.79;0;0;0;16;17;149;88;21;66;1;t0617;2022-03-12
lubelskie;tomaszowski;3;0;3;0.36;0;0.36;0;0;0;1;3;64;54;3;51;0;t0618;2022-03-12
lubelskie;w³odawski;4;1;5;1.05;0.26;1.31;0;0;0;0;4;37;31;5;26;0;t0619;2022-03-12
lubelskie;zamojski;9;1;10;0.85;0.09;0.94;0;0;0;0;8;76;92;12;80;0;t0620;2022-03-12
lubelskie;Bia³a Podlaska;16;3;19;2.80;0.52;3.32;0;0;0;0;8;87;88;20;68;0;t0661;2022-03-12
lubelskie;Che³m;20;2;22;3.25;0.32;3.57;0;0;0;2;10;117;83;23;59;1;t0662;2022-03-12
lubelskie;Lublin;140;17;157;4.12;0.50;4.62;0;0;0;25;90;751;678;163;510;5;t0663;2022-03-12
lubelskie;Zamoœæ;8;0;8;1.27;0;1.27;0;0;0;0;3;62;78;8;70;0;t0664;2022-03-12
lubuskie;gorzowski;15;1;16;2.08;0.14;2.22;0;0;0;0;22;165;82;19;60;3;t0801;2022-03-12
lubuskie;kroœnieñski;16;1;17;2.92;0.18;3.11;0;0;0;0;31;171;65;18;46;1;t0802;2022-03-12
lubuskie;miêdzyrzecki;13;1;14;2.27;0.17;2.44;0;0;0;0;16;137;78;17;60;1;t0803;2022-03-12
lubuskie;nowosolski;12;4;16;1.40;0.47;1.86;0;0;0;0;18;152;102;18;83;1;t0804;2022-03-12
lubuskie;s³ubicki;16;3;19;3.41;0.64;4.05;0;0;0;2;18;126;109;20;89;0;t0805;2022-03-12
lubuskie;strzelecko-drezdenecki;17;3;20;3.48;0.61;4.09;0;0;0;0;7;125;79;23;56;0;t0806;2022-03-12
lubuskie;sulêciñski;12;1;13;3.42;0.28;3.70;0;0;0;0;8;112;50;15;33;2;t0807;2022-03-12
lubuskie;œwiebodziñski;12;2;14;2.16;0.36;2.51;0;0;0;2;25;152;74;15;57;2;t0808;2022-03-12
lubuskie;zielonogórski;21;5;26;2.78;0.66;3.44;0;0;0;0;16;158;115;29;84;2;t0809;2022-03-12
lubuskie;¿agañski;21;4;25;2.67;0.51;3.18;0;0;0;1;9;143;93;26;63;4;t0810;2022-03-12
lubuskie;¿arski;20;0;20;2.09;0;2.09;0;0;0;0;22;163;92;21;70;1;t0811;2022-03-12
lubuskie;wschowski;4;1;5;1.03;0.26;1.29;0;0;0;0;7;52;41;5;35;1;t0812;2022-03-12
lubuskie;Gorzów Wielkopolski;30;5;35;2.43;0.41;2.84;0;0;0;0;40;275;143;38;102;3;t0861;2022-03-12
lubuskie;Zielona Góra;49;4;53;3.47;0.28;3.75;0;0;0;4;44;353;214;56;156;2;t0862;2022-03-12
³ódzkie;be³chatowski;6;0;6;0.53;0;0.53;0;0;0;2;11;65;60;6;54;0;t1001;2022-03-12
³ódzkie;kutnowski;11;0;11;1.14;0;1.14;0;0;0;0;6;89;112;12;99;1;t1002;2022-03-12
³ódzkie;³aski;2;0;2;0.40;0;0.40;0;0;0;0;3;20;39;2;37;0;t1003;2022-03-12
³ódzkie;³êczycki;5;2;7;1.01;0.40;1.41;0;0;0;0;2;41;73;7;66;0;t1004;2022-03-12
³ódzkie;³owicki;10;1;11;1.28;0.13;1.41;0;0;0;0;10;138;96;12;84;0;t1005;2022-03-12
³ódzkie;³ódzki wschodni;8;1;9;1.10;0.14;1.24;0;0;0;1;11;87;97;10;86;1;t1006;2022-03-12
³ódzkie;opoczyñski;4;0;4;0.53;0;0.53;0;0;0;0;3;37;61;4;57;0;t1007;2022-03-12
³ódzkie;pabianicki;13;1;14;1.09;0.08;1.17;0;0;0;2;28;175;115;16;98;1;t1008;2022-03-12
³ódzkie;pajêczañski;1;1;2;0.20;0.20;0.39;0;0;0;2;2;27;34;2;32;0;t1009;2022-03-12
³ódzkie;piotrkowski;3;0;3;0.33;0;0.33;0;0;0;1;7;57;72;3;69;0;t1010;2022-03-12
³ódzkie;poddêbicki;3;1;4;0.73;0.24;0.97;0;0;0;0;7;32;36;4;32;0;t1011;2022-03-12
³ódzkie;radomszczañski;8;0;8;0.71;0;0.71;1;0;1;0;7;56;96;8;88;0;t1012;2022-03-12
³ódzkie;rawski;6;0;6;1.24;0;1.24;0;0;0;0;2;70;44;6;37;1;t1013;2022-03-12
³ódzkie;sieradzki;5;1;6;0.43;0.09;0.51;0;0;0;0;5;85;119;6;113;0;t1014;2022-03-12
³ódzkie;skierniewicki;7;0;7;1.83;0;1.83;0;0;0;0;5;50;45;7;38;0;t1015;2022-03-12
³ódzkie;tomaszowski;10;0;10;0.86;0;0.86;0;0;0;1;6;68;88;11;77;0;t1016;2022-03-12
³ódzkie;wieluñski;2;0;2;0.26;0;0.26;0;0;0;1;7;40;51;3;47;1;t1017;2022-03-12
³ódzkie;wieruszowski;7;0;7;1.66;0;1.66;0;0;0;0;1;27;39;8;31;0;t1018;2022-03-12
³ódzkie;zduñskowolski;9;2;11;1.36;0.30;1.66;0;0;0;0;4;41;72;11;61;0;t1019;2022-03-12
³ódzkie;zgierski;15;2;17;0.90;0.12;1.02;0;0;0;2;24;230;189;20;169;0;t1020;2022-03-12
³ódzkie;brzeziñski;1;1;2;0.32;0.32;0.65;0;0;0;0;0;39;29;2;27;0;t1021;2022-03-12
³ódzkie;£ódŸ;176;26;202;2.60;0.38;2.98;0;0;0;14;130;1159;1279;229;1037;13;t1061;2022-03-12
³ódzkie;Piotrków Trybunalski;5;0;5;0.69;0;0.69;0;0;0;0;3;46;54;6;47;1;t1062;2022-03-12
³ódzkie;Skierniewice;8;1;9;1.67;0.21;1.88;0;0;0;0;10;62;77;10;67;0;t1063;2022-03-12
ma³opolskie;bocheñski;3;3;6;0.28;0.28;0.56;1;0;1;0;9;76;78;6;71;1;t1201;2022-03-12
ma³opolskie;brzeski;1;0;1;0.11;0;0.11;0;0;0;0;2;47;68;1;67;0;t1202;2022-03-12
ma³opolskie;chrzanowski;25;1;26;2.01;0.08;2.09;0;0;0;3;10;101;167;27;140;0;t1203;2022-03-12
ma³opolskie;d¹browski;0;0;0;0;0;0;0;0;0;0;1;31;22;0;22;0;t1204;2022-03-12
ma³opolskie;gorlicki;9;0;9;0.83;0;0.83;0;0;0;0;5;64;121;9;111;1;t1205;2022-03-12
ma³opolskie;krakowski;48;9;57;1.71;0.32;2.03;0;0;0;0;32;451;317;61;253;3;t1206;2022-03-12
ma³opolskie;limanowski;3;0;3;0.23;0;0.23;0;0;0;0;3;92;82;3;79;0;t1207;2022-03-12
ma³opolskie;miechowski;4;0;4;0.82;0;0.82;0;0;0;0;9;53;33;6;27;0;t1208;2022-03-12
ma³opolskie;myœlenicki;20;1;21;1.56;0.08;1.64;0;0;0;1;5;92;84;22;62;0;t1209;2022-03-12
ma³opolskie;nowos¹decki;6;0;6;0.28;0;0.28;0;0;0;1;4;80;151;9;141;1;t1210;2022-03-12
ma³opolskie;nowotarski;2;0;2;0.10;0;0.10;0;0;0;0;2;68;107;3;103;1;t1211;2022-03-12
ma³opolskie;olkuski;14;0;14;1.26;0;1.26;0;0;0;0;3;109;99;16;83;0;t1212;2022-03-12
ma³opolskie;oœwiêcimski;6;0;6;0.39;0;0.39;0;0;0;0;6;113;94;7;87;0;t1213;2022-03-12
ma³opolskie;proszowicki;3;0;3;0.70;0;0.70;0;0;0;0;9;34;33;3;30;0;t1214;2022-03-12
