wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;1098;103;1201;0.29;0.03;0.31;34;9;25;1680;102;3;14101;1567;12474;60;t0000;2022-04-14
dolnoœl¹skie;boles³awiecki;1;0;1;0.11;0;0.11;0;0;0;0;3;0;14;1;13;0;t0201;2022-04-14
dolnoœl¹skie;dzier¿oniowski;2;0;2;0.20;0;0.20;0;0;0;3;0;0;14;2;12;0;t0202;2022-04-14
dolnoœl¹skie;g³ogowski;1;0;1;0.11;0;0.11;0;0;0;1;0;0;17;1;16;0;t0203;2022-04-14
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;2;0;0;6;0;6;0;t0204;2022-04-14
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;t0205;2022-04-14
dolnoœl¹skie;jeleniogórski;0;1;1;0;0.16;0.16;0;0;0;2;0;0;12;2;10;0;t0206;2022-04-14
dolnoœl¹skie;kamiennogórski;1;1;2;0.23;0.23;0.46;1;1;0;0;0;0;4;2;2;0;t0207;2022-04-14
dolnoœl¹skie;k³odzki;2;0;2;0.13;0;0.13;0;0;0;5;0;0;28;2;25;1;t0208;2022-04-14
dolnoœl¹skie;legnicki;2;0;2;0.36;0;0.36;0;0;0;0;0;0;33;3;30;0;t0209;2022-04-14
dolnoœl¹skie;lubañski;1;0;1;0.18;0;0.18;0;0;0;2;0;0;6;1;5;0;t0210;2022-04-14
dolnoœl¹skie;lubiñski;4;0;4;0.38;0;0.38;0;0;0;4;0;0;24;5;19;0;t0211;2022-04-14
dolnoœl¹skie;lwówecki;3;0;3;0.66;0;0.66;0;0;0;8;0;0;22;3;18;1;t0212;2022-04-14
dolnoœl¹skie;milicki;1;0;1;0.27;0;0.27;0;0;0;1;0;0;4;1;3;0;t0213;2022-04-14
dolnoœl¹skie;oleœnicki;5;0;5;0.47;0;0.47;0;0;0;4;0;0;36;5;31;0;t0214;2022-04-14
dolnoœl¹skie;o³awski;5;0;5;0.65;0;0.65;0;0;0;2;0;0;23;5;18;0;t0215;2022-04-14
dolnoœl¹skie;polkowicki;2;1;3;0.32;0.16;0.48;0;0;0;3;0;0;19;3;16;0;t0216;2022-04-14
dolnoœl¹skie;strzeliñski;2;0;2;0.46;0;0.46;0;0;0;4;0;0;19;3;16;0;t0217;2022-04-14
dolnoœl¹skie;œredzki;1;0;1;0.18;0;0.18;0;0;0;1;0;0;17;1;16;0;t0218;2022-04-14
dolnoœl¹skie;œwidnicki;2;1;3;0.13;0.06;0.19;0;0;0;2;0;0;32;5;27;0;t0219;2022-04-14
dolnoœl¹skie;trzebnicki;3;0;3;0.35;0;0.35;0;0;0;2;0;0;14;3;10;1;t0220;2022-04-14
dolnoœl¹skie;wa³brzyski;1;0;1;0.18;0;0.18;0;0;0;1;0;0;2;1;1;0;t0221;2022-04-14
dolnoœl¹skie;wo³owski;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0222;2022-04-14
dolnoœl¹skie;wroc³awski;4;0;4;0.26;0;0.26;0;0;0;10;0;0;81;8;73;0;t0223;2022-04-14
dolnoœl¹skie;z¹bkowicki;1;0;1;0.16;0;0.16;0;0;0;0;0;0;10;1;9;0;t0224;2022-04-14
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;0;0;0;0;1;0;0;6;0;6;0;t0225;2022-04-14
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;0;0;0;0;1;0;0;27;1;26;0;t0226;2022-04-14
dolnoœl¹skie;Jelenia Góra;1;0;1;0.13;0;0.13;0;0;0;3;0;0;17;3;14;0;t0261;2022-04-14
dolnoœl¹skie;Legnica;1;0;1;0.10;0;0.10;0;0;0;0;4;0;47;1;46;0;t0262;2022-04-14
dolnoœl¹skie;Wroc³aw;40;3;43;0.62;0.05;0.67;1;1;0;47;8;0;365;58;305;2;t0264;2022-04-14
dolnoœl¹skie;Wa³brzych;2;0;2;0.18;0;0.18;0;0;0;5;0;0;25;2;23;0;t0265;2022-04-14
kujawsko-pomorskie;aleksandrowski;2;0;2;0.36;0;0.36;0;0;0;1;1;0;8;2;6;0;t0401;2022-04-14
kujawsko-pomorskie;brodnicki;0;0;0;0;0;0;0;0;0;0;0;0;15;0;15;0;t0402;2022-04-14
kujawsko-pomorskie;bydgoski;1;2;3;0.08;0.17;0.25;0;0;0;6;0;0;41;3;38;0;t0403;2022-04-14
kujawsko-pomorskie;che³miñski;1;1;2;0.19;0.19;0.39;0;0;0;5;0;0;15;3;12;0;t0404;2022-04-14
kujawsko-pomorskie;golubsko-dobrzyñski;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;t0405;2022-04-14
kujawsko-pomorskie;grudzi¹dzki;0;0;0;0;0;0;0;0;0;3;0;0;5;0;5;0;t0406;2022-04-14
kujawsko-pomorskie;inowroc³awski;2;0;2;0.13;0;0.13;0;0;0;10;1;0;45;3;42;0;t0407;2022-04-14
kujawsko-pomorskie;lipnowski;1;0;1;0.15;0;0.15;0;0;0;1;0;0;11;1;10;0;t0408;2022-04-14
kujawsko-pomorskie;mogileñski;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;t0409;2022-04-14
kujawsko-pomorskie;nakielski;0;0;0;0;0;0;0;0;0;4;0;0;13;0;13;0;t0410;2022-04-14
kujawsko-pomorskie;radziejowski;0;1;1;0;0.25;0.25;0;0;0;4;0;0;7;1;6;0;t0411;2022-04-14
kujawsko-pomorskie;rypiñski;1;0;1;0.23;0;0.23;0;0;0;2;0;0;7;1;6;0;t0412;2022-04-14
kujawsko-pomorskie;sêpoleñski;1;0;1;0.24;0;0.24;1;0;1;3;0;0;9;1;8;0;t0413;2022-04-14
kujawsko-pomorskie;œwiecki;0;0;0;0;0;0;0;0;0;5;0;0;18;0;18;0;t0414;2022-04-14
kujawsko-pomorskie;toruñski;3;0;3;0.28;0;0.28;0;0;0;4;0;0;26;5;21;0;t0415;2022-04-14
kujawsko-pomorskie;tucholski;3;0;3;0.62;0;0.62;0;0;0;0;1;0;14;3;11;0;t0416;2022-04-14
kujawsko-pomorskie;w¹brzeski;1;0;1;0.29;0;0.29;0;0;0;2;0;0;7;1;5;1;t0417;2022-04-14
kujawsko-pomorskie;w³oc³awski;2;0;2;0.23;0;0.23;0;0;0;2;0;0;14;2;12;0;t0418;2022-04-14
kujawsko-pomorskie;¿niñski;1;0;1;0.14;0;0.14;0;0;0;2;1;0;15;1;14;0;t0419;2022-04-14
kujawsko-pomorskie;Bydgoszcz;8;0;8;0.23;0;0.23;0;0;0;20;1;0;119;9;110;0;t0461;2022-04-14
kujawsko-pomorskie;Grudzi¹dz;1;0;1;0.11;0;0.11;0;0;0;4;0;0;19;1;17;1;t0462;2022-04-14
kujawsko-pomorskie;Toruñ;8;0;8;0.40;0;0.40;0;0;0;17;2;0;70;8;61;1;t0463;2022-04-14
kujawsko-pomorskie;W³oc³awek;2;0;2;0.18;0;0.18;0;0;0;0;0;0;14;2;12;0;t0464;2022-04-14
lubelskie;bialski;4;0;4;0.36;0;0.36;0;0;0;3;0;0;19;4;15;0;t0601;2022-04-14
lubelskie;bi³gorajski;2;0;2;0.20;0;0.20;0;0;0;3;0;0;19;2;17;0;t0602;2022-04-14
lubelskie;che³mski;2;0;2;0.26;0;0.26;0;0;0;3;0;0;22;2;20;0;t0603;2022-04-14
lubelskie;hrubieszowski;1;0;1;0.16;0;0.16;0;0;0;3;0;0;13;1;12;0;t0604;2022-04-14
lubelskie;janowski;2;0;2;0.44;0;0.44;0;0;0;3;0;0;18;2;16;0;t0605;2022-04-14
lubelskie;krasnostawski;4;0;4;0.64;0;0.64;0;0;0;1;0;0;31;5;25;1;t0606;2022-04-14
lubelskie;kraœnicki;0;0;0;0;0;0;0;0;0;1;1;0;23;1;22;0;t0607;2022-04-14
lubelskie;lubartowski;5;1;6;0.57;0.11;0.68;0;0;0;6;0;0;27;6;21;0;t0608;2022-04-14
lubelskie;lubelski;9;1;10;0.58;0.06;0.64;0;0;0;6;0;0;78;10;68;0;t0609;2022-04-14
lubelskie;³êczyñski;3;0;3;0.52;0;0.52;0;0;0;2;0;0;18;3;15;0;t0610;2022-04-14
lubelskie;³ukowski;1;0;1;0.09;0;0.09;0;0;0;2;0;0;24;2;22;0;t0611;2022-04-14
lubelskie;opolski;5;0;5;0.85;0;0.85;0;0;0;6;0;0;39;6;33;0;t0612;2022-04-14
lubelskie;parczewski;2;0;2;0.58;0;0.58;0;0;0;1;0;0;11;3;8;0;t0613;2022-04-14
lubelskie;pu³awski;7;1;8;0.62;0.09;0.71;0;0;0;11;2;0;50;9;41;0;t0614;2022-04-14
lubelskie;radzyñski;1;0;1;0.17;0;0.17;0;0;0;1;0;0;17;1;16;0;t0615;2022-04-14
lubelskie;rycki;1;0;1;0.18;0;0.18;0;0;0;10;0;0;21;1;20;0;t0616;2022-04-14
lubelskie;œwidnicki;1;1;2;0.14;0.14;0.28;0;0;0;3;0;0;34;2;32;0;t0617;2022-04-14
lubelskie;tomaszowski;4;0;4;0.49;0;0.49;0;0;0;3;0;0;19;4;14;1;t0618;2022-04-14
lubelskie;w³odawski;3;0;3;0.79;0;0.79;0;0;0;0;0;0;22;3;19;0;t0619;2022-04-14
lubelskie;zamojski;3;0;3;0.28;0;0.28;1;0;1;4;0;0;32;4;28;0;t0620;2022-04-14
lubelskie;Bia³a Podlaska;2;0;2;0.35;0;0.35;0;0;0;6;0;0;18;2;16;0;t0661;2022-04-14
lubelskie;Che³m;2;0;2;0.32;0;0.32;0;0;0;1;0;0;29;2;27;0;t0662;2022-04-14
lubelskie;Lublin;22;3;25;0.65;0.09;0.74;0;0;0;21;8;0;280;33;247;0;t0663;2022-04-14
lubelskie;Zamoœæ;7;0;7;1.11;0;1.11;1;1;0;9;0;0;22;7;15;0;t0664;2022-04-14
lubuskie;gorzowski;1;0;1;0.14;0;0.14;0;0;0;3;0;0;21;1;20;0;t0801;2022-04-14
lubuskie;kroœnieñski;4;1;5;0.73;0.18;0.91;0;0;0;1;0;0;11;5;5;1;t0802;2022-04-14
lubuskie;miêdzyrzecki;2;1;3;0.35;0.17;0.52;0;0;0;0;0;0;25;3;22;0;t0803;2022-04-14
lubuskie;nowosolski;1;0;1;0.12;0;0.12;0;0;0;4;0;0;10;2;8;0;t0804;2022-04-14
lubuskie;s³ubicki;0;0;0;0;0;0;0;0;0;0;0;0;19;0;19;0;t0805;2022-04-14
lubuskie;strzelecko-drezdenecki;4;0;4;0.82;0;0.82;0;0;0;6;0;0;16;4;12;0;t0806;2022-04-14
lubuskie;sulêciñski;0;0;0;0;0;0;0;0;0;2;0;0;30;0;30;0;t0807;2022-04-14
lubuskie;œwiebodziñski;0;0;0;0;0;0;0;0;0;1;0;0;9;0;8;1;t0808;2022-04-14
lubuskie;zielonogórski;3;0;3;0.40;0;0.40;0;0;0;5;0;0;20;4;16;0;t0809;2022-04-14
lubuskie;¿agañski;1;0;1;0.13;0;0.13;0;0;0;2;0;0;14;1;13;0;t0810;2022-04-14
lubuskie;¿arski;1;0;1;0.10;0;0.10;0;0;0;5;0;0;23;1;22;0;t0811;2022-04-14
lubuskie;wschowski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0812;2022-04-14
lubuskie;Gorzów Wielkopolski;1;1;2;0.08;0.08;0.16;0;0;0;7;0;0;21;2;19;0;t0861;2022-04-14
lubuskie;Zielona Góra;8;1;9;0.57;0.07;0.64;0;0;0;9;0;0;45;9;36;0;t0862;2022-04-14
³ódzkie;be³chatowski;1;0;1;0.09;0;0.09;0;0;0;2;2;0;25;1;24;0;t1001;2022-04-14
³ódzkie;kutnowski;1;0;1;0.10;0;0.10;0;0;0;2;0;0;19;1;18;0;t1002;2022-04-14
³ódzkie;³aski;1;0;1;0.20;0;0.20;0;0;0;1;0;0;13;1;12;0;t1003;2022-04-14
³ódzkie;³êczycki;3;0;3;0.61;0;0.61;0;0;0;2;0;0;8;3;5;0;t1004;2022-04-14
³ódzkie;³owicki;1;0;1;0.13;0;0.13;0;0;0;0;0;0;35;1;34;0;t1005;2022-04-14
³ódzkie;³ódzki wschodni;4;1;5;0.55;0.14;0.69;0;0;0;4;0;0;31;5;26;0;t1006;2022-04-14
