wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;342;46;388;0.09;0.01;0.10;13;4;9;633;23;0;9765;442;9306;17;t0000;2022-05-17
dolnoœl¹skie;boles³awiecki;0;1;1;0;0.11;0.11;0;0;0;2;0;0;17;1;16;0;t0201;2022-05-17
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;0;0;0;18;1;17;0;t0202;2022-05-17
dolnoœl¹skie;g³ogowski;1;0;1;0.11;0;0.11;0;0;0;0;0;0;11;1;10;0;t0203;2022-05-17
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;4;0;0;8;0;8;0;t0204;2022-05-17
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0205;2022-05-17
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;1;1;0;0;0;0;12;0;12;0;t0206;2022-05-17
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0207;2022-05-17
dolnoœl¹skie;k³odzki;2;1;3;0.13;0.06;0.19;0;0;0;2;0;0;35;3;32;0;t0208;2022-05-17
dolnoœl¹skie;legnicki;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t0209;2022-05-17
dolnoœl¹skie;lubañski;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t0210;2022-05-17
dolnoœl¹skie;lubiñski;0;0;0;0;0;0;0;0;0;1;1;0;15;0;15;0;t0211;2022-05-17
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0212;2022-05-17
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2;0;t0213;2022-05-17
dolnoœl¹skie;oleœnicki;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t0214;2022-05-17
dolnoœl¹skie;o³awski;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0215;2022-05-17
